month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2021-10-29,2021-11-01,APER3,1,0.75,liquidity_slump,21,0,1684417.0,3435287.0,0
2021-10-29,2021-11-01,PTBL3,1,0.75,liquidity_slump,21,0,11650395.0,25729226.0,0
2021-10-29,2021-11-01,VVEO3,1,0.75,liquidity_slump,21,0,1428058.0,2491441.0,0
