month_end,trade_date,next_trade_date,D10,LS,turnover_D10,turnover_LS,turnover_LS_reconst,turnover_LS_reweight,ls_gross_long,ls_gross_short,CDI,BOVA11,LS_pre_overlay,beta_est,hedge_ratio,vt_scale,LS_vt,LS_pre_vt,LS_carry,LS_borrow_cost,LS_financing_net,LS_net
2012-09-28,2012-10-01,2012-11-01,0.0005749872310297005,0.04498848447384835,0.1641025641025641,0.2330397999856271,0.07327929027916212,0.159760509706465,0.49999999999999983,0.5000000000000003,0.006063543747743205,-0.030214592274678043,0.02956290455931018,-0.12549206119989811,0.12549206119989811,1.7456874965677103,0.04498848447384835,0.025771213096446314,0.005292526252663317,0.0056159029577865826,-0.00032337670512326555,0.044665107768725086
2012-10-31,2012-11-01,2012-12-03,0.017676637999701424,0.012452958026997784,0.15686274509803919,0.25871851768209253,0.09283100628108464,0.16588751140100788,0.5000000000000004,0.5000000000000001,0.005443435742476632,0.0070808992742077415,0.005931943792062538,-0.14637768979268848,0.14637768979268848,1.7870537517163925,0.012452958026997784,0.0069684294694757915,0.0048638561329099874,0.005748978823368933,-0.0008851226904589456,0.011567835336538839
2012-11-30,2012-12-03,2013-01-02,0.05154140097623191,-0.002843775020598096,0.19900497512437795,0.28112279114576916,0.09271961549963997,0.18840317564612918,0.49999999999999917,0.4999999999999994,0.005336783593778316,0.06890490420108986,-0.01163349883992966,-0.14600110819027365,0.14600110819027365,1.8075149886946889,-0.002843775020598096,-0.0015733064668258991,0.004823158168587101,0.005814802930772062,-0.0009916447621849608,-0.0038354197827830568
2012-12-28,2013-01-02,2013-02-01,0.008664589456407927,0.021462738755334033,0.17647058823529407,0.25115407551392915,0.08228469342388155,0.16886938209004757,0.5,0.4999999999999997,0.005867469311010121,-0.034862687058049735,0.01660031676474705,-0.14294127946917792,0.14294127946917792,1.8475285670387716,0.021462738755334033,0.011616999670935872,0.005420158584157245,0.00594352721470947,-0.0005233686305522256,0.02093937012478181
2013-01-31,2013-02-01,2013-03-01,-0.007723590962896169,0.013703467453792159,0.13725490196078433,0.24880391302307447,0.07249825697833517,0.17630565604473927,0.5000000000000002,0.5000000000000001,0.004816879234908811,-0.05213835406372458,0.014653544297981222,-0.1417142043355411,0.1417142043355411,1.8862830993144952,0.013703467453792159,0.007264798936475767,0.0045429989461237144,0.006068201128490028,-0.0015252021823663137,0.012178265271425844
2013-02-28,2013-03-01,2013-04-01,-0.0051544568314197585,0.031120386688310495,0.1619047619047618,0.2327111527705018,0.051831063285815715,0.18088008948468606,0.5,0.4999999999999994,0.005378582620114258,-0.013122415962610212,0.017898448313507166,-0.12753548663668993,0.12753548663668993,1.918066391294132,0.031120386688310495,0.016224874607866605,0.0051582392782199395,0.006170448457286025,-0.0010122091790660858,0.03010817750924441
2013-03-28,2013-04-01,2013-05-02,-0.003613655634104341,0.004746307177167254,0.16666666666666666,0.229354110097463,0.05875292389529133,0.17060118620217166,0.5000000000000006,0.5000000000000003,0.006016252919069931,-0.012750455373406133,0.0040905235256726786,-0.1296132107437151,0.1296132107437151,1.946886597346875,0.004746307177167254,0.0024378960662810546,0.005856481087193135,0.006263163494045963,-0.00040668240685282856,0.004339624770314425
2013-04-30,2013-05-02,2013-06-03,-0.01863857199643848,-0.012676065815429788,0.14285714285714285,0.20307079861734847,0.061670736420161625,0.1414000621971869,0.49999999999999933,0.4999999999999994,0.00586678014293307,-0.030996309963099655,-0.0025571670891708673,-0.12810991130069427,0.12810991130069427,1.9417690738116404,-0.012676065815429788,-0.006528101609192391,0.005695966122199829,0.006246700343788776,-0.0005507342215889475,-0.013226800037018736
2013-05-31,2013-06-03,2013-07-01,-0.09988738244232014,-0.022085795423629758,0.10476190476190478,0.2183340480798038,0.07699620321214684,0.14133784486765694,0.5000000000000003,0.5000000000000003,0.005919441025405314,-0.11462300076161469,0.0031388623550269866,-0.10488972126449306,0.12810991130069427,1.9129386757150362,-0.022085795423629758,-0.011545480105562883,0.005661763838056053,0.00615395251907032,-0.0004921886810142669,-0.022577984104644025
2013-06-28,2013-07-01,2013-08-01,0.0327607665487513,0.03461793891187438,0.14814814814814795,0.2417293473199319,0.0709887430687416,0.1707406042511903,0.5000000000000001,0.4999999999999998,0.0071068152139550644,0.030322580645161246,0.01402063003795482,-0.029552433255190094,0.12810991130069427,1.9333956695589025,0.03461793891187438,0.017905253154814577,0.00687014287950802,0.006219762976246108,0.0006503799032619127,0.0352683188151363
