month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2025-01-31,2025-02-03,RCSL4,1,0.75,liquidity_slump,21,0,1933132.0,5581644.0,0
2025-01-31,2025-02-03,VAMO3,1,0.75,liquidity_slump,21,0,20860256.0,42482921.0,0
