month_end,trade_date,next_trade_date,D10,LS,turnover_D10,turnover_LS,turnover_LS_reconst,turnover_LS_reweight,ls_gross_long,ls_gross_short,dispersion,dispersion_gate_active,CDI,BOVA11,LS_pre_overlay,beta_est,hedge_ratio,vt_scale,LS_vt,LS_pre_vt,LS_carry,LS_borrow_cost,LS_financing_net,LS_net
2017-10-31,2017-11-01,2017-12-01,-0.05640380444982263,-0.017455404346491055,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.1420189856990874,0,0.005674522127418591,-0.05040740229250096,-0.014077109240818177,-0.10452669982481311,0.1870304402525309,0.7426305962738695,-0.017455404346491055,-0.023504827883571066,0.0021070368755270676,0.002389053808517939,-0.0002820169329908716,-0.017737421279481927
2017-11-30,2017-12-01,2018-01-02,0.10096517884332211,0.016893103706184995,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.159115505754635,0,0.005357961454301119,0.07620709714950546,0.008530510654620021,0.015523246511298775,0.1870304402525309,0.7414603115981823,0.016893103706184995,0.02278355758485942,0.001986357884718579,0.0023852889850976156,-0.0003989311003790366,0.01649417260580596
2017-12-28,2018-01-02,2018-02-01,0.08099925979511091,0.012930687205839305,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.1626244232427796,0,0.005833860500798371,0.10837837837837827,-0.0028677051912934255,0.016316667979529673,0.1870304402525309,0.7430425624829188,0.012930687205839305,0.01740235063067004,0.002167403327840553,0.0023903791100146027,-0.00022297578217404974,0.012707711423665256
2018-01-31,2018-02-01,2018-03-01,0.012064724208894805,0.018283804690271563,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.1299094267078487,0,0.0046399365258855685,0.00585223116313105,0.02328956481848359,-0.011231221068284952,0.1870304402525309,0.7498245598575102,0.018283804690271563,0.02438411018938357,0.0017395691816444658,0.0024121968976716455,-0.0006726277160271797,0.017611176974244382
2018-02-28,2018-03-01,2018-04-02,-0.024772340706109175,0.008777341455483484,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.1355110354900417,0,0.00530620535449855,-0.00242424242424244,0.0121621367629166,-0.030386702195791815,0.1870304402525309,0.7496408004180326,0.008777341455483484,0.011708729635031674,0.001988874014564372,0.002411605740788347,-0.00042273172622397503,0.00835460972925951
2018-03-29,2018-04-02,2018-05-02,0.012622804269998582,-0.0017253770362054565,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.1599762666761393,0,0.0051751262827499644,0.0015795868772783273,-0.0025980631171708744,-0.032259569111580254,0.1870304402525309,0.749306367814309,-0.0017253770362054565,-0.0023026322880963885,0.0019388775389538716,0.002410529866067285,-0.0004716523271134133,-0.00219702936331887
2018-04-30,2018-05-02,2018-06-01,-0.1245539407286141,-0.03724987943844888,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.1062713251217864,0,0.00517512915838636,-0.093169962392333,-0.03375854836373954,-0.018354535108679026,0.1870304402525309,0.7277617532038971,-0.03724987943844888,-0.051184167448289325,0.0018831305346819333,0.0023412205165113803,-0.000458089981829447,-0.03770796942027833
2018-05-30,2018-06-01,2018-07-02,-0.07959855475692625,-0.026152316187609544,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.0809945891744723,0,0.005175127953596537,-0.06903010033444812,-0.022390551260701608,0.09546138077285975,0.1870304402525309,0.7408319248476511,-0.026152316187609544,-0.03530128131692982,0.0019169500015979043,0.0023832674554607933,-0.00046631745386288906,-0.026618633641472433
2018-06-29,2018-07-02,2018-08-01,0.12351392071100446,0.033599426595105585,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.127315931553971,0,0.005422231405763034,0.09225463428653535,0.0271595553531815,0.10759753850197376,0.1870304402525309,0.756505641451941,0.033599426595105585,0.04441398021912844,0.0020509743238588123,0.0024336900377446243,-0.00038271571388581206,0.033216710881219774
2018-07-31,2018-08-01,2018-09-03,-0.049800119591626134,-0.006278737856858073,0.0,0.0,0.0,0.0,0.4444444444444445,0.5000000000000001,2.0619770359556755,0,0.005669392098232251,-0.030916984607288645,-0.012112118995138942,0.12545739039453513,-0.12545739039453513,0.7625977525511134,-0.006278737856858073,-0.008233354787440497,0.0021617328362214783,0.002453288450867405,-0.0002915556146459268,-0.0065702934715039995
