run_id,band_keep,band_add,sector_tol,exit_cap_frac,ls_turnover_budget,micro_add_frac,overlay_band,train_months,train_mean,train_drawdown,train_turnover,train_cost50_alpha,train_cost50_alpha_t,train_cost50_sharpe,constraints_pass,oos_mean,oos_drawdown,oos_turnover,oos_cost50_alpha,oos_cost50_alpha_t,oos_cost50_sharpe
run_01,0.7969673244364766,0.920288976834141,0.08496227224398621,0.060193999259044395,0.34729884547695816,0.011660395944798651,0.0921723277245407,95,0.010623783525114946,-0.15664403444532893,0.3617410711388005,0.010058954875041798,2.753026554961299,1.1361012547227063,False,,,,,,
run_02,0.8296052683303284,0.9160981700296285,0.11930379922988041,0.03946873829006628,0.30573625204858845,0.02053087658940384,0.092775634168052,95,0.01103426444519639,-0.1608502158480133,0.3792542912711262,0.010403970574837908,2.8678035863269735,1.175204426639642,False,,,,,,
run_03,0.7742154472385201,0.9292743886380991,0.09353165102989472,0.062295914988001425,0.2864373308180314,0.013527013250129633,0.11110802205261865,95,0.009524685081378437,-0.16158599913734006,0.3446808513957653,0.008957930926658463,2.4662792063343115,1.0149374879692896,False,,,,,,
run_04,0.8182011183830106,0.9060845616810325,0.08036543810010927,0.06716603032474555,0.3133386934394175,0.02013661317421501,0.10036826503453604,95,0.011754032393636408,-0.1326281148823799,0.371851328624297,0.011247516603437669,3.3158105203730237,1.2714861625093932,True,,,,,,
run_05,0.7875930775679242,0.9243907945085622,0.10585233710570427,0.06876206610211563,0.2854594706567789,0.025352249321112783,0.10952207869008954,95,0.009869639134843558,-0.1588052277767832,0.3512916984952424,0.00928778154783496,2.5531706113535297,1.052388500905674,False,,,,,,
run_06,0.7883203232490372,0.9439956756417464,0.0809267954775224,0.06833235668923758,0.3258367103360426,0.015229472811069011,0.09806845154711467,95,0.008879232242666922,-0.16191575036629502,0.35828993258217534,0.008382527959600811,2.4633787649422256,0.9212509701586136,False,,,,,,
run_07,0.8154175599322852,0.904741040363003,0.09589036947462198,0.059536157927214256,0.31640407600697484,0.020378771257888312,0.09078202707342067,95,0.011859705727494473,-0.12749862935586687,0.3717478840510484,0.01136447746195174,3.430138429518517,1.2918433229902366,True,,,,,,
run_08,0.7648707274166648,0.9372665221997396,0.11529916911978624,0.04106026230614671,0.26261714981812806,0.014329872870691299,0.10812842505279815,95,0.009361706517978975,-0.1725627351126542,0.33683222794701895,0.008835802569100501,2.3320662447985825,0.9778239155804433,False,,,,,,
run_09,0.8191192082182532,0.9027556845757927,0.08495767247886057,0.06773663256565816,0.2620299928400281,0.029181996071167858,0.11592588762393818,95,0.012268213374999021,-0.13399618986789574,0.3667851637128619,0.011648019691355973,3.3601624817152356,1.3315321940990628,True,0.008599077963963342,-0.1331588098826404,0.33856556612101485,0.008467457215664047,2.283023720709808,0.9386911763611302
run_10,0.8430322964980694,0.9243110786970657,0.08235477281175822,0.0360126732841349,0.3304868377266961,0.016510609228347444,0.11126835839888877,95,0.010583298655954157,-0.15809744704623352,0.38622049310296436,0.009877960333410827,2.6991468497630353,1.1126160390056508,False,,,,,,
run_11,0.7901474200353217,0.9034854702163089,0.10956147182825403,0.05835993098000672,0.33839917588648166,0.023506622479095674,0.0959032710554587,95,0.011325407095122959,-0.12609609741482097,0.3607811558790726,0.01086760405622069,3.295215626093345,1.238632292654205,True,,,,,,
run_12,0.7610871654576876,0.8851440438427004,0.08930002946963797,0.053306187931330774,0.3386028849696141,0.023119596348653584,0.10149415769520624,95,0.010724222038177586,-0.14664131140634573,0.3470836005457107,0.010352082512871758,3.198676703352774,1.1602977531557401,True,,,,,,
run_13,0.7701731539928296,0.9684532471059943,0.0977534337469528,0.04647460796220846,0.2690890747551874,0.027925889908922266,0.10636649855795684,95,0.007668572246632743,-0.1319867910720366,0.35185324422166536,0.007008299217036423,2.2470380397064096,0.7802304537231025,True,,,,,,
run_14,0.7612601102316221,0.9009317232054667,0.08480692057426921,0.0362541268390597,0.270143403676092,0.017675013112733572,0.08856979155110825,95,0.011306217010202041,-0.14257702940991668,0.33523284113653445,0.010919582228213508,3.263672503546709,1.2344395050945127,True,,,,,,
run_15,0.8417194296665234,0.9483098703286156,0.11722392817972893,0.0379945238103201,0.33119420031411645,0.018425900676477917,0.1172499985002363,95,0.009279793438306913,-0.14783680005157585,0.3809961653777581,0.008728787347777347,2.5146216214907016,0.9581019668045049,True,,,,,,
run_16,0.7770180737183962,0.9353281534611193,0.08724603784949243,0.030815044358423152,0.3017348108918237,0.012034716746631298,0.0954192726889833,95,0.009874646349184061,-0.1616560965649697,0.34441380408962957,0.009330815824325813,2.5013176601139446,1.03768554620054,False,,,,,,
run_17,0.8012935262950105,0.9425696340538285,0.10380197523238933,0.06828433988084069,0.3212569499035699,0.019060058955544152,0.08717783300983961,95,0.00923281088489727,-0.1584949044876529,0.3675308170768024,0.008707590771283557,2.6053292305167046,0.9634426015697902,False,,,,,,
run_18,0.7789500611279613,0.9002680907450102,0.10037527810436599,0.0681617840693205,0.29424369446461285,0.014324136340527531,0.09560598481188305,95,0.01222754322714887,-0.12659366837958297,0.34708912152573945,0.011795040913695539,3.551787102842147,1.3442494232828068,True,0.007786765686178564,-0.1420461790622859,0.3297489799894129,0.007561252143544852,2.019458717070905,0.8485005239951369
run_19,0.7974219009894099,0.9005435863101976,0.08882579618686924,0.03314638625881137,0.27570533975368067,0.020738837024098417,0.08409341494812914,95,0.011849872686723627,-0.1266163730364026,0.35060858310774845,0.011423435414122475,3.4844066581085316,1.298543293949661,True,0.007670216604357723,-0.1405900626480482,0.3329705373198223,0.007431603506666247,1.9846543175621738,0.8407265106639066
run_20,0.8183562939482991,0.9398776748892379,0.08643856161336005,0.05130974149982305,0.25161772553387196,0.01556762044775039,0.10477940379323754,95,0.009097020543142537,-0.17821757555483042,0.36722138054192727,0.008598464319124992,2.5184076260791644,0.9464414241668494,False,,,,,,
