month_end,mom_raw,mom_net,mom,mom_carry,mom_borrow,mom_dispersion,mom_gate_active,mom_turnover,mom_gross_long,mom_gross_short,val_raw,val_net,val,val_carry,val_borrow,val_dispersion,val_gate_active,val_turnover,val_gross_long,val_gross_short,bova11,cdi,combo_pre_overlay,combo_beta_est,combo_hedge_ratio,combo_raw,combo_net,combo,combo_carry,combo_borrow,combo_financing,combo_turnover,combo_gross_long,combo_gross_short,combo_gate_active,mom_risk_ls_weighted_multiplier,val_risk_ls_weighted_multiplier,mom_risk_ls_weighted_score,val_risk_ls_weighted_score,mom_risk_ls_flagged,val_risk_ls_flagged,mom_risk_ls_high,val_risk_ls_high,mom_risk_d10_weighted_multiplier,val_risk_d10_weighted_multiplier,mom_risk_d10_weighted_score,val_risk_d10_weighted_score,mom_risk_d10_flagged,val_risk_d10_flagged,mom_risk_d10_high,val_risk_d10_high,mom_risk_universe_flagged,val_risk_universe_flagged,mom_risk_universe_high,val_risk_universe_high,mom_risk_universe_avg_multiplier,val_risk_universe_avg_multiplier,combo_risk_ls_weighted_multiplier,combo_risk_ls_weighted_score,combo_risk_d10_weighted_multiplier,combo_risk_d10_weighted_score,combo_risk_universe_avg_multiplier,combo_risk_ls_flagged,combo_risk_ls_high,combo_risk_d10_flagged,combo_risk_d10_high,combo_risk_universe_flagged,combo_risk_universe_high
2011-01-31,0.0073450863057815,0.0083405759679608,0.0083405759679608,0.004212504717181,0.0032170150550017,2.1859472956446657,1.0,2.7292982688701767e-16,0.4999999999999998,0.5,-0.006725397671409,-0.0057299080092296,-0.0057299080092296,0.004212504717181,0.0032170150550017,2.24213414153394,1.0,0.3898148148148148,0.5,0.4999999999999998,-0.0011961722488037,0.008425009434362,0.00030984431718625,0.0,0.0,0.00030984431718625,0.0013053339793655501,0.0013053339793655501,0.004212504717181,0.0032170150550017,0.0009954896621793001,0.19490740740740753,0.4999999999999999,0.4999999999999999,1.0,0.9903846153846154,1.0,0.0384615384615385,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.9924242424242424,0.9967948717948718,0.9951923076923077,0.01923076923076925,1.0,0.0,0.9946095571095571,1.0,0.0,0.0,0.0,4.0,0.0
2011-02-28,0.0384564454468244,0.0398428473463919,0.0398428473463919,0.0046034169545692,0.0032170150550017,2.087846467337309,0.0,0.0,0.4999999999999998,0.5,-0.0049828912674593,-0.0035964893678918,-0.0035964893678918,0.0046034169545692,0.0032170150550017,2.227139623110141,1.0,0.2685185185185186,0.5,0.5,0.0179640718562874,0.0092068339091384,0.01673677708968255,0.0,0.0,0.01673677708968255,0.01812317898925005,0.01812317898925005,0.0046034169545692,0.0032170150550017,0.0013864018995674997,0.1342592592592593,0.4999999999999999,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31,0.0464172281478089,0.0473983298995721,0.0473983298995721,0.0041981168067648,0.0032170150550017,2.033559923160884,0.0,0.0,0.4999999999999998,0.5,0.0235390428662155,0.0245201446179786,0.0245201446179786,0.0041981168067648,0.0032170150550017,2.2845186088295533,1.0,0.4944444444444444,0.4999999999999999,0.5,-0.0367647058823529,0.0083962336135297,0.034978135507012204,0.0,0.0,0.034978135507012204,0.035959237258775305,0.035959237258775305,0.0041981168067648,0.0032170150550017,0.0009811017517631,0.2472222222222222,0.49999999999999983,0.5,0.0,0.9746794871794876,1.0,0.1012820512820513,0.0,2.0,0.0,0.0,0.0,0.975,1.0,0.0999999999999999,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.9902912621359224,0.9971910112359552,0.9873397435897437,0.05064102564102565,0.9875,0.04999999999999995,0.9937411366859388,2.0,0.0,1.0,0.0,5.0,0.0
2011-04-29,0.0464863692246185,0.0481958713651128,0.0481958713651128,0.0049265171954959,0.0032170150550017,2.150147354981376,1.0,0.703846153846154,0.5,0.5,0.0119732272533192,0.0136827293938135,0.0136827293938135,0.0049265171954959,0.0032170150550017,2.2010912119078747,0.0,0.0,0.4999999999999999,0.5,-0.0293129770992366,0.0098530343909919,0.02922979823896885,0.0,0.0,0.02922979823896885,0.03093930037946305,0.03093930037946305,0.0049265171954959,0.0032170150550017,0.0017095021404942,0.351923076923077,0.49999999999999994,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-31,0.0202844196767206,0.0218350307252411,0.0218350307252411,0.0047676261035222,0.0032170150550017,2.14630851808374,1.0,0.3829642579642578,0.5,0.4999999999999999,0.0312742479608109,0.0335806262405016,0.0335806262405016,0.0070913652403943,0.0047849869607037,2.2589896507595335,1.0,0.3203703703703704,0.4999999999999998,0.4999999999999998,-0.0301981755268953,0.0095352522070444,0.02065527156141555,0.0,0.0,0.02065527156141555,0.0225837662255211,0.0225837662255211,0.005929495671958249,0.0040010010078527,0.0019284946641055494,0.3516673141673141,0.4999999999999999,0.49999999999999983,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-30,0.0437399285344869,0.0453605437959187,0.0453605437959187,0.0048376303164334,0.0032170150550017,2.164331440425322,1.0,0.432012432012432,0.5,0.4999999999999999,-0.0418165699803771,-0.0395424238219912,-0.0395424238219912,0.0067884578540183,0.0045143116956324,2.1962257994526495,0.0,0.0,0.4999999999999998,0.4999999999999998,-0.0512487836522866,0.0096752606328669,0.006970180618547098,0.0,0.0,0.006970180618547098,0.008917561328455899,0.008917561328455899,0.0058130440852258505,0.00386566337531705,0.0019473807099088004,0.216006216006216,0.4999999999999999,0.49999999999999983,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-29,0.0235279070605378,0.0256633401100151,0.0256633401100151,0.0053524481044789,0.0032170150550017,2.1115095375697503,0.0,0.0,0.5,0.4999999999999999,-0.0400778757600523,-0.0371750333547558,-0.0371750333547558,0.0072759543239409,0.0043731119186444,2.165380851005663,0.0,0.0,0.4999999999999998,0.4999999999999998,-0.0294017094017093,0.0107048962089579,-0.0011683002297248005,-0.001136768938207342,0.0,-0.0011683002297248005,0.0013508374976620493,0.0013508374976620493,0.0063142012142099,0.00379506348682305,0.00251913772738685,0.0,0.4999999999999999,0.49999999999999983,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9975490196078431,0.9971910112359552,1.0,0.0,1.0,0.0,0.9973700154218992,0.0,0.0,0.0,0.0,2.0,0.0
2011-08-31,0.0119511763626785,0.0134332883913648,0.0134332883913648,0.004699127083688,0.0032170150550017,2.103823963994617,0.0,0.0,0.5,0.4999999999999999,-0.0398434089577681,-0.0378672578831521,-0.0378672578831521,0.0062655081778253,0.0042893571032092,2.197076308336422,0.0,0.0,0.4999999999999998,0.4999999999999998,-0.0991546319126452,0.009398254167376,-0.0029178131180783995,0.001246044363123311,0.0,-0.0029178131180783995,-0.001188681566427199,-0.001188681566427199,0.0054823176307566505,0.00375318607910545,0.0017291315516512005,0.0,0.4999999999999999,0.49999999999999983,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.9950980392156864,0.9971590909090908,1.0,0.0,1.0,0.0,0.9961285650623886,0.0,0.0,0.0,0.0,3.0,0.0
2011-09-30,0.0123732990041276,0.0135510251816972,0.0135510251816972,0.0043947412325713,0.0032170150550017,2.1891795144676593,1.0,0.5083916083916082,0.4999999999999999,0.4999999999999998,-0.0007256978621455,0.0008980487715614,0.0008980487715614,0.0060590877729549,0.0044353411392479,2.2064521182956733,1.0,0.3824074074074073,0.5,0.4999999999999999,0.0885630498533724,0.0087894824651426,0.006462674092560699,0.09005615373935767,0.0,0.006462674092560699,0.007863410498198999,0.007863410498198999,0.005226914502763099,0.0038261780971248,0.0014007364056382995,0.4453995078995078,0.49999999999999994,0.49999999999999983,1.0,0.9970930232558138,1.0,0.0116279069767441,0.0,1.0,0.0,0.0,0.0,0.994186046511628,1.0,0.0232558139534883,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9975,1.0,0.9985465116279069,0.00581395348837205,0.997093023255814,0.01162790697674415,0.99875,1.0,0.0,1.0,0.0,1.0,0.0
2011-10-31,0.0886269777097322,0.0896936747606548,0.0896936747606548,0.0042837121059243,0.0032170150550017,2.1994065430927905,1.0,0.3708225667527993,0.4999999999999999,0.5,-0.0398424955064886,-0.0383879182899958,-0.0383879182899958,0.0058413867610324,0.0043868095445396,2.2024829089008366,0.0,0.0,0.5,0.4999999999999999,0.0255028735632183,0.0085674242118487,0.02985974745846485,0.011106365203913855,0.0,0.02985974745846485,0.031120384592172548,0.031120384592172548,0.00506254943347835,0.0038019122997706503,0.0012606371337076996,0.18541128337639964,0.49999999999999994,0.49999999999999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
