month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2019-10-31,2019-11-01,OIBR3,1,0.75,liquidity_slump,21,0,50929875.0,114622910.0,0
2019-10-31,2019-11-01,PMAM3,1,0.75,liquidity_slump,21,0,1244658.0,2820320.0,0
