month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2017-07-31,2017-08-01,RSID3,1,0.75,liquidity_slump,21,0,1025007.0,2307596.0,0
