month_end,mom_raw,mom_net,mom,mom_carry,mom_borrow,mom_dispersion,mom_gate_active,mom_turnover,mom_gross_long,mom_gross_short,val_raw,val_net,val,val_carry,val_borrow,val_dispersion,val_gate_active,val_turnover,val_gross_long,val_gross_short,bova11,cdi,combo_raw,combo_net,combo,combo_carry,combo_borrow,combo_financing,combo_turnover,combo_gross_long,combo_gross_short,combo_gate_active,mom_risk_ls_weighted_multiplier,val_risk_ls_weighted_multiplier,mom_risk_ls_weighted_score,val_risk_ls_weighted_score,mom_risk_ls_flagged,val_risk_ls_flagged,mom_risk_ls_high,val_risk_ls_high,mom_risk_d10_weighted_multiplier,val_risk_d10_weighted_multiplier,mom_risk_d10_weighted_score,val_risk_d10_weighted_score,mom_risk_d10_flagged,val_risk_d10_flagged,mom_risk_d10_high,val_risk_d10_high,mom_risk_universe_flagged,val_risk_universe_flagged,mom_risk_universe_high,val_risk_universe_high,mom_risk_universe_avg_multiplier,val_risk_universe_avg_multiplier,combo_risk_ls_weighted_multiplier,combo_risk_ls_weighted_score,combo_risk_d10_weighted_multiplier,combo_risk_d10_weighted_score,combo_risk_universe_avg_multiplier,combo_risk_ls_flagged,combo_risk_ls_high,combo_risk_d10_flagged,combo_risk_d10_high,combo_risk_universe_flagged,combo_risk_universe_high
2011-01-31,0.0073450863057815,0.0083405759679608,0.0083405759679608,0.004212504717181,0.0032170150550017,2.1859472956446657,1.0,9.251858538542972e-17,0.4999999999999998,0.4999999999999998,0.0047487327001313,0.0057442223623106,0.0057442223623106,0.004212504717181,0.0032170150550017,1.986848539132296,1.0,0.3029064107912669,0.5,0.4999999999999998,-0.0011961722488037,0.008425009434362,0.0060469095029564,0.0070423991651357,0.0070423991651357,0.004212504717181,0.0032170150550017,0.0009954896621793001,0.1514532053956335,0.4999999999999999,0.4999999999999998,1.0,0.9903846153846154,0.9948894451397582,0.0384615384615384,0.0204422194409678,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.9924242424242424,0.9921052631578948,0.9926370302621867,0.0294518789512531,1.0,0.0,0.9922647527910686,2.0,0.0,0.0,0.0,6.0,0.0
2011-02-28,0.0382492624304536,0.0396356643300211,0.0396356643300211,0.0046034169545692,0.0032170150550017,2.087846467337309,1.0,0.3333333333333332,0.4999999999999998,0.5,0.0325047245720719,0.0338911264716394,0.0338911264716394,0.0046034169545692,0.0032170150550017,1.960797370256,1.0,0.2683341203366232,0.5,0.5000000000000001,0.0179640718562874,0.0092068339091384,0.03537699350126275,0.03676339540083025,0.03676339540083025,0.0046034169545692,0.0032170150550017,0.0013864018995674997,0.3008337268349782,0.4999999999999999,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-31,0.0701068416893196,0.0710879434410827,0.0710879434410827,0.0041981168067648,0.0032170150550017,2.033559923160884,1.0,0.3189916141349998,0.5,0.5,0.0562121446213837,0.0571932463731468,0.0571932463731468,0.0041981168067648,0.0032170150550017,1.935502308274364,1.0,0.3498085434663132,0.4999999999999998,0.5,-0.0367647058823529,0.0083962336135297,0.06315949315535166,0.06414059490711475,0.06414059490711475,0.0041981168067648,0.0032170150550017,0.0009811017517631,0.3344000788006565,0.4999999999999999,0.5,1.0,0.9754589296679956,0.991982468395572,0.0981642813280185,0.0320701264177121,3.0,1.0,0.0,0.0,0.979403073286052,1.0,0.0823877068557919,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.9902912621359224,0.9930555555555556,0.9837206990317838,0.06511720387286529,0.989701536643026,0.04119385342789595,0.9916734088457391,4.0,0.0,1.0,0.0,7.0,0.0
2011-04-29,0.0300662012320642,0.0317757033725584,0.0317757033725584,0.0049265171954959,0.0032170150550017,2.150147354981376,1.0,0.3829736406054628,0.5,0.5,-0.0068268939915061,-0.0051173918510118,-0.0051173918510118,0.0049265171954959,0.0032170150550017,1.995848315071329,1.0,0.2273728913278349,0.4999999999999998,0.4999999999999998,-0.0293129770992366,0.0098530343909919,0.01161965362027905,0.0133291557607733,0.0133291557607733,0.0049265171954959,0.0032170150550017,0.0017095021404942,0.30517326596664884,0.4999999999999999,0.4999999999999999,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-31,0.0208087315076038,0.0223593425561243,0.0223593425561243,0.0047676261035222,0.0032170150550017,2.14630851808374,1.0,0.3251748251748249,0.5,0.5,0.0203778418590444,0.0220003649067879,0.0220003649067879,0.0049887321797231,0.0033662091319796,1.9903114532458817,1.0,0.2393162393162392,0.5,0.5000000000000001,-0.0301981755268953,0.0095352522070444,0.0205932866833241,0.0221798537314561,0.0221798537314561,0.00487817914162265,0.0032916120934906503,0.0015865670481319998,0.28224553224553206,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-30,0.0438555785803711,0.0454761938418029,0.0454761938418029,0.0048376303164334,0.0032170150550017,2.164331440425322,1.0,0.267094017094017,0.5,0.5000000000000001,0.0178355288472117,0.0195975534196717,0.0195975534196717,0.0052597452911202,0.0034977207186602,2.01400214315748,1.0,0.2543644298963447,0.5000000000000001,0.5000000000000001,-0.0512487836522866,0.0096752606328669,0.0308455537137914,0.032536873630737304,0.032536873630737304,0.0050486878037768,0.00335736788683095,0.0016913199169458501,0.26072922349518085,0.5,0.5000000000000001,1.0,1.0,0.9924384647476012,0.0,0.0302461410095953,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.997596153846154,0.9962192323738006,0.01512307050479765,1.0,0.0,0.998798076923077,1.0,0.0,0.0,0.0,1.0,0.0
2011-07-29,0.0186171156408158,0.0207525486902931,0.0207525486902931,0.0053524481044789,0.0032170150550017,2.1115095375697503,1.0,0.2713675213675212,0.4999999999999999,0.5000000000000001,0.0343358717144615,0.0366804024623572,0.0366804024623572,0.0058765500330431,0.0035320192851474,2.0102251740081005,1.0,0.2316812189693545,0.5,0.5000000000000001,-0.0294017094017093,0.0107048962089579,0.02647649367763865,0.028716475576325153,0.028716475576325153,0.005614499068761,0.00337451717007455,0.0022399818986864497,0.25152437016843787,0.49999999999999994,0.5000000000000001,1.0,1.0,0.9929793951478896,0.0,0.0280824194084413,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.9975490196078431,0.9953703703703703,0.9964896975739448,0.01404120970422065,1.0,0.0,0.9964596949891067,1.0,0.0,0.0,0.0,3.0,0.0
2011-08-31,0.016103399285718,0.0175855113144044,0.0175855113144044,0.004699127083688,0.0032170150550017,2.103823963994617,1.0,0.2909405988254547,0.4999999999999999,0.5,0.0051592346145268,0.0068460452241749,0.0068460452241749,0.0053481364886267,0.0036613258789785,1.9995519364986851,1.0,0.3173002360440046,0.5000000000000001,0.5000000000000001,-0.0991546319126452,0.009398254167376,0.0106313169501224,0.01221577826928965,0.01221577826928965,0.00502363178615735,0.0034391704669901,0.00158446131916725,0.3041204174347296,0.5,0.5,1.0,0.994889445139758,1.0,0.0204422194409678,0.0,1.0,0.0,0.0,0.0,0.988153594771242,1.0,0.0473856209150326,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.9950980392156864,0.9929906542056076,0.997444722569879,0.0102211097204839,0.994076797385621,0.0236928104575163,0.994044346710647,1.0,0.0,1.0,0.0,5.0,0.0
2011-09-30,0.012703626880526,0.0138813530580957,0.0138813530580957,0.0043947412325713,0.0032170150550017,2.1891795144676593,1.0,0.3373823222180177,0.4999999999999999,0.4999999999999999,-0.0047502614557595,-0.0033746841694749,-0.0033746841694749,0.0051330320525768,0.0037574547662922,2.0304074149446936,1.0,0.3088578088578086,0.5,0.5,0.0885630498533724,0.0087894824651426,0.00397668271238325,0.005253334444310399,0.005253334444310399,0.00476388664257405,0.00348723491064695,0.0012766517319270998,0.32312006553791317,0.49999999999999994,0.49999999999999994,1.0,0.9944334487877288,1.0,0.0222662048490846,0.0,1.0,0.0,0.0,0.0,0.994186046511628,1.0,0.0232558139534883,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9975,0.997596153846154,0.9972167243938643,0.0111331024245423,0.997093023255814,0.01162790697674415,0.997548076923077,1.0,0.0,1.0,0.0,2.0,0.0
2011-10-31,0.0837037871517825,0.0847704842027052,0.0847704842027052,0.0042837121059243,0.0032170150550017,2.1994065430927905,1.0,0.3337694110826221,0.4999999999999999,0.5,0.0493887231480405,0.0505995439244588,0.0505995439244588,0.0048624936326218,0.0036516728562035,2.0537145543976796,1.0,0.1072261072261071,0.5,0.4999999999999999,0.0255028735632183,0.0085674242118487,0.0665462551499115,0.067685014063582,0.067685014063582,0.00457310286927305,0.0034343439556026,0.0011387589136704502,0.2204977591543646,0.49999999999999994,0.49999999999999994,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
