month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2022-04-29,2022-05-02,ETER3,1,0.75,liquidity_slump,21,0,12191642.0,26900963.0,0
