month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2023-09-29,2023-10-02,HBOR3,1,0.75,liquidity_slump,21,0,1400642.0,2236947.0,0
2023-09-29,2023-10-02,TRAD3,1,0.75,liquidity_slump,21,0,875457.0,2239769.0,0
