month_end,trade_date,cohort_id,book,ticker,side,prev_weight,target_weight,delta_weight,rationale,sector,duration_months,strikes,px_ref_open,vt_prev,vt_curr
2021-12-30,2022-01-03,0,D10,ALLD3,L,0.04,0.04,0.0,keep,Trade,6,0,9.456124528,,
2021-12-30,2022-01-03,0,D10,AZEV4,L,0.04,0.04,0.0,keep,Construction,7,0,3.044156782,,
2021-12-30,2022-01-03,0,D10,BMOB3,L,0.04,0.04,0.0,keep,Software & Data,10,0,13.1748799,,
2021-12-30,2022-01-03,0,D10,BRAP4,L,0.04,0.04,0.0,keep,Other,3,0,16.64334979,,
2021-12-30,2022-01-03,0,D10,CEAB3,L,0.04,0.04,0.0,keep,Trade,3,0,5.889045966,,
2021-12-30,2022-01-03,0,D10,CMIN3,L,0.04,0.04,0.0,keep,Mining,3,0,4.062740779,,
2021-12-30,2022-01-03,0,D10,CPLE6,L,0.04,0.04,0.0,keep,Electric Power,21,1,4.974046259,,
2021-12-30,2022-01-03,0,D10,CSMG3,L,0.04,0.04,0.0,keep,Other,15,2,8.959401586,,
2021-12-30,2022-01-03,0,D10,CYRE3,L,0.04,0.04,0.0,keep,Construction,12,0,13.57559354,,
2021-12-30,2022-01-03,0,D10,DEXP3,L,0.04,0.04,0.0,keep,Other,15,0,8.672132719,,
2021-12-30,2022-01-03,0,D10,DMMO3,L,0.04,0.04,0.0,keep,Oil & Gas,6,0,0.52,,
2021-12-30,2022-01-03,0,D10,ENAT3,L,0.04,0.04,0.0,keep,Oil & Gas,3,0,12.42269802,,
2021-12-30,2022-01-03,0,D10,JALL3,L,0.04,0.04,0.0,keep,Other,6,0,9.351427386,,
2021-12-30,2022-01-03,0,D10,LPSB3,L,0.04,0.04,0.0,keep,Other,3,0,2.065445838,,
2021-12-30,2022-01-03,0,D10,MBRF3,L,0.04,0.04,0.0,keep,Food & Beverage,12,1,15.31664984,,
2021-12-30,2022-01-03,0,D10,PCAR3,L,0.04,0.04,0.0,keep,Trade,13,0,8.851339917,,
2021-12-30,2022-01-03,0,D10,POSI3,L,0.04,0.04,0.0,keep,Electric Electron,3,0,9.099341248,,
2021-12-30,2022-01-03,0,D10,PSSA3,L,0.04,0.04,0.0,keep,Financial Services,18,0,17.81583463,,
2021-12-30,2022-01-03,0,D10,RANI3,L,0.04,0.04,0.0,keep,Pulp & Paper,3,0,4.966325756,,
2021-12-30,2022-01-03,0,D10,RAPT4,L,0.04,0.04,0.0,keep,Vehicle & Parts,6,0,9.278432349,,
2021-12-30,2022-01-03,0,D10,ROMI3,L,0.04,0.04,0.0,keep,Industrial Machinery,12,0,11.43677994,,
2021-12-30,2022-01-03,0,D10,SAPR11,L,0.04,0.04,0.0,keep,Other,15,0,14.79838232,,
2021-12-30,2022-01-03,0,D10,SEER3,L,0.04,0.04,0.0,keep,Other,15,0,10.28739878,,
2021-12-30,2022-01-03,0,D10,TIMS3,L,0.04,0.04,0.0,keep,Telecommunication,21,0,10.04976694,,
2021-12-30,2022-01-03,0,D10,TPIS3,L,0.04,0.04,0.0,keep,Transportation Services,9,0,7.678142961,,
2021-12-30,2022-01-03,1,D10,ALLD3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Trade,2,0,9.456124528,,
2021-12-30,2022-01-03,1,D10,AZEV4,L,0.038461538461538464,0.038461538461538464,0.0,keep,Construction,7,0,3.044156782,,
2021-12-30,2022-01-03,1,D10,BMOB3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Software & Data,10,0,13.1748799,,
2021-12-30,2022-01-03,1,D10,BRAP4,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,2,2,16.64334979,,
2021-12-30,2022-01-03,1,D10,BRKM5,L,0.038461538461538464,0.038461538461538464,0.0,keep,Chemical,2,0,55.67679167,,
2021-12-30,2022-01-03,1,D10,CEAB3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Trade,2,0,5.889045966,,
2021-12-30,2022-01-03,1,D10,CMIN3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Mining,8,0,4.062740779,,
2021-12-30,2022-01-03,1,D10,CSMG3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,14,2,8.959401586,,
2021-12-30,2022-01-03,1,D10,CYRE3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Construction,8,0,13.57559354,,
2021-12-30,2022-01-03,1,D10,DEXP3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,14,0,8.672132719,,
2021-12-30,2022-01-03,1,D10,DMMO3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Oil & Gas,5,0,0.52,,
2021-12-30,2022-01-03,1,D10,ENAT3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Oil & Gas,2,0,12.42269802,,
2021-12-30,2022-01-03,1,D10,JALL3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,5,0,9.351427386,,
2021-12-30,2022-01-03,1,D10,LAVV3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Construction,2,0,3.693204611,,
2021-12-30,2022-01-03,1,D10,LPSB3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,2,2,2.065445838,,
2021-12-30,2022-01-03,1,D10,MBRF3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Food & Beverage,14,1,15.31664984,,
2021-12-30,2022-01-03,1,D10,PCAR3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Trade,13,0,8.851339917,,
2021-12-30,2022-01-03,1,D10,POSI3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Electric Electron,5,0,9.099341248,,
2021-12-30,2022-01-03,1,D10,PSSA3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Financial Services,17,0,17.81583463,,
2021-12-30,2022-01-03,1,D10,RANI3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Pulp & Paper,5,0,4.966325756,,
2021-12-30,2022-01-03,1,D10,RAPT4,L,0.038461538461538464,0.038461538461538464,0.0,keep,Vehicle & Parts,5,1,9.278432349,,
2021-12-30,2022-01-03,1,D10,ROMI3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Industrial Machinery,11,0,11.43677994,,
2021-12-30,2022-01-03,1,D10,SAPR11,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,14,0,14.79838232,,
2021-12-30,2022-01-03,1,D10,SEER3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Other,14,0,10.28739878,,
2021-12-30,2022-01-03,1,D10,TIMS3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Telecommunication,20,0,10.04976694,,
2021-12-30,2022-01-03,1,D10,TPIS3,L,0.038461538461538464,0.038461538461538464,0.0,keep,Transportation Services,9,0,7.678142961,,
2021-12-30,2022-01-03,2,D10,ALLD3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Trade,4,0,9.456124528,,
2021-12-30,2022-01-03,2,D10,AZEV4,L,0.038461538461538464,0.0,-0.038461538461538464,exit,Construction,6,0,3.044156782,,
2021-12-30,2022-01-03,2,D10,BMOB3,L,0.038461538461538464,0.0,-0.038461538461538464,exit,Software & Data,9,0,13.1748799,,
2021-12-30,2022-01-03,2,D10,BRAP4,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,4,0,16.64334979,,
2021-12-30,2022-01-03,2,D10,CEAB3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Trade,4,0,5.889045966,,
2021-12-30,2022-01-03,2,D10,CIEL3,L,0.038461538461538464,0.0,-0.038461538461538464,exit,Software & Data,0,0,1.962514909,,
2021-12-30,2022-01-03,2,D10,CMIN3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Mining,4,0,4.062740779,,
2021-12-30,2022-01-03,2,D10,CPLE6,L,0.0,0.043478260869565216,0.043478260869565216,add,Electric Power,1,1,4.974046259,,
2021-12-30,2022-01-03,2,D10,CSMG3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,25,1,8.959401586,,
2021-12-30,2022-01-03,2,D10,CYRE3,L,0.038461538461538464,0.0,-0.038461538461538464,exit,Construction,12,0,13.57559354,,
2021-12-30,2022-01-03,2,D10,DEXP3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,13,0,8.672132719,,
2021-12-30,2022-01-03,2,D10,DMMO3,L,0.038461538461538464,0.0,-0.038461538461538464,exit,Oil & Gas,6,0,0.52,,
2021-12-30,2022-01-03,2,D10,ENAT3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Oil & Gas,4,0,12.42269802,,
2021-12-30,2022-01-03,2,D10,JALL3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,10,0,9.351427386,,
2021-12-30,2022-01-03,2,D10,LAVV3,L,0.0,0.043478260869565216,0.043478260869565216,add,Construction,1,0,3.693204611,,
2021-12-30,2022-01-03,2,D10,LPSB3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,4,0,2.065445838,,
2021-12-30,2022-01-03,2,D10,MBRF3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Food & Beverage,16,0,15.31664984,,
2021-12-30,2022-01-03,2,D10,PCAR3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Trade,13,0,8.851339917,,
2021-12-30,2022-01-03,2,D10,PLPL3,L,0.0,0.043478260869565216,0.043478260869565216,add,Construction,1,0,2.585690228,,
2021-12-30,2022-01-03,2,D10,POSI3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Electric Electron,4,0,9.099341248,,
2021-12-30,2022-01-03,2,D10,PSSA3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Financial Services,19,0,17.81583463,,
2021-12-30,2022-01-03,2,D10,RANI3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Pulp & Paper,4,0,4.966325756,,
2021-12-30,2022-01-03,2,D10,RAPT4,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Vehicle & Parts,7,1,9.278432349,,
2021-12-30,2022-01-03,2,D10,ROMI3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Industrial Machinery,13,0,11.43677994,,
2021-12-30,2022-01-03,2,D10,SAPR11,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,16,0,14.79838232,,
2021-12-30,2022-01-03,2,D10,SEER3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Other,16,1,10.28739878,,
2021-12-30,2022-01-03,2,D10,TIMS3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Telecommunication,22,0,10.04976694,,
2021-12-30,2022-01-03,2,D10,TPIS3,L,0.038461538461538464,0.043478260869565216,0.0050167224080267525,reweight,Transportation Services,9,0,7.678142961,,
2021-12-30,2022-01-03,2,D10,VSTE3,L,0.038461538461538464,0.0,-0.038461538461538464,exit,Textile,0,0,10.69250653,,
2021-12-30,2022-01-03,0,LS,ALLD3,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Trade,6,0,9.456124528,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,AZEV4,L,0.02465169279484558,0.0,-0.02465169279484558,exit,Construction,6,0,3.044156782,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,BMOB3,L,0.02465169279484558,0.0,-0.02465169279484558,exit,Software & Data,9,0,13.1748799,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,BRAP4,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Other,3,0,16.64334979,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,CEAB3,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Trade,3,0,5.889045966,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,CMIN3,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Mining,3,0,4.062740779,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,CPLE6,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Electric Power,21,1,4.974046259,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,CSMG3,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Other,15,2,8.959401586,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,CYRE3,L,0.02465169279484558,0.0,-0.02465169279484558,exit,Construction,11,0,13.57559354,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,DEXP3,L,0.02465169279484558,0.029855272632592182,0.005203579837746601,reweight,Other,15,0,8.672132719,1.2325846397422797,1.253921450568872
2021-12-30,2022-01-03,0,LS,DMMO3,L,0.02465169279484558,0.0,-0.02465169279484558,exit,Oil & Gas,5,0,0.52,1.2325846397422797,1.253921450568872
