month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2022-01-31,2022-02-01,FHER3,1,0.75,liquidity_slump,21,0,12173679.0,25648141.0,0
