month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2016-07-29,2016-08-01,value,D10,AESB3,L,BUY,0.03333333333333335,1700,20001.651699,11.76567747
2016-07-29,2016-08-01,value,D10,CGAS5,L,BUY,0.03333333333333335,940,19990.123237,21.26608855
2016-07-29,2016-08-01,value,D10,CMIG4,L,SELL,-0.03333333333333335,-9712,-20000.48931496,2.059358455
2016-07-29,2016-08-01,value,D10,DIRR3,L,BUY,0.03333333333333335,16473,19999.402076301,1.214071637
2016-07-29,2016-08-01,value,D10,EZTC3,L,SELL,-0.03333333333333335,-2007,-19995.599642975998,9.962929568
2016-07-29,2016-08-01,value,D10,HGTX3,L,SELL,-0.03333333333333335,-1314,-19997.3164806,15.2186579
2016-07-29,2016-08-01,value,D10,ITSA4,L,BUY,0.03333333333333335,6487,20000.651473621,3.083189683
2016-07-29,2016-08-01,value,D10,PSSA3,L,BUY,0.03333333333333335,2343,20004.252809541,8.537879987
2016-07-29,2016-08-01,value,D10,SEER3,L,SELL,-0.03333333333333335,-1586,-20004.4007865,12.61311525
2016-07-29,2016-08-01,value,D10,TOTS3,L,SELL,-0.03333333333333335,-2054,-20003.60201827,9.738852005
2016-07-29,2016-08-01,value,LS,ABEV3,,BUY,0.024412442646641688,1113,14644.42129899,13.15761123
2016-07-29,2016-08-01,value,LS,AESB3,L,BUY,0.027014082770672965,1378,16213.10355366,11.76567747
2016-07-29,2016-08-01,value,LS,ALSC3,L,BUY,0.006628180030406106,286,3980.6948838800004,13.91851358
2016-07-29,2016-08-01,value,LS,AZZA3,S,SELL,-0.0221155546554079,-594,-13274.20551402,22.34714733
2016-07-29,2016-08-01,value,LS,B3SA3,L,SELL,-0.021891000452293974,-2833,-13136.392314574,4.636919278
2016-07-29,2016-08-01,value,LS,CGAS5,L,BUY,0.024492640576325244,691,14694.867188049999,21.26608855
2016-07-29,2016-08-01,value,LS,CSAN3,L,BUY,0.007078095237205044,625,4249.409503125,6.799055205
2016-07-29,2016-08-01,value,LS,CTIP3,,BUY,0.027463997977471902,393,16467.07494951,41.90095407
2016-07-29,2016-08-01,value,LS,DIRR3,L,BUY,0.024492640576325244,12104,14695.123094248,1.214071637
2016-07-29,2016-08-01,value,LS,ENBR3,L,BUY,0.006628180030406106,408,3974.255466168,9.740822221
2016-07-29,2016-08-01,value,LS,EVEN3,S,BUY,0.002206665320339793,391,1323.540644867,3.385014437
2016-07-29,2016-08-01,value,LS,EZTC3,L,SELL,-0.024942555783124182,-1502,-14964.320211136,9.962929568
2016-07-29,2016-08-01,value,LS,GOLL54,S,BUY,0.002206665320339793,19581,1323.998588595,0.067616495
2016-07-29,2016-08-01,value,LS,HGTX3,,SELL,-0.0738476390060911,-2911,-44301.5131469,15.2186579
2016-07-29,2016-08-01,value,LS,HYPE3,S,BUY,0.002206665320339793,70,1318.8003521,18.84000503
2016-07-29,2016-08-01,value,LS,ISAE4,S,BUY,0.002206665320339793,162,1320.1123996259998,8.148841973
2016-07-29,2016-08-01,value,LS,ITSA4,L,BUY,0.03157073581353029,6144,18943.117412352,3.083189683
2016-07-29,2016-08-01,value,LS,MDIA3,S,SELL,-0.02525733265713211,-467,-15160.78847972,32.46421516
2016-07-29,2016-08-01,value,LS,MGLU3,L,BUY,0.006628180030406106,2344,3976.746412136,1.696564169
2016-07-29,2016-08-01,value,LS,MULT3,S,BUY,0.002206665320339793,80,1322.7770136000001,16.53471267
2016-07-29,2016-08-01,value,LS,ODPV3,S,BUY,0.002206665320339793,169,1326.7434913069999,7.850553203
2016-07-29,2016-08-01,value,LS,POMO4,S,SELL,-0.0221155546554079,-7673,-13268.783041862001,1.729282294
2016-07-29,2016-08-01,value,LS,PSSA3,L,BUY,0.024492640576325244,1721,14693.691457627001,8.537879987
2016-07-29,2016-08-01,value,LS,RADL3,S,BUY,0.002206665320339793,114,1324.72088268,11.62035862
2016-07-29,2016-08-01,value,LS,SEER3,L,SELL,-0.02038590274026686,-970,-12234.7217925,12.61311525
2016-07-29,2016-08-01,value,LS,TOTS3,L,SELL,-0.024942555783124182,-1537,-14968.615531685,9.738852005
2016-07-29,2016-08-01,value,LS,TUPY3,L,BUY,0.006628180030406106,402,3978.305798964,9.896283082
2016-07-29,2016-08-01,value,LS,YDUQ3,L,BUY,0.002521442194347722,117,1517.73344424,12.97208072
