month_end,trade_date,sleeve,cohort_id,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2019-02-28,2019-03-01,value,1,D10,AMAR3,L,CLOSE,-0.058823529411764705,24.90424878,-1417,-35289.32052126,exit
2019-02-28,2019-03-01,value,1,D10,BHIA3,L,OPEN,0.06666666666666668,116.0,345,40020.0,add
2019-02-28,2019-03-01,value,1,D10,CIEL3,L,BUY,0.007843137254901975,8.431539807,558,4704.799212306,reweight
2019-02-28,2019-03-01,value,1,D10,CRFB3,L,CLOSE,-0.058823529411764705,17.29762155,-2040,-35287.147961999995,exit
2019-02-28,2019-03-01,value,1,D10,DXCO3,L,BUY,0.007843137254901975,7.868933463,598,4705.622210874,reweight
2019-02-28,2019-03-01,value,1,D10,ECOR3,L,BUY,0.007843137254901975,10.39919213,453,4710.83403489,reweight
2019-02-28,2019-03-01,value,1,D10,ENAT3,L,BUY,0.007843137254901975,9.321228812,505,4707.220550059999,reweight
2019-02-28,2019-03-01,value,1,D10,ENEV3,L,BUY,0.007843137254901975,4.6625,1009,4704.4625,reweight
2019-02-28,2019-03-01,value,1,D10,FESA4,L,BUY,0.007843137254901975,4.745811992,992,4707.845496064,reweight
2019-02-28,2019-03-01,value,1,D10,GUAR3,L,OPEN,0.06666666666666668,15.80893637,2530,39996.609016099996,add
2019-02-28,2019-03-01,value,1,D10,JBSS3,L,BUY,0.007843137254901975,9.139638724,515,4706.913942859999,reweight
2019-02-28,2019-03-01,value,1,D10,MPLU3,L,CLOSE,-0.058823529411764705,26.66,-1324,-35297.840000000004,exit
2019-02-28,2019-03-01,value,1,D10,PRIO3,L,CLOSE,-0.058823529411764705,3.039118613,-11613,-35293.284452768996,exit
2019-02-28,2019-03-01,value,1,D10,QUAL3,L,BUY,0.007843137254901975,11.42345074,412,4706.46170488,reweight
2019-02-28,2019-03-01,value,1,D10,SAPR11,L,BUY,0.007843137254901975,17.56330828,268,4706.96661904,reweight
2019-02-28,2019-03-01,value,1,D10,SEER3,L,BUY,0.007843137254901975,15.99096643,294,4701.3441304200005,reweight
2019-02-28,2019-03-01,value,1,D10,SMTO3,L,BUY,0.007843137254901975,14.57384654,323,4707.35243242,reweight
2019-02-28,2019-03-01,value,1,D10,TUPY3,L,OPEN,0.06666666666666668,14.81399721,2700,39997.792467,add
2019-02-28,2019-03-01,value,1,D10,VULC3,L,BUY,0.007843137254901975,5.651843747,833,4707.985841251,reweight
2019-02-28,2019-03-01,value,0,LS,AZUL4,S,SELL,-6.454612212992289e-05,37.52,-1,-37.52,keep
2019-02-28,2019-03-01,value,0,LS,AZZA3,S,SELL,-6.454612212992289e-05,48.09313128,-1,-48.09313128,keep
2019-02-28,2019-03-01,value,0,LS,B3SA3,S,SELL,-6.454612212992289e-05,8.488703567,-5,-42.443517835,keep
2019-02-28,2019-03-01,value,0,LS,BRFS3,S,SELL,-6.454612212992289e-05,20.17808441,-2,-40.35616882,keep
2019-02-28,2019-03-01,value,0,LS,CIEL3,L,BUY,6.951120844758685e-05,8.431539807,5,42.157699035,keep
2019-02-28,2019-03-01,value,0,LS,CVCB3,S,SELL,-6.454612212992289e-05,52.29457012,-1,-52.29457012,keep
2019-02-28,2019-03-01,value,0,LS,CYRE3,S,SELL,-6.454612212992289e-05,12.32899341,-3,-36.98698023,keep
2019-02-28,2019-03-01,value,0,LS,DXCO3,L,BUY,6.951120844758685e-05,7.868933463,5,39.344667315,keep
2019-02-28,2019-03-01,value,0,LS,ECOR3,L,BUY,6.951120844758685e-05,10.39919213,4,41.59676852,keep
2019-02-28,2019-03-01,value,0,LS,ELET3,S,SELL,-6.454612212992289e-05,28.58146045,-1,-28.58146045,keep
2019-02-28,2019-03-01,value,0,LS,ENAT3,L,BUY,6.951120844758685e-05,9.321228812,4,37.284915248,keep
