month_end,trade_date,sleeve,book,ticker,side,prev_weight,target_weight,delta_weight,px_ref_open,sector
2022-07-29,2022-08-01,value,D10,AGRO3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,18.07750005,Agriculture & Fisheries
2022-07-29,2022-08-01,value,D10,BMOB3,L,0.014492753623188413,0.015873015873015865,0.001380262249827453,11.09115278,Software & Data
2022-07-29,2022-08-01,value,D10,BRAP4,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,15.66213901,Other
2022-07-29,2022-08-01,value,D10,CEAB3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,2.682045246,Trade
2022-07-29,2022-08-01,value,D10,CMIG4,L,0.013888888888888895,0.013888888888888895,0.0,5.886385729,Electric Power
2022-07-29,2022-08-01,value,D10,CMIN3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,2.283704847,Mining
2022-07-29,2022-08-01,value,D10,CPLE6,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,5.829518253,Electric Power
2022-07-29,2022-08-01,value,D10,CSED3,L,0.0250190694126621,0.010526315789473687,-0.014492753623188413,3.094666031,Other
2022-07-29,2022-08-01,value,D10,DEXP3,L,0.04241673023137555,0.027923976608187143,-0.014492753623188413,6.946567689,Other
2022-07-29,2022-08-01,value,D10,ENAT3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,18.16103896,Oil & Gas
2022-07-29,2022-08-01,value,D10,GUAR3,L,0.014035087719298248,0.014035087719298248,0.0,7.230662978,Textile
2022-07-29,2022-08-01,value,D10,JALL3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,6.870535385,Other
2022-07-29,2022-08-01,value,D10,JBSS3,L,0.013888888888888895,0.029761904761904757,0.015873015873015865,25.06591254,Food & Beverage
2022-07-29,2022-08-01,value,D10,LAVV3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,3.633802611,Construction
2022-07-29,2022-08-01,value,D10,LVTC3,L,0.04241673023137555,0.027923976608187143,-0.014492753623188413,7.496850283,Trade
2022-07-29,2022-08-01,value,D10,MBRF3,L,0.02852784134248666,0.014035087719298248,-0.014492753623188413,9.467247895,Food & Beverage
2022-07-29,2022-08-01,value,D10,MEAL3,L,0.0,0.015873015873015865,0.015873015873015865,1.64,Trade
2022-07-29,2022-08-01,value,D10,MOTV3,L,0.013888888888888895,0.029761904761904757,0.015873015873015865,11.81632845,Transportation Services
2022-07-29,2022-08-01,value,D10,MYPK3,L,0.027923976608187143,0.027923976608187143,0.0,14.0449707,Vehicle & Parts
2022-07-29,2022-08-01,value,D10,PCAR3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,6.746837176,Trade
2022-07-29,2022-08-01,value,D10,PETR4,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,14.5374557,Oil & Gas
2022-07-29,2022-08-01,value,D10,PLPL3,L,0.014492753623188413,0.0,-0.014492753623188413,2.029405635,Construction
2022-07-29,2022-08-01,value,D10,PSSA3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,15.66092479,Financial Services
2022-07-29,2022-08-01,value,D10,RANI3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,5.314760786,Pulp & Paper
2022-07-29,2022-08-01,value,D10,ROMI3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,8.596847442,Industrial Machinery
2022-07-29,2022-08-01,value,D10,SAPR11,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,14.96642549,Other
2022-07-29,2022-08-01,value,D10,SEER3,L,0.014035087719298248,0.014035087719298248,0.0,5.698985117,Other
2022-07-29,2022-08-01,value,D10,SYNE3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,1.553149261,Other
2022-07-29,2022-08-01,value,D10,TIMS3,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,9.89883345,Telecommunication
2022-07-29,2022-08-01,value,D10,USIM5,L,0.04241673023137555,0.04379699248120301,0.001380262249827453,7.957068418,Basic & Fabricated Metal
2022-07-29,2022-08-01,value,D10,VULC3,L,0.013888888888888895,0.013888888888888895,0.0,8.453200727,Textile
2022-07-29,2022-08-01,value,LS,AESB3,S,-0.03046481171648303,-0.030964992957711535,-0.0005001812412285025,10.49572473,Electric Power
2022-07-29,2022-08-01,value,LS,AGRO3,L,0.0271890538476605,0.02800653046709312,0.0008174766194326265,18.07750005,Agriculture & Fisheries
2022-07-29,2022-08-01,value,LS,ALPA4,S,-0.019448988794778965,-0.030964992957711535,-0.011516004162932568,21.61891099,Textile
2022-07-29,2022-08-01,value,LS,ARML3,S,-0.03046481171648303,-0.030964992957711535,-0.0005001812412285025,10.99934536,Other
2022-07-29,2022-08-01,value,LS,AZUL4,S,-0.03046481171648303,-0.030964992957711535,-0.0005001812412285025,11.61,Transportation Services
2022-07-29,2022-08-01,value,LS,BLAU3,S,-0.03046481171648303,-0.030964992957711535,-0.0005001812412285025,24.98572592,Chemical
2022-07-29,2022-08-01,value,LS,BMOB3,L,0.009914240629533666,0.009321386842300279,-0.0005928537872333869,11.09115278,Software & Data
2022-07-29,2022-08-01,value,LS,BRAP4,L,0.0271890538476605,0.02800653046709312,0.0008174766194326265,15.66213901,Other
2022-07-29,2022-08-01,value,LS,BRAV3,S,-0.019448988794778965,-0.020662407500432283,-0.0012134187056533168,32.11905467,Oil & Gas
2022-07-29,2022-08-01,value,LS,BRPR3,S,-0.03046481171648303,-0.030964992957711535,-0.0005001812412285025,79.56003716,Other
2022-07-29,2022-08-01,value,LS,CBAV3,S,0.0,-0.010302585457279252,-0.010302585457279252,10.21552723,Mining
