month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2017-10-31,2017-11-01,D10,ALPA4,-1387,0,-4161,1.0
2017-10-31,2017-11-01,D10,AMAR3,444,0,1332,1.0
2017-10-31,2017-11-01,D10,CGAS5,-182,0,-545,1.0
2017-10-31,2017-11-01,D10,CIEL3,947,0,2841,1.0
2017-10-31,2017-11-01,D10,CSMG3,-613,0,-1839,1.0
2017-10-31,2017-11-01,D10,CSNA3,-3660,0,-10979,1.0
2017-10-31,2017-11-01,D10,ELET3,-1069,0,-3208,1.0
2017-10-31,2017-11-01,D10,EMBR3,916,0,2747,1.0
2017-10-31,2017-11-01,D10,FESA4,5277,0,15832,1.0
2017-10-31,2017-11-01,D10,GUAR3,861,0,2583,1.0
2017-10-31,2017-11-01,D10,ISAE4,-482,0,-1445,1.0
2017-10-31,2017-11-01,D10,JBSS3,2774,0,8323,1.0
2017-10-31,2017-11-01,D10,MYPK3,-238,0,-714,1.0
2017-10-31,2017-11-01,D10,NATU3,-1256,0,-3768,1.0
2017-10-31,2017-11-01,D10,PSSA3,-331,0,-993,1.0
2017-10-31,2017-11-01,D10,SMTO3,1033,0,3099,1.0
2017-10-31,2017-11-01,D10,TEND3,-499,0,-1497,1.0
2017-10-31,2017-11-01,D10,TPIS3,-306,0,-919,1.0
2017-10-31,2017-11-01,LS,ALPA4,-964,0,-2892,1.0
2017-10-31,2017-11-01,LS,AMAR3,282,0,843,0.9952774498229043
2017-10-31,2017-11-01,LS,AMAR3,282,1,4,0.004722550177095631
2017-10-31,2017-11-01,LS,AZUL4,838,0,1531,0.6087475149105368
2017-10-31,2017-11-01,LS,AZUL4,838,1,-3,0.0
2017-10-31,2017-11-01,LS,AZUL4,838,2,984,0.3912524850894632
2017-10-31,2017-11-01,LS,AZZA3,82,0,300,1.0
2017-10-31,2017-11-01,LS,AZZA3,82,1,-2,0.0
2017-10-31,2017-11-01,LS,AZZA3,82,2,-50,0.0
2017-10-31,2017-11-01,LS,B3SA3,592,0,2153,1.0
2017-10-31,2017-11-01,LS,B3SA3,592,1,-14,0.0
2017-10-31,2017-11-01,LS,B3SA3,592,2,-361,0.0
2017-10-31,2017-11-01,LS,BRFS3,-242,0,-673,0.9282758620689655
2017-10-31,2017-11-01,LS,BRFS3,-242,1,-2,0.002758620689655172
2017-10-31,2017-11-01,LS,BRFS3,-242,2,-50,0.06896551724137931
2017-10-31,2017-11-01,LS,BRPR3,38,0,139,1.0
2017-10-31,2017-11-01,LS,BRPR3,38,1,-1,0.0
2017-10-31,2017-11-01,LS,BRPR3,38,2,-23,0.0
2017-10-31,2017-11-01,LS,CGAS5,-165,0,-502,1.0
2017-10-31,2017-11-01,LS,CGAS5,-165,1,5,0.0
2017-10-31,2017-11-01,LS,CIEL3,668,0,1799,0.8977045908183633
2017-10-31,2017-11-01,LS,CIEL3,668,1,8,0.003992015968063872
2017-10-31,2017-11-01,LS,CIEL3,668,2,197,0.09830339321357286
2017-10-31,2017-11-01,LS,CRFB3,71,2,213,1.0
2017-10-31,2017-11-01,LS,CSMG3,-402,0,-1692,1.0
2017-10-31,2017-11-01,LS,CSMG3,-402,1,18,0.0
2017-10-31,2017-11-01,LS,CSMG3,-402,2,466,0.0
2017-10-31,2017-11-01,LS,CYRE3,-1215,0,-3395,0.9311574328030718
2017-10-31,2017-11-01,LS,CYRE3,-1215,2,-251,0.06884256719692813
2017-10-31,2017-11-01,LS,ELET3,-743,0,-2229,1.0
2017-10-31,2017-11-01,LS,EMBR3,643,0,1740,0.9015544041450777
2017-10-31,2017-11-01,LS,EMBR3,643,2,190,0.09844559585492228
2017-10-31,2017-11-01,LS,FESA4,3708,0,10029,0.901564185544768
2017-10-31,2017-11-01,LS,FESA4,3708,2,1095,0.09843581445523193
2017-10-31,2017-11-01,LS,GOAU4,1228,0,4428,1.0
2017-10-31,2017-11-01,LS,GOAU4,1228,2,-743,0.0
2017-10-31,2017-11-01,LS,GUAR3,605,0,1636,0.9013774104683195
2017-10-31,2017-11-01,LS,GUAR3,605,2,179,0.09862258953168045
2017-10-31,2017-11-01,LS,ISAE4,-316,0,-1330,1.0
2017-10-31,2017-11-01,LS,ISAE4,-316,1,14,0.0
2017-10-31,2017-11-01,LS,ISAE4,-316,2,367,0.0
2017-10-31,2017-11-01,LS,JBSS3,1757,0,5272,1.0
2017-10-31,2017-11-01,LS,LEVE3,379,0,1377,1.0
2017-10-31,2017-11-01,LS,LEVE3,379,1,-9,0.0
2017-10-31,2017-11-01,LS,LEVE3,379,2,-231,0.0
2017-10-31,2017-11-01,LS,LINX3,178,0,645,1.0
2017-10-31,2017-11-01,LS,LINX3,178,1,-4,0.0
2017-10-31,2017-11-01,LS,LINX3,178,2,-108,0.0
2017-10-31,2017-11-01,LS,MDIA3,-1,1,-2,1.0
2017-10-31,2017-11-01,LS,MEAL3,-1099,0,-3069,0.931128640776699
2017-10-31,2017-11-01,LS,MEAL3,-1099,2,-227,0.06887135922330097
2017-10-31,2017-11-01,LS,MYPK3,-156,0,-657,1.0
2017-10-31,2017-11-01,LS,MYPK3,-156,1,7,0.0
