month_end,trade_date,next_trade_date,D10,LS,turnover_D10,turnover_LS,turnover_LS_reconst,turnover_LS_reweight,ls_gross_long,ls_gross_short,risk_ls_weighted_multiplier,risk_ls_weighted_score,risk_ls_flagged,risk_ls_high,risk_d10_weighted_multiplier,risk_d10_weighted_score,risk_d10_flagged,risk_d10_high,risk_universe_flagged,risk_universe_high,risk_universe_avg_multiplier,dispersion,dispersion_gate_active,LS_pre_overlay,CDI,BOVA11,beta_est,hedge_ratio,vt_scale,LS_vt,LS_pre_vt,LS_carry,LS_borrow_cost,LS_financing_net,LS_net
2016-05-31,2016-06-01,2016-07-01,0.09640767714714037,0.02723642074004398,0.24242424242424243,0.2848484848484848,0.22112794612794615,0.06372053872053862,0.49999999999999994,0.49999999999999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2775267118338474,1,0.016047314366557843,0.01160529755575812,0.06462585034013602,0.07297587468262379,0.13008500605334689,1.1137741502382865,0.02723642074004398,0.024454168499257127,0.006462840211713481,0.0035830282091883093,0.0028798120025251717,0.03011623274256915
2016-06-30,2016-07-01,2016-08-01,0.1345499683912519,0.012080236821942737,0.181818181818182,0.3377104377104376,0.2267255892255892,0.11098484848484842,0.5,0.49999999999999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9969879518072289,2.271345678798506,1,-0.0037066893178178697,0.011074869886563032,0.11122204472843444,0.07115060494376726,0.13008500605334689,1.1225284320389672,0.012080236821942737,0.010761631043946143,0.006215928164399587,0.0036111908655368265,0.0026047372988627603,0.014684974120805497
2016-07-29,2016-08-01,2016-09-01,0.02648924004088864,0.02897504784382759,0.33333333333333354,0.42962962962962975,0.3189814814814815,0.1106481481481482,0.5,0.49999999999999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.259721147214453,1,0.023055111736713322,0.012136000032068273,0.016172506738544534,0.03934430074006888,0.13008500605334689,1.1516812576573434,0.02897504784382759,0.02515891237369468,0.006988401889930973,0.0037049759444469825,0.00328342594548399,0.032258473789311584
2016-08-31,2016-09-01,2016-10-03,0.0380556569045463,0.012346723267360867,0.3636363636363636,0.23905723905723916,0.1820286195286195,0.05702861952861965,0.49999999999999983,0.49999999999999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9969879518072289,2.2374617394325567,1,0.009632317388518944,0.011074869449589686,0.007780725022104473,0.033724683256455765,0.13008500605334689,1.1599186929430039,0.012346723267360867,0.010644473050118832,0.006422974048241235,0.0037314758977755546,0.0026914981504656808,0.015038221417826547
2016-09-30,2016-10-03,2016-11-01,0.0643593138919376,0.018701598680239864,0.3030303030303032,0.28577441077441074,0.1666967291967292,0.1190776815776815,0.5,0.49999999999999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.320487295411014,1,0.002341874247015495,0.010465588241214796,0.10545709773644485,0.03375434771642696,0.13008500605334689,1.1644641492885988,0.018701598680239864,0.016060261444429316,0.006093401154055474,0.0037460986992711863,0.002347302454784288,0.021048901135024153
2016-10-31,2016-11-01,2016-12-01,-0.07977884810034083,0.019430956346811107,0.16666666666666682,0.17676767676767668,0.08838383838383838,0.08838383838383833,0.49999999999999983,0.5000000000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3419414858021623,1,0.024333038739397277,0.0103600668732724,-0.058730158730158744,0.014018842516898528,0.13008500605334689,1.1640094679047148,0.019430956346811107,0.016693125685470555,0.006029607964307536,0.003744635982414004,0.002284971981893532,0.02171592832870464
2016-11-30,2016-12-01,2017-01-02,-0.0012727420591172062,0.011372260987038144,0.14814814814814825,0.10185185185185192,0.05092592592592592,0.050925925925926006,0.5,0.49999999999999994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.323500724936763,1,0.012457915240102988,0.011217621631425923,-0.022091062394603678,-0.014776738410017398,0.13008500605334689,1.1865634973491388,0.011372260987038144,0.009584199254776105,0.006655210177462046,0.0038171926346876666,0.0028380175427743792,0.014210278529812524
2016-12-29,2017-01-02,2017-02-01,0.08351237365604032,-0.0013102124407530485,0.2777777777777778,0.4503367003367,0.27946127946127947,0.17087542087542054,0.5,0.49999999999999983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9943181818181818,2.2022397319848426,1,-0.012341768343843087,0.010819091947400938,0.08639420589756841,-0.013741649341833669,0.13008500605334689,1.1876714176168661,-0.0013102124407530485,-0.0011031775466838027,0.006424763135248444,0.003820756830868686,0.0026040063043797582,0.0012937938636267098
2017-01-31,2017-02-01,2017-03-01,0.12907561628797667,0.03564851794476142,0.3333333333333333,0.3123713166266358,0.23718798931564888,0.07518332731098691,0.5,0.49999999999999983,0.9941352973267868,0.023458810692853275,1.0,0.0,0.9877364066193853,0.04905437352245859,1.0,0.0,1.0,0.0,0.9970588235294118,2.2300791036972236,1,0.025878466279355607,0.008611440762927636,0.03365079365079371,-0.04413481450472113,0.13008500605334689,1.1782324315952932,0.03564851794476142,0.030255929975119035,0.005073139394821526,0.0037903914707333353,0.0012827479240881908,0.03693126586884961
2017-02-24,2017-03-01,2017-04-03,-0.02568589408484422,-0.009996665396961629,0.4848484848484848,0.7171022830597296,0.500807033785757,0.21629524927397256,0.49999999999999994,0.49999999999999983,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.178068977013607,1,-0.0036251674525511536,0.010504155058322473,-0.03716216216216217,-0.04200935889680736,0.13008500605334689,1.181721692315961,-0.009996665396961629,-0.008459407542371478,0.006206493945935045,0.0038016164750025497,0.0024048774709324954,-0.007591787926029133
