month_end,trade_date,sleeve,cohort_id,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2014-01-31,2014-02-03,value,0,D10,AMAR3,L,BUY,0.0064102564102563875,57.3859147,67,3844.8562849,reweight
2014-01-31,2014-02-03,value,0,D10,BEEF3,L,BUY,0.0064102564102563875,7.509309673,512,3844.766552576,reweight
2014-01-31,2014-02-03,value,0,D10,BRML3,L,BUY,0.0064102564102563875,8.871225476,434,3850.1118565839997,reweight
2014-01-31,2014-02-03,value,0,D10,BRPR3,L,CLOSE,-0.07692307692307694,80.91383814,-570,-46120.8877398,exit
2014-01-31,2014-02-03,value,0,D10,CMIG4,L,CLOSE,-0.07692307692307694,2.27415515,-20295,-46153.978769249996,exit
2014-01-31,2014-02-03,value,0,D10,CPLE6,L,CLOSE,-0.07692307692307694,1.207193616,-38232,-46153.426326912006,exit
2014-01-31,2014-02-03,value,0,D10,CSMG3,L,BUY,0.0064102564102563875,4.561947339,843,3845.7216067769996,reweight
2014-01-31,2014-02-03,value,0,D10,CSNA3,L,OPEN,0.08333333333333333,5.720742009,8740,49999.28515866,add
2014-01-31,2014-02-03,value,0,D10,CYRE3,L,CLOSE,-0.07692307692307694,8.550466661,-5398,-46155.419036078,exit
2014-01-31,2014-02-03,value,0,D10,DXCO3,L,OPEN,0.08333333333333333,5.871245261,8516,49999.524642676006,add
2014-01-31,2014-02-03,value,0,D10,EMBR3,L,CLOSE,-0.07692307692307694,17.45301548,-2644,-46145.77292912,exit
2014-01-31,2014-02-03,value,0,D10,ENAT3,L,OPEN,0.08333333333333333,4.922552408,10157,49998.364808055994,add
2014-01-31,2014-02-03,value,0,D10,GRND3,L,OPEN,0.08333333333333333,2.488646632,20091,49999.399483512,add
2014-01-31,2014-02-03,value,0,D10,MBRF3,L,BUY,0.0064102564102563875,2.533487242,1518,3845.833633356,reweight
2014-01-31,2014-02-03,value,0,D10,MGLU3,L,BUY,0.0064102564102563875,2.174617326,1769,3846.898049694,reweight
2014-01-31,2014-02-03,value,0,D10,PSSA3,L,BUY,0.0064102564102563875,7.36672748,522,3845.43174456,reweight
2014-01-31,2014-02-03,value,0,D10,SMTO3,L,BUY,0.0064102564102563875,5.857998867,657,3848.705255619,reweight
2014-01-31,2014-02-03,value,0,LS,AMAR3,L,SELL,-0.005517165438874587,57.3859147,-58,-3328.3830526,reweight
2014-01-31,2014-02-03,value,0,LS,AMER3,S,OPEN,-0.0557772264443759,1941.625687,-17,-33007.636679,add
2014-01-31,2014-02-03,value,0,LS,ANIM3,S,OPEN,-0.0557772264443759,4.963933298,-6742,-33466.838295115995,add
2014-01-31,2014-02-03,value,0,LS,AZZA3,S,BUY,0.010165267642572563,18.92081912,322,6092.503756640001,reweight
