month_end,trade_date,cohort_id,sleeve,book,ticker,side,prev_weight,target_weight,delta_weight,rationale,sector,duration_months,strikes,px_ref_open,delist_risk_score,delist_risk_flags,delist_risk_multiplier,vt_prev,vt_curr
2014-05-30,2014-06-02,0,value,D10,BEEF3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Food & Beverage,17,0,6.742634483,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,CSMG3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Other,41,1,5.677122694,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,CSNA3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Basic & Fabricated Metal,5,0,4.59060981,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,CVCB3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Transportation Services,2,0,11.32981074,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,DXCO3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Other,5,1,5.101624971,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,ENAT3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Oil & Gas,5,0,5.013823466,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,GETI3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Electric Power,2,0,12.99543806,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,GFSA3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Construction,2,0,3317.597491,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,GRND3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Textile,5,0,2.270708337,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,MBRF3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Food & Beverage,23,1,3.243353233,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,MGLU3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Trade,14,1,2.32450464,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,PSSA3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Financial Services,8,0,8.593388786,0,,1.0,,
2014-05-30,2014-06-02,0,value,D10,TOTS3,L,0.07692307692307694,0.07692307692307694,0.0,keep,Software & Data,2,0,10.99232406,0,,1.0,,
2014-05-30,2014-06-02,1,value,D10,AMAR3,L,0.08333333333333333,0.0,-0.08333333333333333,exit,Trade,6,0,61.20707939,0,,1.0,,
2014-05-30,2014-06-02,1,value,D10,BEEF3,L,0.08333333333333333,0.07692307692307694,-0.0064102564102563875,reweight,Food & Beverage,16,0,6.742634483,0,,1.0,,
