month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2010-09-30,2010-10-01,D10,AMER3,-1,2,-4,1.0
2010-09-30,2010-10-01,D10,ARTR3,-385,2,-1156,1.0
2010-09-30,2010-10-01,D10,BRML3,-452,2,-1357,1.0
2010-09-30,2010-10-01,D10,CNFB4,-4957,2,-14872,1.0
2010-09-30,2010-10-01,D10,CSMG3,7655,2,22966,1.0
2010-09-30,2010-10-01,D10,ECOR3,3744,2,11233,1.0
2010-09-30,2010-10-01,D10,EMBR3,-339,2,-1016,1.0
2010-09-30,2010-10-01,D10,EQTL3,-2636,2,-7908,1.0
2010-09-30,2010-10-01,D10,NETC4,1123,2,3369,1.0
2010-09-30,2010-10-01,LS,AMER3,-2,1,3,0.0
2010-09-30,2010-10-01,LS,AMER3,-2,2,-9,1.0
2010-09-30,2010-10-01,LS,ARTR3,-552,1,771,0.0
2010-09-30,2010-10-01,LS,ARTR3,-552,2,-2427,1.0
2010-09-30,2010-10-01,LS,BRFS3,-69,0,-445,0.583224115334207
2010-09-30,2010-10-01,LS,BRFS3,-69,1,-318,0.4167758846657929
2010-09-30,2010-10-01,LS,BRFS3,-69,2,556,0.0
2010-09-30,2010-10-01,LS,BRML3,-648,1,905,0.0
2010-09-30,2010-10-01,LS,BRML3,-648,2,-2850,1.0
2010-09-30,2010-10-01,LS,CNFB4,-5949,1,-7436,0.41665265871014734
2010-09-30,2010-10-01,LS,CNFB4,-5949,2,-10411,0.5833473412898527
2010-09-30,2010-10-01,LS,CPFE3,-186,0,-1200,0.583373845405931
2010-09-30,2010-10-01,LS,CPFE3,-186,1,-857,0.41662615459406904
2010-09-30,2010-10-01,LS,CPFE3,-186,2,1500,0.0
2010-09-30,2010-10-01,LS,CSAN3,-406,0,-2622,0.5833147942157954
2010-09-30,2010-10-01,LS,CSAN3,-406,1,-1873,0.41668520578420465
2010-09-30,2010-10-01,LS,CSAN3,-406,2,3278,0.0
2010-09-30,2010-10-01,LS,CSMG3,4557,1,2187,0.15998536942209218
2010-09-30,2010-10-01,LS,CSMG3,4557,2,11483,0.8400146305779078
2010-09-30,2010-10-01,LS,ECOR3,1872,2,5617,1.0
2010-09-30,2010-10-01,LS,EMBR3,-485,1,677,0.0
2010-09-30,2010-10-01,LS,EMBR3,-485,2,-2134,1.0
2010-09-30,2010-10-01,LS,EQTL3,10983,1,5272,0.16
2010-09-30,2010-10-01,LS,EQTL3,10983,2,27678,0.84
2010-09-30,2010-10-01,LS,LAND3,779,0,818,0.3500213949507916
2010-09-30,2010-10-01,LS,LAND3,779,1,701,0.29995721009841675
2010-09-30,2010-10-01,LS,LAND3,779,2,818,0.3500213949507916
2010-09-30,2010-10-01,LS,LUPA3,0,0,-3,0.0
2010-09-30,2010-10-01,LS,LUPA3,0,1,-2,0.0
2010-09-30,2010-10-01,LS,LUPA3,0,2,3,0.0
2010-09-30,2010-10-01,LS,NETC4,562,2,1685,1.0
2010-09-30,2010-10-01,LS,ODPV3,-3926,2,-11779,1.0
2010-09-30,2010-10-01,LS,POMO4,-9612,2,-28836,1.0
2010-09-30,2010-10-01,LS,TOTS3,-230,0,-1489,0.5834639498432602
2010-09-30,2010-10-01,LS,TOTS3,-230,1,-1063,0.41653605015673983
2010-09-30,2010-10-01,LS,TOTS3,-230,2,1861,0.0
2010-09-30,2010-10-01,LS,VIVR3,-1,2,-2,1.0
