month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2019-05-31,2019-06-03,D10,AMAR3,559,1,1677,1.0
2019-05-31,2019-06-03,D10,BHIA3,-109,1,-327,1.0
2019-05-31,2019-06-03,D10,CIEL3,44,1,131,1.0
2019-05-31,2019-06-03,D10,DXCO3,32,1,96,1.0
2019-05-31,2019-06-03,D10,ECOR3,26,1,78,1.0
2019-05-31,2019-06-03,D10,ELET3,496,1,1488,1.0
2019-05-31,2019-06-03,D10,ENAT3,22,1,67,1.0
2019-05-31,2019-06-03,D10,ENEV3,-2311,1,-6932,1.0
2019-05-31,2019-06-03,D10,FESA4,56,1,168,1.0
2019-05-31,2019-06-03,D10,GOLL54,38464,1,115393,1.0
2019-05-31,2019-06-03,D10,GUAR3,17,1,50,1.0
2019-05-31,2019-06-03,D10,JBSS3,15,1,46,1.0
2019-05-31,2019-06-03,D10,JHSF3,5836,1,17508,1.0
2019-05-31,2019-06-03,D10,MYPK3,889,1,2668,1.0
2019-05-31,2019-06-03,D10,QUAL3,15,1,44,1.0
2019-05-31,2019-06-03,D10,SAPR11,14,1,41,1.0
2019-05-31,2019-06-03,D10,SEER3,-630,1,-1891,1.0
2019-05-31,2019-06-03,D10,SMTO3,-883,1,-2650,1.0
2019-05-31,2019-06-03,D10,TUPY3,-787,1,-2360,1.0
2019-05-31,2019-06-03,D10,VULC3,52,1,155,1.0
2019-05-31,2019-06-03,LS,AMAR3,522,0,120,0.07662835249042145
2019-05-31,2019-06-03,LS,AMAR3,522,1,1326,0.8467432950191571
2019-05-31,2019-06-03,LS,AMAR3,522,2,120,0.07662835249042145
2019-05-31,2019-06-03,LS,AMER3,0,0,-1,0.0
2019-05-31,2019-06-03,LS,ANIM3,-2200,0,-411,0.06227272727272727
2019-05-31,2019-06-03,LS,ANIM3,-2200,1,-6189,0.9377272727272727
2019-05-31,2019-06-03,LS,AZUL4,265,0,-57,0.0
2019-05-31,2019-06-03,LS,AZUL4,265,1,877,1.0
2019-05-31,2019-06-03,LS,AZUL4,265,2,-24,0.0
2019-05-31,2019-06-03,LS,AZZA3,230,0,-49,0.0
2019-05-31,2019-06-03,LS,AZZA3,230,1,760,1.0
2019-05-31,2019-06-03,LS,AZZA3,230,2,-21,0.0
2019-05-31,2019-06-03,LS,B3SA3,-85,0,-233,0.7018072289156626
2019-05-31,2019-06-03,LS,B3SA3,-85,1,76,0.0
2019-05-31,2019-06-03,LS,B3SA3,-85,2,-99,0.29819277108433734
2019-05-31,2019-06-03,LS,BRFS3,-30,0,-83,0.7033898305084746
2019-05-31,2019-06-03,LS,BRFS3,-30,1,27,0.0
2019-05-31,2019-06-03,LS,BRFS3,-30,2,-35,0.2966101694915254
2019-05-31,2019-06-03,LS,CIEL3,285,0,564,0.5
2019-05-31,2019-06-03,LS,CIEL3,285,1,-272,0.0
2019-05-31,2019-06-03,LS,CIEL3,285,2,564,0.5
2019-05-31,2019-06-03,LS,CVCB3,-18,0,-49,0.7
2019-05-31,2019-06-03,LS,CVCB3,-18,1,16,0.0
2019-05-31,2019-06-03,LS,CVCB3,-18,2,-21,0.3
2019-05-31,2019-06-03,LS,DXCO3,209,0,413,0.5
2019-05-31,2019-06-03,LS,DXCO3,209,1,-200,0.0
2019-05-31,2019-06-03,LS,DXCO3,209,2,413,0.5
2019-05-31,2019-06-03,LS,ECOR3,169,0,335,0.5
2019-05-31,2019-06-03,LS,ECOR3,169,1,-162,0.0
2019-05-31,2019-06-03,LS,ECOR3,169,2,335,0.5
2019-05-31,2019-06-03,LS,ELET3,54,0,107,0.5
2019-05-31,2019-06-03,LS,ELET3,54,1,-52,0.0
2019-05-31,2019-06-03,LS,ELET3,54,2,107,0.5
2019-05-31,2019-06-03,LS,EMBR3,593,1,1830,1.0
2019-05-31,2019-06-03,LS,EMBR3,593,2,-51,0.0
2019-05-31,2019-06-03,LS,ENAT3,145,0,287,0.5
2019-05-31,2019-06-03,LS,ENAT3,145,1,-139,0.0
2019-05-31,2019-06-03,LS,ENAT3,145,2,287,0.5
2019-05-31,2019-06-03,LS,ENEV3,-1941,1,-5822,1.0
2019-05-31,2019-06-03,LS,EZTC3,-681,0,-124,0.060665362035225046
2019-05-31,2019-06-03,LS,EZTC3,-681,1,-1867,0.9134050880626223
2019-05-31,2019-06-03,LS,EZTC3,-681,2,-53,0.02592954990215264
2019-05-31,2019-06-03,LS,FESA4,366,0,724,0.5
2019-05-31,2019-06-03,LS,FESA4,366,1,-349,0.0
2019-05-31,2019-06-03,LS,FESA4,366,2,724,0.5
2019-05-31,2019-06-03,LS,GNDI3,-20,0,-56,0.7
2019-05-31,2019-06-03,LS,GNDI3,-20,1,18,0.0
2019-05-31,2019-06-03,LS,GNDI3,-20,2,-24,0.3
2019-05-31,2019-06-03,LS,GOLL54,30430,1,91289,1.0
2019-05-31,2019-06-03,LS,GUAR3,109,0,215,0.5
2019-05-31,2019-06-03,LS,GUAR3,109,1,-104,0.0
2019-05-31,2019-06-03,LS,GUAR3,109,2,215,0.5
2019-05-31,2019-06-03,LS,HAPV3,-8,0,-21,0.7
2019-05-31,2019-06-03,LS,HAPV3,-8,1,7,0.0
2019-05-31,2019-06-03,LS,HAPV3,-8,2,-9,0.3
2019-05-31,2019-06-03,LS,JBSS3,99,0,196,0.5
2019-05-31,2019-06-03,LS,JBSS3,99,1,-95,0.0
2019-05-31,2019-06-03,LS,JBSS3,99,2,196,0.5
2019-05-31,2019-06-03,LS,JHSF3,4617,1,13851,1.0
2019-05-31,2019-06-03,LS,MULT3,-4,1,36,0.0
2019-05-31,2019-06-03,LS,MULT3,-4,2,-47,1.0
2019-05-31,2019-06-03,LS,MYPK3,704,1,2111,1.0
2019-05-31,2019-06-03,LS,ODPV3,-1158,0,-211,0.06075439101641232
