month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2013-01-31,2013-02-01,value,D10,ALOS3,L,SELL,-0.005366726296958844,-144,-3222.74010672,22.38013963
2013-01-31,2013-02-01,value,D10,AMER3,L,SELL,-0.031007751937984492,-15,-19180.09041,1278.672694
2013-01-31,2013-02-01,value,D10,ARTR3,L,BUY,0.025641025641025647,810,15386.261671799999,18.99538478
2013-01-31,2013-02-01,value,D10,BEEF3,L,BUY,0.025641025641025647,1742,15382.653155246,8.830455313
2013-01-31,2013-02-01,value,D10,BRAP4,L,SELL,-0.031007751937984492,-4227,-18604.291046307,4.401299041
2013-01-31,2013-02-01,value,D10,BRML3,L,SELL,-0.005366726296958844,-218,-3218.39374944,14.76327408
2013-01-31,2013-02-01,value,D10,BRPR3,L,SELL,-0.005366726296958844,-26,-3167.1955198,121.8152123
2013-01-31,2013-02-01,value,D10,CMIG4,L,BUY,0.025641025641025647,6924,15385.531350696,2.222058254
2013-01-31,2013-02-01,value,D10,COCE5,L,SELL,-0.02325581395348837,-510,-13952.978580300001,27.35878153
2013-01-31,2013-02-01,value,D10,CPLE6,L,SELL,-0.005366726296958844,-2387,-3220.488931506,1.349178438
2013-01-31,2013-02-01,value,D10,CSMG3,L,SELL,-0.005366726296958844,-473,-3220.114621779,6.807853323
2013-01-31,2013-02-01,value,D10,DAGB33,L,BUY,0.025641025641025647,59,15310.954064000001,259.507696
2013-01-31,2013-02-01,value,D10,EMBR3,L,SELL,-0.031007751937984492,-1206,-18607.22112744,15.42887324
2013-01-31,2013-02-01,value,D10,GETI3,L,BUY,0.025641025641025647,1113,15385.8078171,13.8237267
2013-01-31,2013-02-01,value,D10,GOAU4,L,SELL,-0.005366726296958844,-272,-3220.4726424,11.83997295
2013-01-31,2013-02-01,value,D10,MBRF3,L,SELL,-0.005366726296958844,-513,-3217.804176906,6.272522762
2013-01-31,2013-02-01,value,D10,PETR4,L,BUY,0.025641025641025647,3540,15384.418092180002,4.345880817
2013-01-31,2013-02-01,value,LS,AEDU3,S,BUY,0.003456300851503854,161,2068.23389003,12.84617323
2013-01-31,2013-02-01,value,LS,ALOS3,L,SELL,-0.007377252676499482,-198,-4431.26764674,22.38013963
2013-01-31,2013-02-01,value,LS,AMIL3,S,SELL,-0.013683153345076922,-263,-8210.86,31.22
2013-01-31,2013-02-01,value,LS,ARTR3,L,BUY,0.019145587148797244,605,11492.207791899998,18.99538478
2013-01-31,2013-02-01,value,LS,AZZA3,S,BUY,0.003456300851503854,76,2066.4729688,27.1904338
2013-01-31,2013-02-01,value,LS,BEEF3,L,BUY,0.01933108235214466,1313,11594.387825969,8.830455313
2013-01-31,2013-02-01,value,LS,BISA3,S,SELL,-0.018244204460102564,-3248,-10945.76,3.37
2013-01-31,2013-02-01,value,LS,BPHA3,S,BUY,0.003456300851503854,3,2203.5,734.5
2013-01-31,2013-02-01,value,LS,BRAP4,L,SELL,-0.026708335028644142,-3641,-16025.129808280999,4.401299041
2013-01-31,2013-02-01,value,LS,BRFS3,S,BUY,0.0001413296787408901,2,79.36536632,39.68268316
2013-01-31,2013-02-01,value,LS,BRML3,L,SELL,-0.008517595337297868,-346,-5108.09283168,14.76327408
2013-01-31,2013-02-01,value,LS,BRPR3,L,SELL,-0.007377252676499482,-36,-4385.3476428,121.8152123
