month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2015-03-31,2015-04-01,value,D10,CMIG4,L,BUY,0.0039682539682539585,906,2380.2576661020003,2.627215967
2015-03-31,2015-04-01,value,D10,CSMG3,L,BUY,0.0039682539682539585,853,2379.889356276,2.790022692
2015-03-31,2015-04-01,value,D10,CVCB3,L,SELL,-0.02380952380952382,-1263,-14282.31309399,11.30824473
2015-03-31,2015-04-01,value,D10,DXCO3,L,BUY,0.0039682539682539585,479,2382.688590157,4.974297683
2015-03-31,2015-04-01,value,D10,ENAT3,L,BUY,0.0039682539682539585,647,2380.107067664,3.678681712
2015-03-31,2015-04-01,value,D10,ENBR3,L,BUY,0.027777777777777776,2533,16668.385275993,6.580491621
2015-03-31,2015-04-01,value,D10,FIBR3,L,SELL,-0.02380952380952382,-381,-14285.602063739998,37.49501854
2015-03-31,2015-04-01,value,D10,GETI3,L,SELL,-0.02380952380952382,-1008,-14286.05168256,14.17267032
2015-03-31,2015-04-01,value,D10,GFSA3,L,SELL,-0.02380952380952382,-7,-15248.957143000001,2178.422449
2015-03-31,2015-04-01,value,D10,GUAR3,L,BUY,0.0039682539682539585,303,2381.894902446,7.861039282
2015-03-31,2015-04-01,value,D10,HGTX3,L,BUY,0.027777777777777776,1360,16667.3402328,12.25539723
2015-03-31,2015-04-01,value,D10,JBSS3,L,BUY,0.0039682539682539585,263,2377.1677790910003,9.038660757
2015-03-31,2015-04-01,value,D10,MGLU3,L,BUY,0.0039682539682539585,1625,2381.5243595,1.465553452
2015-03-31,2015-04-01,value,D10,PSSA3,L,BUY,0.0039682539682539585,227,2386.1476054199998,10.51166346
2015-03-31,2015-04-01,value,D10,RAPT4,L,BUY,0.0039682539682539585,1009,2381.890867558,2.360645062
2015-03-31,2015-04-01,value,D10,TOTS3,L,BUY,0.0039682539682539585,224,2377.26636224,10.61279626
2015-03-31,2015-04-01,value,LS,ABEV3,S,SELL,-0.02386949867332078,-1142,-14322.36278268,12.54147354
2015-03-31,2015-04-01,value,LS,AZZA3,S,SELL,-0.006907067220197491,-219,-4151.63394816,18.95723264
2015-03-31,2015-04-01,value,LS,BRAP4,S,SELL,-0.02386949867332078,-8187,-14322.442110567,1.749412741
2015-03-31,2015-04-01,value,LS,BRFS3,S,BUY,0.017103831626938935,172,10233.911708959999,59.49948668
2015-03-31,2015-04-01,value,LS,CMIG4,L,BUY,0.010420584198848249,2380,6252.77400146,2.627215967
2015-03-31,2015-04-01,value,LS,COGN3,S,BUY,0.017103831626938935,1134,10259.292805146,9.046995419
2015-03-31,2015-04-01,value,LS,CSMG3,L,BUY,0.015609226186060268,3357,9366.106177044,2.790022692
2015-03-31,2015-04-01,value,LS,DAGB33,S,SELL,-0.028893491134436605,-38,-17172.7760572,451.9151594
2015-03-31,2015-04-01,value,LS,DXCO3,L,BUY,0.015609226186060268,1883,9366.602537089,4.974297683
2015-03-31,2015-04-01,value,LS,ENAT3,L,BUY,0.015609226186060268,2546,9365.923638752,3.678681712
2015-03-31,2015-04-01,value,LS,ENBR3,L,BUY,0.021880373783877388,1995,13128.080783895,6.580491621
2015-03-31,2015-04-01,value,LS,EQTL3,S,BUY,0.040973330300259715,4849,24584.309618725998,5.069975174
2015-03-31,2015-04-01,value,LS,FIBR3,,SELL,-0.04428035026084522,-709,-26583.96814486,37.49501854
2015-03-31,2015-04-01,value,LS,GETI3,,SELL,-0.0682655399854697,-2890,-40959.0172248,14.17267032
2015-03-31,2015-04-01,value,LS,GFSA3,S,SELL,-0.09213503865879048,-25,-54460.561225000005,2178.422449
2015-03-31,2015-04-01,value,LS,GOAU4,,BUY,0.04083193012644407,4134,24498.568087265998,5.926117099
2015-03-31,2015-04-01,value,LS,GUAR3,L,BUY,0.015609226186060268,1191,9362.497784862,7.861039282
2015-03-31,2015-04-01,value,LS,HGTX3,L,BUY,0.021880373783877388,1071,13125.53043333,12.25539723
2015-03-31,2015-04-01,value,LS,ISAE4,S,SELL,-0.006765667046381848,-925,-4059.0997074999996,4.3882159
2015-03-31,2015-04-01,value,LS,JBSS3,L,BUY,0.001585213247656661,105,949.059379485,9.038660757
2015-03-31,2015-04-01,value,LS,LINX3,,BUY,0.021986423914239116,907,13198.62521668,14.55195724
2015-03-31,2015-04-01,value,LS,MDIA3,,BUY,0.021986423914239116,561,13201.04139849,23.53126809
2015-03-31,2015-04-01,value,LS,MGLU3,L,BUY,0.015609226186060268,6390,9364.886558279999,1.465553452
2015-03-31,2015-04-01,value,LS,MOTV3,S,SELL,-0.028752090960620962,-1534,-17256.08960972,11.24908058
2015-03-31,2015-04-01,value,LS,MULT3,S,SELL,-0.005023992461115824,-211,-3012.75599473,14.27846443
2015-03-31,2015-04-01,value,LS,ODPV3,S,SELL,-0.004882592287300182,-476,-2932.61673628,6.16095953
2015-03-31,2015-04-01,value,LS,PETR4,S,SELL,-0.02386949867332078,-5444,-14322.784531423998,2.630930296
2015-03-31,2015-04-01,value,LS,POMO4,S,SELL,-0.006765667046381848,-3184,-4059.742401216,1.275044724
2015-03-31,2015-04-01,value,LS,PSSA3,L,BUY,0.015609226186060268,891,9365.892142859999,10.51166346
2015-03-31,2015-04-01,value,LS,RAPT4,L,BUY,0.00677385523486868,1722,4065.030796764,2.360645062
2015-03-31,2015-04-01,value,LS,SEER3,L,BUY,0.005188641987212019,310,3115.6875778999997,10.05060509
2015-03-31,2015-04-01,value,LS,TCSA3,S,BUY,0.017103831626938935,330,10277.796754500001,31.14483865
2015-03-31,2015-04-01,value,LS,TOTS3,L,BUY,0.015609226186060268,882,9360.48630132,10.61279626
2015-03-31,2015-04-01,value,LS,UGPA3,,BUY,0.04083193012644407,987,24495.00038559,24.81762957
2015-03-31,2015-04-01,value,LS,USIM5,S,SELL,-0.02386949867332078,-3731,-14320.519573815001,3.838252365
