month_end,trade_date,sleeve,book,ticker,side,prev_weight,target_weight,delta_weight,px_ref_open,sector
2025-09-30,2025-10-01,value,D10,AURA33,L,0.0,0.016666666666666663,0.016666666666666663,64.13,Mining
2025-09-30,2025-10-01,value,D10,BLAU3,L,0.04515151515151516,0.04515151515151516,0.0,13.82,Chemical
2025-09-30,2025-10-01,value,D10,BRFS3,L,0.04515151515151516,0.02848484848484849,-0.016666666666666663,,Food & Beverage
2025-09-30,2025-10-01,value,D10,CBAV3,L,0.015151515151515159,0.015151515151515159,0.0,3.58,Mining
2025-09-30,2025-10-01,value,D10,CEAB3,L,0.04515151515151516,0.04515151515151516,0.0,16.5,Trade
2025-09-30,2025-10-01,value,D10,CMIG4,L,0.04515151515151516,0.04515151515151516,0.0,11.18,Electric Power
2025-09-30,2025-10-01,value,D10,CMIN3,L,0.04515151515151516,0.02848484848484849,-0.016666666666666663,5.55,Mining
2025-09-30,2025-10-01,value,D10,CVCB3,L,0.0,0.016666666666666663,0.016666666666666663,1.97,Transportation Services
2025-09-30,2025-10-01,value,D10,ELET3,L,0.04515151515151516,0.02848484848484849,-0.016666666666666663,52.82,Electric Power
2025-09-30,2025-10-01,value,D10,GGBR4,L,0.04515151515151516,0.04515151515151516,0.0,16.79,Basic & Fabricated Metal
2025-09-30,2025-10-01,value,D10,GUAR3,L,0.04515151515151516,0.04515151515151516,0.0,9.54,Textile
2025-09-30,2025-10-01,value,D10,JALL3,L,0.01333333333333333,0.029999999999999995,0.016666666666666663,2.75,Other
2025-09-30,2025-10-01,value,D10,JHSF3,L,0.04515151515151516,0.04515151515151516,0.0,6.43,Construction
2025-09-30,2025-10-01,value,D10,KEPL3,L,0.01333333333333333,0.01333333333333333,0.0,7.35,Basic & Fabricated Metal
2025-09-30,2025-10-01,value,D10,LIGT3,L,0.04515151515151516,0.04515151515151516,0.0,5.83,Electric Power
2025-09-30,2025-10-01,value,D10,LJQQ3,L,0.04515151515151516,0.04515151515151516,0.0,2.28,Trade
2025-09-30,2025-10-01,value,D10,MGLU3,L,0.02848484848484849,0.02848484848484849,0.0,9.66,Trade
2025-09-30,2025-10-01,value,D10,MYPK3,L,0.04515151515151516,0.04515151515151516,0.0,12.0,Vehicle & Parts
2025-09-30,2025-10-01,value,D10,PGMN3,L,0.04515151515151516,0.04515151515151516,0.0,3.57,Trade
2025-09-30,2025-10-01,value,D10,PLPL3,L,0.01333333333333333,0.01333333333333333,0.0,16.99,Construction
2025-09-30,2025-10-01,value,D10,POSI3,L,0.02848484848484849,0.02848484848484849,0.0,4.43,Electric Electron
2025-09-30,2025-10-01,value,D10,QUAL3,L,0.04515151515151516,0.04515151515151516,0.0,2.53,Other
2025-09-30,2025-10-01,value,D10,RAIZ4,L,0.04515151515151516,0.02848484848484849,-0.016666666666666663,1.01,Agriculture & Fisheries
2025-09-30,2025-10-01,value,D10,RANI3,L,0.016666666666666663,0.016666666666666663,0.0,8.34,Pulp & Paper
2025-09-30,2025-10-01,value,D10,RECV3,L,0.04515151515151516,0.04515151515151516,0.0,12.67,Oil & Gas
2025-09-30,2025-10-01,value,D10,SEER3,L,0.029999999999999995,0.029999999999999995,0.0,11.34,Other
2025-09-30,2025-10-01,value,D10,SLCE3,L,0.0,0.016666666666666663,0.016666666666666663,16.45,Agriculture & Fisheries
2025-09-30,2025-10-01,value,D10,SYNE3,L,0.04515151515151516,0.02848484848484849,-0.016666666666666663,5.18,Other
2025-09-30,2025-10-01,value,D10,TIMS3,L,0.02848484848484849,0.02848484848484849,0.0,23.65,Telecommunication
2025-09-30,2025-10-01,value,D10,USIM5,L,0.0,0.016666666666666663,0.016666666666666663,4.25,Basic & Fabricated Metal
2025-09-30,2025-10-01,value,D10,WIZC3,L,0.04515151515151516,0.04515151515151516,0.0,8.69,Financial Services
2025-09-30,2025-10-01,value,LS,ALPA4,S,-0.028186244891718688,-0.030426116556830907,-0.0022398716651122162,9.42,Textile
2025-09-30,2025-10-01,value,LS,AMBP3,S,-0.028186244891718688,-0.030426116556830907,-0.0022398716651122162,8.72,Other
2025-09-30,2025-10-01,value,LS,AMER3,,-0.0092117672906477,0.0,0.0092117672906477,6.28,Trade
2025-09-30,2025-10-01,value,LS,AURA33,L,0.0,0.009617127414451174,0.009617127414451174,64.13,Mining
2025-09-30,2025-10-01,value,LS,AURE3,S,-0.028186244891718688,-0.030426116556830907,-0.0022398716651122162,10.23,Electric Power
2025-09-30,2025-10-01,value,LS,BLAU3,L,0.02738522164905367,0.02885138224335353,0.0014661605942998604,13.82,Chemical
2025-09-30,2025-10-01,value,LS,BRBI11,S,0.0,-0.010123292015211767,-0.010123292015211767,18.27,Financial Services
2025-09-30,2025-10-01,value,LS,BRFS3,,0.02738522164905367,0.0,-0.02738522164905367,,Food & Beverage
2025-09-30,2025-10-01,value,LS,BRKM5,S,-0.018974477601070988,-0.019740419429662936,-0.0007659418285919465,6.57,Chemical
2025-09-30,2025-10-01,value,LS,CBAV3,L,0.008793050595618255,0.009617127414451178,0.0008240768188329228,3.58,Mining
2025-09-30,2025-10-01,value,LS,CEAB3,L,0.02738522164905367,0.02885138224335353,0.0014661605942998604,16.5,Trade
2025-09-30,2025-10-01,value,LS,CMIG4,L,0.02738522164905367,0.02885138224335353,0.0014661605942998604,11.18,Electric Power
2025-09-30,2025-10-01,value,LS,CMIN3,L,0.02738522164905367,0.019234254828902356,-0.008150966820151314,5.55,Mining
