month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2011-02-28,2011-03-01,value,D10,ARTR3,L,SELL,-0.0010582010582010637,-65,-633.15544279,9.740852966
2011-02-28,2011-03-01,value,D10,BRML3,L,SELL,-0.0010582010582010637,-71,-630.559763956,8.881123436
2011-02-28,2011-03-01,value,D10,CSMG3,L,SELL,-0.0010582010582010637,-169,-633.212908536,3.746821944
2011-02-28,2011-03-01,value,D10,EMBR3,L,SELL,-0.03809523809523809,-1816,-22858.83674872,12.58746517
2011-02-28,2011-03-01,value,D10,EQTL3,L,SELL,-0.028571428571428567,-11322,-17143.391301480002,1.51416634
2011-02-28,2011-03-01,value,D10,EVEN3,L,BUY,0.03703703703703703,5171,22223.295611406997,4.297678517
2011-02-28,2011-03-01,value,D10,GPIV33,L,SELL,-0.03809523809523809,-3463,-22855.8,6.6
2011-02-28,2011-03-01,value,D10,LIGT3,L,SELL,-0.0010582010582010637,-37,-638.51560487,17.25717851
2011-02-28,2011-03-01,value,D10,RAPT4,L,BUY,0.03703703703703703,3866,22221.522149462002,5.747936407
2011-02-28,2011-03-01,value,D10,RPMG3,L,SELL,-0.0010582010582010637,-54,-630.406422,11.674193
2011-02-28,2011-03-01,value,D10,SMTO3,L,BUY,0.03703703703703703,4207,22223.336510809,5.282466487
2011-02-28,2011-03-01,value,LS,AMER3,L,SELL,-0.009259259259259259,-3,-6401.9289929999995,2133.976331
2011-02-28,2011-03-01,value,LS,ARTR3,L,SELL,-0.009259259259259259,-570,-5552.2861906200005,9.740852966
2011-02-28,2011-03-01,value,LS,BRFS3,S,SELL,-0.004629629629629632,-108,-2773.21000536,25.67787042
2011-02-28,2011-03-01,value,LS,BRML3,L,SELL,-0.009259259259259259,-626,-5559.583270935999,8.881123436
2011-02-28,2011-03-01,value,LS,BRPR3,S,SELL,-0.004629629629629632,-33,-2740.93471575,83.05862775
2011-02-28,2011-03-01,value,LS,CPFE3,S,SELL,-0.004629629629629632,-297,-2779.442918208,9.358393664
2011-02-28,2011-03-01,value,LS,CSMG3,L,SELL,-0.009259259259259259,-1483,-5556.536942952001,3.746821944
2011-02-28,2011-03-01,value,LS,EVEN3,L,BUY,0.018518518518518517,2585,11109.498966444999,4.297678517
2011-02-28,2011-03-01,value,LS,LIGT3,L,SELL,-0.009259259259259259,-322,-5556.81148022,17.25717851
2011-02-28,2011-03-01,value,LS,LUPA3,S,SELL,-0.004629629629629632,-1,-2726.993944,2726.993944
2011-02-28,2011-03-01,value,LS,MOTV3,S,SELL,-0.025462962962962965,-2272,-15276.625362784001,6.723866797
2011-02-28,2011-03-01,value,LS,NATU3,S,SELL,-0.004629629629629636,-182,-2770.2194701999997,15.2209861
2011-02-28,2011-03-01,value,LS,ODPV3,S,SELL,-0.004629629629629632,-757,-2779.350418926,3.671532918
2011-02-28,2011-03-01,value,LS,RAPT4,L,BUY,0.018518518518518517,1933,11110.761074731001,5.747936407
2011-02-28,2011-03-01,value,LS,RPMG3,L,SELL,-0.009259259259259259,-476,-5556.915868,11.674193
2011-02-28,2011-03-01,value,LS,SMTO3,L,BUY,0.018518518518518517,2103,11109.027022160999,5.282466487
2011-02-28,2011-03-01,value,LS,TOTS3,S,SELL,-0.004629629629629632,-338,-2775.802613922,8.212433769
2011-02-28,2011-03-01,value,LS,VIVR3,,BUY,0.05787037037037037,2,38106.60908,19053.30454
