month_end,trade_date,sleeve,cohort_id,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2021-06-30,2021-07-01,value,2,D10,AZEV4,L,OPEN,0.041666666666666685,4.292330405,5824,24998.532278720002,add
2021-06-30,2021-07-01,value,2,D10,BMOB3,L,SELL,-0.0018115942028985518,20.13470925,-54,-1087.2742995,reweight
2021-06-30,2021-07-01,value,2,D10,CIEL3,L,SELL,-0.0018115942028985518,2.976088994,-365,-1086.27248281,reweight
2021-06-30,2021-07-01,value,2,D10,CPLE6,L,SELL,-0.0018115942028985518,4.187333433,-260,-1088.70669258,reweight
2021-06-30,2021-07-01,value,2,D10,CSMG3,L,SELL,-0.0018115942028985518,10.47335868,-104,-1089.22930272,reweight
2021-06-30,2021-07-01,value,2,D10,CYRE3,L,SELL,-0.0018115942028985518,19.99671284,-54,-1079.82249336,reweight
2021-06-30,2021-07-01,value,2,D10,DEXP3,L,SELL,-0.0018115942028985518,11.70049653,-93,-1088.14617729,reweight
2021-06-30,2021-07-01,value,2,D10,DMMO3,L,OPEN,0.041666666666666685,0.93,26882,25000.260000000002,add
2021-06-30,2021-07-01,value,2,D10,DMVF3,L,SELL,-0.0018115942028985518,9.45,-115,-1086.75,reweight
2021-06-30,2021-07-01,value,2,D10,ENAT3,L,CLOSE,-0.04347826086956524,16.65791615,-1566,-26086.2966909,exit
2021-06-30,2021-07-01,value,2,D10,EUCA4,L,OPEN,0.041666666666666685,7.927902463,3153,24996.676465839,add
2021-06-30,2021-07-01,value,2,D10,FHER3,L,SELL,-0.0018115942028985518,17.15,-63,-1080.4499999999998,reweight
2021-06-30,2021-07-01,value,2,D10,GOAU4,L,CLOSE,-0.04347826086956524,8.512348053,-3065,-26090.346782445,exit
2021-06-30,2021-07-01,value,2,D10,HGTX3,L,CLOSE,-0.04347826086956524,34.22,-762,-26075.64,exit
2021-06-30,2021-07-01,value,2,D10,JALL3,L,SELL,-0.0018115942028985518,9.042912701,-120,-1085.14952412,reweight
2021-06-30,2021-07-01,value,2,D10,JHSF3,L,CLOSE,-0.04347826086956524,5.38785371,-4842,-26087.98766382,exit
2021-06-30,2021-07-01,value,2,D10,JSLG3,L,SELL,-0.0018115942028985518,9.803910636,-111,-1088.234080596,reweight
2021-06-30,2021-07-01,value,2,D10,MBRF3,L,SELL,-0.0018115942028985518,11.8568433,-92,-1090.8295836,reweight
2021-06-30,2021-07-01,value,2,D10,PCAR3,L,SELL,-0.0018115942028985518,15.82487601,-69,-1091.91644469,reweight
2021-06-30,2021-07-01,value,2,D10,PSSA3,L,SELL,-0.0018115942028985518,21.91685736,-50,-1095.8428680000002,reweight
2021-06-30,2021-07-01,value,2,D10,RANI3,L,CLOSE,-0.04347826086956524,6.464469853,-4035,-26084.135856855,exit
2021-06-30,2021-07-01,value,2,D10,RAPT4,L,OPEN,0.041666666666666685,11.1648509,2239,24998.101165099997,add
2021-06-30,2021-07-01,value,2,D10,ROMI3,L,SELL,-0.0018115942028985518,14.66915631,-74,-1085.51756694,reweight
2021-06-30,2021-07-01,value,2,D10,SAPR11,L,SELL,-0.0018115942028985518,15.53305521,-70,-1087.3138647,reweight
2021-06-30,2021-07-01,value,2,D10,SEER3,L,SELL,-0.0018115942028985518,18.11939635,-60,-1087.163781,reweight
2021-06-30,2021-07-01,value,2,D10,SUZB3,L,OPEN,0.041666666666666685,53.36221351,468,24973.51592268,add
2021-06-30,2021-07-01,value,2,D10,TASA4,L,CLOSE,-0.04347826086956524,17.62443807,-1480,-26084.1683436,exit
2021-06-30,2021-07-01,value,2,D10,TIMS3,L,SELL,-0.0018115942028985518,8.825634897,-123,-1085.553092331,reweight
2021-06-30,2021-07-01,value,2,D10,TPIS3,L,OPEN,0.041666666666666685,12.37831459,2020,25004.1954718,add
2021-06-30,2021-07-01,value,2,D10,VSTE3,L,OPEN,0.041666666666666685,34.12167525,733,25011.18795825,add
2021-06-30,2021-07-01,value,0,LS,ABEV3,S,SELL,-0.0031799395639396134,13.49210248,-141,-1902.38644968,reweight
2021-06-30,2021-07-01,value,0,LS,ALPA4,S,CLOSE,0.029141545882144546,50.01785273,350,17506.2484555,exit
2021-06-30,2021-07-01,value,0,LS,AMAR3,S,SELL,-0.0031799395639396134,36.89369326,-52,-1918.47204952,reweight
2021-06-30,2021-07-01,value,0,LS,APER3,S,SELL,-0.0031799395639396134,47.48717171,-40,-1899.4868683999998,reweight
2021-06-30,2021-07-01,value,0,LS,AZEV4,L,OPEN,0.008872238541956984,4.292330405,1240,5322.4897022000005,add
2021-06-30,2021-07-01,value,0,LS,AZUL4,S,CLOSE,0.029141545882144546,44.02,397,17475.940000000002,exit
2021-06-30,2021-07-01,value,0,LS,AZZA3,S,SELL,-0.0031799395639396134,87.07930717,-22,-1915.74475774,reweight
2021-06-30,2021-07-01,value,0,LS,BMOB3,L,BUY,0.00041250558948489197,20.13470925,12,241.616511,reweight
2021-06-30,2021-07-01,value,0,LS,CIEL3,L,BUY,0.00041250558948489197,2.976088994,83,247.01538650199998,reweight
2021-06-30,2021-07-01,value,0,LS,CPLE6,L,BUY,0.00041250558948489197,4.187333433,59,247.05267254700001,reweight
2021-06-30,2021-07-01,value,0,LS,CSAN3,S,SELL,-0.0031799395639396134,21.52204451,-89,-1915.46196139,reweight
2021-06-30,2021-07-01,value,0,LS,CSMG3,L,BUY,0.00041250558948489197,10.47335868,24,251.36060832,reweight
2021-06-30,2021-07-01,value,0,LS,CYRE3,L,BUY,0.00041250558948489197,19.99671284,12,239.96055408,reweight
2021-06-30,2021-07-01,value,0,LS,DEXP3,L,BUY,0.00041250558948489197,11.70049653,21,245.71042713,reweight
2021-06-30,2021-07-01,value,0,LS,ELMD3,S,CLOSE,0.029141545882144546,17.68521467,989,17490.67730863,exit
2021-06-30,2021-07-01,value,0,LS,ENAT3,L,CLOSE,-0.03205988747407766,16.65791615,-1155,-19239.89315325,exit
2021-06-30,2021-07-01,value,0,LS,ENEV3,S,SELL,-0.0031799395639396134,17.02,-112,-1906.24,reweight
2021-06-30,2021-07-01,value,0,LS,GFSA3,S,SELL,-0.0031799395639396134,667.1798002,-3,-2001.5394006000001,reweight
2021-06-30,2021-07-01,value,0,LS,GOAU4,L,BUY,0.00041250558948489197,8.512348053,29,246.858093537,reweight
2021-06-30,2021-07-01,value,0,LS,GRND3,L,BUY,0.00041250558948489197,6.904971187,36,248.578962732,reweight
2021-06-30,2021-07-01,value,0,LS,HBOR3,S,SELL,-0.0031799395639396134,7.103721703,-269,-1910.901138107,reweight
2021-06-30,2021-07-01,value,0,LS,JHSF3,L,BUY,0.00041250558948489197,5.38785371,46,247.84127066,reweight
2021-06-30,2021-07-01,value,0,LS,JSLG3,L,BUY,0.00041250558948489197,9.803910636,25,245.09776589999998,reweight
2021-06-30,2021-07-01,value,0,LS,LUPA3,S,SELL,-0.0014145438849008408,6.818557968,-124,-845.5011880320001,reweight
2021-06-30,2021-07-01,value,0,LS,LWSA3,S,SELL,-0.0031799395639396134,26.3765184,-72,-1899.1093248,reweight
2021-06-30,2021-07-01,value,0,LS,MBRF3,L,BUY,0.00041250558948489197,11.8568433,21,248.99370929999998,reweight
2021-06-30,2021-07-01,value,0,LS,MDIA3,S,SELL,-0.0031799395639396134,28.6817816,-67,-1921.6793672000001,reweight
2021-06-30,2021-07-01,value,0,LS,MGLU3,S,SELL,-0.0031799395639396134,204.5644706,-9,-1841.0802354,reweight
