combo,weights_momentum,weights_value,weights_quality,cagr_full,vol_full,sharpe_full,max_dd_full,hit_full,months_full,avg_monthly_return_full,worst_month_return,worst_month_date,cagr_oos_2019_plus,vol_oos_2019_plus,sharpe_oos_2019_plus,max_dd_oos_2019_plus,avg_turnover,avg_gross_long,avg_gross_short,deflated_sharpe
mv_equal,0.5,0.5,0.0,0.1348762086059132,0.06828095025657621,0.565749536251611,-0.04960823130798753,0.711864406779661,177,0.010791535193350518,-0.0496082313079874,2025-02-28,0.11172745909379134,0.06966174389168509,0.3628148318610734,-0.049608231307987416,0.3193922143765296,0.5,0.5,5.494225376651628
mvq_equal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1106427504710139,0.06382231889509721,0.2549075254123684,-0.12881977913065457,0.6779661016949152,177,0.008951930474827625,-0.0492185248754619,2025-02-28,0.09348004767207518,0.06555360195083723,0.12398119295514742,-0.1288197791306549,0.2649962955994314,0.5,0.5,0.8261165147628047
mvq_40_40_20,0.4,0.4,0.2,0.12044010329347521,0.06336751757524005,0.3990249431658591,-0.0856497926066685,0.6666666666666666,177,0.009687772362236783,-0.0493744074484721,2025-02-28,0.1008938622604576,0.0651611347479925,0.23184041378730036,-0.08564979260666872,0.2867546631102707,0.5,0.5,2.8050821585975463
quality_only,0.0,0.0,1.0,0.05973001615114093,0.10115057714602563,-0.2832135450877919,-0.39584873154612576,0.5649717514124294,177,0.005272721037781849,-0.0755474335995426,2016-12-29,0.054240545800879,0.10011831287139004,-0.2707201037085072,-0.3329130948979303,0.1562044580452351,0.5,0.5,-6.432298800406057
