month_end,trade_date,next_trade_date,D10,LS,turnover_D10,turnover_LS,turnover_LS_reconst,turnover_LS_reweight,ls_gross_long,ls_gross_short,CDI,BOVA11,LS_pre_overlay,beta_est,hedge_ratio,vt_scale,LS_vt,LS_pre_vt,LS_carry,LS_borrow_cost,LS_financing_net,LS_net
2010-06-30,2010-07-01,2010-08-02,0.10722613765455043,0.019553518047926648,0.0,0.0,0.0,0.0,0.5000000000000001,0.5000000000000001,0.008610622664495526,0.1338932806324109,0.019553518047926648,0.0,0.0,1.0,0.019553518047926648,0.019553518047926648,0.004305311332247764,0.003987070214451883,0.00031824111779588105,0.01987175916572253
2010-07-30,2010-08-02,2010-09-01,-0.15416614420060576,-0.056253742272042793,0.09523809523809523,0.14285714285714288,0.09523809523809525,0.04761904761904764,0.5000000000000001,0.5000000000000001,0.008862278042468974,-0.06027596223674647,-0.056253742272042793,0.0,0.0,1.0,-0.056253742272042793,-0.056253742272042793,0.004431139021234488,0.003987070214451883,0.00044406880678260485,-0.05580967346526019
2010-08-31,2010-09-01,2010-10-01,0.05660109214717061,0.002060266823198342,0.09523809523809523,0.34126984126984133,0.22222222222222224,0.11904761904761907,0.5,0.5,0.00844600472113366,0.06646058732612059,0.002060266823198342,0.0,0.0,1.0,0.002060266823198342,0.002060266823198342,0.00422300236056683,0.003987070214451882,0.00023593214611494773,0.0022961989693132895
2010-09-30,2010-10-01,2010-11-01,0.057131899478983894,0.0027503477459025565,0.24999999999999992,0.4424603174603175,0.28234126984126984,0.1601190476190477,0.5000000000000001,0.5,0.00805664196708844,0.020289855072463947,0.0027503477459025565,0.0,0.0,1.0,0.0027503477459025565,0.0027503477459025565,0.00402832098354422,0.003987070214451882,4.1250769092338047e-05,0.0027915985149948946
2010-10-29,2010-11-01,2010-12-01,0.02251037853243494,0.001554182300606444,0.25,0.3148148148148149,0.1851851851851852,0.12962962962962968,0.5000000000000001,0.5000000000000001,0.00805628538097003,-0.03451704545454559,0.001554182300606444,0.0,0.0,1.0,0.001554182300606444,0.001554182300606444,0.004028142690485016,0.003987070214451883,4.107247603313269e-05,0.0015952547766395766
2010-11-30,2010-12-01,2011-01-03,0.014924748548177734,0.002287219859955437,0.22222222222222218,0.2444444444444445,0.12222222222222225,0.12222222222222225,0.5,0.5,0.009271505547568726,0.01515374429895533,0.002287219859955437,0.0,0.0,1.0,0.002287219859955437,0.002287219859955437,0.004635752773784363,0.003987070214451882,0.0006486825593324808,0.002935902419287918
2010-12-30,2011-01-03,2011-02-01,-0.03433142097135414,0.007911697509754907,0.3703703703703704,0.5962962962962962,0.39041005291005293,0.2058862433862433,0.5,0.5000000000000001,0.008623965390338384,-0.030724637681159517,0.004208716589166717,0.12052154883046434,-0.12052154883046434,1.0,0.007911697509754907,0.007911697509754907,0.004311982695169193,0.003987070214451883,0.0003249124807173098,0.008236609990472217
2011-01-31,2011-02-01,2011-03-01,-0.012151668901976227,-0.0059627718453576645,0.3333333333333333,0.38518518518518524,0.24814814814814812,0.1370370370370371,0.5,0.5,0.008425009434362085,-0.0011961722488037507,-0.006106936377451512,0.08899921437151173,-0.12052154883046434,1.0,-0.0059627718453576645,-0.0059627718453576645,0.004212504717181043,0.003987070214451882,0.00022543450272916044,-0.005737337342628504
2011-02-28,2011-03-01,2011-04-01,0.02337829109927937,-0.0071479490308808576,0.22222222222222224,0.2268518518518519,0.13425925925925924,0.09259259259259263,0.5,0.5,0.009206833909138457,0.017964071856287456,-0.004982891267459338,0.0898813915890142,-0.12052154883046434,1.0,-0.0071479490308808576,-0.0071479490308808576,0.004603416954569228,0.003987070214451882,0.0006163467401173461,-0.006531602290763511
2011-03-31,2011-04-01,2011-05-02,0.030786795935186434,0.027969982161453223,0.33333333333333326,0.49444444444444446,0.3138888888888889,0.18055555555555555,0.5000000000000001,0.5,0.008396233613529702,-0.03676470588235292,0.023539042866215564,0.08415105448230586,-0.12052154883046434,1.0,0.027969982161453223,0.027969982161453223,0.004198116806764851,0.003987070214451882,0.00021104659231296896,0.028181028753766192
2011-04-29,2011-05-02,2011-06-01,0.010370535054015759,0.015253231522716494,0.2962962962962962,0.3329966329966331,0.19659090909090912,0.136405723905724,0.5000000000000001,0.5000000000000001,0.009853034390991944,-0.029312977099236637,0.011720386121884563,-0.003187936271685394,-0.12052154883046434,1.0,0.015253231522716494,0.015253231522716494,0.004926517195495973,0.003987070214451883,0.0009394469810440897,0.016192678503760584
2011-05-31,2011-06-01,2011-07-01,-0.010113400023147897,0.0344165360102465,0.29629629629629634,0.28703703703703715,0.1527777777777778,0.13425925925925933,0.5,0.5000000000000001,0.009535252207044431,-0.0301981755268953,0.022548271019705163,-0.018163262485972574,-0.12052154883046434,1.314220114147162,0.0344165360102465,0.026187801906060806,0.006265710121981957,0.005239887872349703,0.0010258222496322541,0.03544235825987876
2011-06-30,2011-07-01,2011-08-01,-0.06197329018290095,-0.03737789431232051,0.12121212121212123,0.28956228956228974,0.21515151515151512,0.07441077441077457,0.5000000000000001,0.5000000000000002,0.009675260632866944,-0.05124878365228669,-0.03582579621938833,-0.046715811808637986,-0.12052154883046434,1.2606706882987324,-0.03737789431232051,-0.029649213437937354,0.006098658740753003,0.005026382551548431,0.0010722761892045718,-0.03630561812311594
