month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2017-03-31,2017-04-03,PDGR3,1,0.75,liquidity_slump,21,0,3943117.0,10673164.0,0
2017-03-31,2017-04-03,RSID3,1,0.75,liquidity_slump,21,0,2082450.0,4175779.0,0
