month_end,mom_raw,mom_net,mom,mom_carry,mom_borrow,mom_dispersion,mom_gate_active,mom_turnover,mom_gross_long,mom_gross_short,val_raw,val_net,val,val_carry,val_borrow,val_dispersion,val_gate_active,val_turnover,val_gross_long,val_gross_short,bova11,cdi,combo_pre_overlay,combo_beta_est,combo_hedge_ratio,combo_raw,combo_net,combo,combo_carry,combo_borrow,combo_financing,combo_turnover,combo_gross_long,combo_gross_short,combo_gate_active
2011-01-31,-0.0063344463613352,-0.0063344463613352,-0.0063344463613352,0.0,0.0,,,1.6653345369377348e-16,,,-0.0041918701733478,-0.0041918701733478,-0.0041918701733478,0.0,0.0,,,0.246031746031746,,,-0.0011961722488037,0.008425009434362,-0.00535183390194555,0.0,0.0,-0.00535183390194555,-0.00535183390194555,-0.00535183390194555,0.0,0.0,0.0,0.12301587301587308,,,
2011-02-28,0.0394375352067684,0.0394375352067684,0.0394375352067684,0.0,0.0,,,0.2896825396825398,,,-0.0200330425838699,-0.0200330425838699,-0.0200330425838699,0.0,0.0,,,0.373015873015873,,,0.0179640718562874,0.0092068339091384,0.01102693611651345,0.0,0.0,0.01102693611651345,0.01102693611651345,0.01102693611651345,0.0,0.0,0.0,0.3313492063492064,,,
2011-03-31,0.0764563101085921,0.0764563101085921,0.0764563101085921,0.0,0.0,,,0.2361111111111111,,,0.0285023081341944,0.0285023081341944,0.0285023081341944,0.0,0.0,,,0.280952380952381,,,-0.0367647058823529,0.0083962336135297,0.05005812450828574,0.0,0.0,0.05005812450828574,0.05005812450828574,0.05005812450828574,0.0,0.0,0.0,0.25853174603174606,,,
2011-04-29,0.0297520309444214,0.0297520309444214,0.0297520309444214,0.0,0.0,,,0.4537037037037038,,,0.0187208463229467,0.0187208463229467,0.0187208463229467,0.0,0.0,,,0.2063492063492064,,,-0.0293129770992366,0.0098530343909919,0.02230599672170045,0.0,0.0,0.02230599672170045,0.02230599672170045,0.02230599672170045,0.0,0.0,0.0,0.3300264550264551,,,
2011-05-31,0.0204271044370787,0.0204271044370787,0.0204271044370787,0.0,0.0,,,0.263888888888889,,,0.0142091432943024,0.0142091432943024,0.0142091432943024,0.0,0.0,,,0.2166666666666667,,,-0.0301981755268953,0.0095352522070444,0.018038709032453602,0.0,0.0,0.018038709032453602,0.018038709032453602,0.018038709032453602,0.0,0.0,0.0,0.24027777777777787,,,
2011-06-30,0.0471384531897188,0.0471384531897188,0.0471384531897188,0.0,0.0,,,0.1898148148148148,,,-0.0146679813465185,-0.0146679813465185,-0.0146679813465185,0.0,0.0,,,0.3849206349206349,,,-0.0512487836522866,0.0096752606328669,0.01043071545842555,0.0,0.0,0.01043071545842555,0.01043071545842555,0.01043071545842555,0.0,0.0,0.0,0.2873677248677248,,,
2011-07-29,0.0252079381684667,0.0252079381684667,0.0252079381684667,0.0,0.0,,,0.2526455026455026,,,-0.0128699180558539,-0.0128699180558539,-0.0128699180558539,0.0,0.0,,,0.0476190476190476,,,-0.0294017094017093,0.0107048962089579,0.0055161449805153,-0.08857645813340803,0.0,0.0055161449805153,0.0055161449805153,0.0055161449805153,0.0,0.0,0.0,0.15013227513227512,,,
2011-08-31,-0.020892197294642,-0.020892197294642,-0.020892197294642,0.0,0.0,,,0.210978835978836,,,0.0159180936552605,0.0159180936552605,0.0159180936552605,0.0,0.0,,,0.1587301587301587,,,-0.0991546319126452,0.009398254167376,0.003484701222316744,-0.08699109097418754,0.0,0.003484701222316744,0.003484701222316744,0.003484701222316744,0.0,0.0,0.0,0.18485449735449733,,,
2011-09-30,0.0024888658551471,0.0024888658551471,0.0024888658551471,0.0,0.0,,,0.3035714285714285,,,-0.0271943398294266,-0.0271943398294266,-0.0271943398294266,0.0,0.0,,,0.1428571428571429,,,0.0885630498533724,0.0087894824651426,-0.0031016194732018994,0.045254293895621675,0.0,-0.0031016194732018994,-0.0031016194732018994,-0.0031016194732018994,0.0,0.0,0.0,0.2232142857142857,,,
2011-10-31,0.0858091223500332,0.0858091223500332,0.0858091223500332,0.0,0.0,,,0.1250000000000001,,,-0.0399799102063101,-0.0399799102063101,-0.0399799102063101,0.0,0.0,,,0.130952380952381,,,0.0255028735632183,0.0085674242118487,0.021335284912724954,-0.0349546366947493,0.0,0.021335284912724954,0.021335284912724954,0.021335284912724954,0.0,0.0,0.0,0.12797619047619055,,,
2011-11-30,0.0498164610449413,0.0498164610449413,0.0498164610449413,0.0,0.0,,,0.2096560846560847,,,0.0466092392282655,0.0466092392282655,0.0466092392282655,0.0,0.0,,,0.1924603174603175,,,-0.0103327495621716,0.0090473734892551,0.0550213796656379,-0.019242778772563415,0.0,0.0550213796656379,0.0550213796656379,0.0550213796656379,0.0,0.0,0.0,0.2010582010582011,,,
2011-12-29,-0.0202181348463909,-0.0202181348463909,-0.0202181348463909,0.0,0.0,,,0.3564814814814817,,,0.0056927049750716,0.0056927049750716,0.0056927049750716,0.0,0.0,,,0.3015873015873016,,,0.1095381348433905,0.008831645758438,0.006910391511389201,-0.026218703651022055,0.0,0.006910391511389201,0.006910391511389201,0.006910391511389201,0.0,0.0,0.0,0.3290343915343916,,,
2012-01-31,-0.0117151077483346,-0.0117151077483346,-0.0117151077483346,0.0,0.0,,,0.2420634920634921,,,-0.0195152334640739,-0.0195152334640739,-0.0195152334640739,0.0,0.0,,,0.1333333333333334,,,0.0389154704944179,0.0074148361456796,-0.0143778717875545,-0.04478916823948887,0.0,-0.0143778717875545,-0.0143778717875545,-0.0143778717875545,0.0,0.0,0.0,0.18769841269841275,,,
2012-02-29,0.058379346637728,0.058379346637728,0.058379346637728,0.0,0.0,,,0.1527777777777777,,,0.0095319248682594,0.0095319248682594,0.0095319248682594,0.0,0.0,,,0.3277777777777779,,,-0.0322382560638624,0.0080549201546651,0.038803981731178,-0.05943503342541443,0.0,0.038803981731178,0.038803981731178,0.038803981731178,0.0,0.0,0.0,0.2402777777777778,,,
2012-03-30,0.0420222658216605,0.0420222658216605,0.0420222658216605,0.0,0.0,,,0.3611111111111111,,,0.013096399014176,0.013096399014176,0.013096399014176,0.0,0.0,,,0.3500000000000001,,,-0.037753807106599,0.0069719806111598,0.0348268212996117,-0.08954272615415576,0.0,0.0348268212996117,0.0348268212996117,0.0348268212996117,0.0,0.0,0.0,0.3555555555555556,,,
2012-04-30,-0.0019967920703951,-0.0019967920703951,-0.0019967920703951,0.0,0.0,,,0.3425925925925925,,,0.0212732195634056,0.0212732195634056,0.0212732195634056,0.0,0.0,,,0.28505291005291,,,-0.1374876360039564,0.0073093626688405,0.014236806397059749,-0.10193096058315781,0.0,0.014236806397059749,0.014236806397059749,0.014236806397059749,0.0,0.0,0.0,0.3138227513227513,,,
2012-05-31,-0.0020229006315213,-0.0020229006315213,-0.0020229006315213,0.0,0.0,,,0.4259259259259259,,,0.008199326063586,0.008199326063586,0.008199326063586,0.0,0.0,,,0.2585978835978836,,,0.0204510703363913,0.006386582234745,0.0033912199757417005,-0.02970273226391923,0.0,0.0033912199757417005,0.0033912199757417005,0.0033912199757417005,0.0,0.0,0.0,0.34226190476190477,,,
2012-06-29,-0.0091429508434493,-0.0091429508434493,-0.0091429508434493,0.0,0.0,,,0.2194444444444445,,,-0.0006242624388888,-0.0006242624388888,-0.0006242624388888,0.0,0.0,,,0.242857142857143,,,0.0520696759692826,0.0067345607664746,-0.006855197398621249,-0.04081233529743247,0.0,-0.006855197398621249,-0.006855197398621249,-0.006855197398621249,0.0,0.0,0.0,0.23115079365079375,,,
2012-07-31,-0.0383221980282759,-0.0383221980282759,-0.0383221980282759,0.0,0.0,,,0.3111111111111111,,,-0.020710356691206,-0.020710356691206,-0.020710356691206,0.0,0.0,,,0.237037037037037,,,0.0040947124799715,0.006849965314555,-0.03773759018260115,-0.06250426820777227,0.0,-0.03773759018260115,-0.03773759018260115,-0.03773759018260115,0.0,0.0,0.0,0.274074074074074,,,
2012-08-31,-0.0385235137192122,-0.0385235137192122,-0.0385235137192122,0.0,0.0,,,0.3101851851851853,,,0.0148421718794826,0.0148421718794826,0.0148421718794826,0.0,0.0,,,0.4179894179894181,,,0.0328014184397162,0.0053699652661856,-0.01853566293847705,-0.07062084276228582,0.0,-0.01853566293847705,-0.01853566293847705,-0.01853566293847705,0.0,0.0,0.0,0.3640873015873017,,,
2012-09-28,0.0281732948610751,0.0281732948610751,0.0281732948610751,0.0,0.0,,,0.2851851851851852,,,0.0175834885501139,0.0175834885501139,0.0175834885501139,0.0,0.0,,,0.3253968253968254,,,-0.030214592274678,0.0060635437477432,0.030274088797687497,-0.08418385134323773,0.0,0.030274088797687497,0.030274088797687497,0.030274088797687497,0.0,0.0,0.0,0.3052910052910053,,,
2012-10-31,0.003373246553141,0.003373246553141,0.003373246553141,0.0,0.0,,,0.3871212121212121,,,0.0219577143070535,0.0219577143070535,0.0219577143070535,0.0,0.0,,,0.2592592592592594,,,0.0070808992742077,0.0054434357424766,0.01448235133732275,-0.11441986676645154,0.11441986676645154,0.015292546888864259,0.015292546888864259,0.015292546888864259,0.0,0.0,0.0,0.32319023569023575,,,
2012-11-30,-0.0116418334880391,-0.0116418334880391,-0.0116418334880391,0.0,0.0,,,0.4617845117845118,,,-0.0066392625161035,-0.0066392625161035,-0.0066392625161035,0.0,0.0,,,0.4666666666666668,,,0.0689049042010898,0.0053367835937783,-0.014462782382828849,-0.10993864080177453,0.11441986676645154,-0.0065786924245850465,-0.0065786924245850465,-0.0065786924245850465,0.0,0.0,0.0,0.4642255892255893,,,
2012-12-28,0.0207705992965001,0.0207705992965001,0.0207705992965001,0.0,0.0,,,0.3026936026936027,,,0.0327436060500264,0.0327436060500264,0.0327436060500264,0.0,0.0,,,0.3379629629629632,,,-0.0348626870580497,0.0058674693110101,0.03369219427705805,-0.12229735724537158,0.12229735724537158,0.029428579783386154,0.029428579783386154,0.029428579783386154,0.0,0.0,0.0,0.32032828282828296,,,
2013-01-31,0.0369162545387361,0.0369162545387361,0.0369162545387361,0.0,0.0,,,0.3765993265993266,,,0.0122800873363283,0.0122800873363283,0.0122800873363283,0.0,0.0,,,0.3064814814814814,,,-0.0521383540637245,0.0048168792349088,0.03425556581574815,-0.1564363038843417,0.1564363038843417,0.026099234415405945,0.026099234415405945,0.026099234415405945,0.0,0.0,0.0,0.341540404040404,,,
2013-02-28,0.0367691757002993,0.0367691757002993,0.0367691757002993,0.0,0.0,,,0.2580031989388887,,,0.0300367302399085,0.0300367302399085,0.0300367302399085,0.0,0.0,,,0.2133838383838384,,,-0.0131224159626102,0.0053785826201142,0.041842025876397945,-0.17245504273098372,0.17245504273098372,0.03957899907083226,0.03957899907083226,0.03957899907083226,0.0,0.0,0.0,0.23569351866136354,,,
2013-03-28,0.0367279438010377,0.0367279438010377,0.0367279438010377,0.0,0.0,,,0.2481481481481481,,,0.0160934083307955,0.0160934083307955,0.0160934083307955,0.0,0.0,,,0.3297739297739299,,,-0.0127504553734061,0.0060162529190699,0.0338176579511627,-0.1787341528845864,0.1787341528845864,0.03153871611110424,0.03153871611110424,0.03153871611110424,0.0,0.0,0.0,0.288961038961039,,,
2013-04-30,0.0135554512416551,0.0135554512416551,0.0135554512416551,0.0,0.0,,,0.3413927409690121,,,0.0676090881759091,0.0676090881759091,0.0676090881759091,0.0,0.0,,,0.2462962962962963,,,-0.0309963099630996,0.005866780142933,0.05105530968897915,-0.1815410738924255,0.1815410738924255,0.04542820629157556,0.04542820629157556,0.04542820629157556,0.0,0.0,0.0,0.2938445186326542,,,
2013-05-31,0.0141050210444985,0.0141050210444985,0.0141050210444985,0.0,0.0,,,0.2905497604299553,,,0.0056357175167418,0.0056357175167418,0.0056357175167418,0.0,0.0,,,0.4686868686868686,,,-0.1146230007616146,0.0059194410254053,0.021926424155279997,-0.21030709077080392,0.21030709077080392,-0.0021796056703148117,-0.0021796056703148117,-0.0021796056703148117,0.0,0.0,0.0,0.37961831455841194,,,
2013-06-28,0.0587097163544327,0.0587097163544327,0.0587097163544327,0.0,0.0,,,0.2438735177865613,,,-0.0138893001062388,-0.0138893001062388,-0.0138893001062388,0.0,0.0,,,0.2457912457912459,,,0.0303225806451612,0.007106815213955,0.02863220414113015,-0.059292160932519225,0.21030709077080392,0.03500925786127709,0.03500925786127709,0.03500925786127709,0.0,0.0,0.0,0.2448323817889036,,,
2013-07-31,0.0102233264011122,0.0102233264011122,0.0102233264011122,0.0,0.0,,,0.0909090909090911,,,-0.0230045304473998,-0.0230045304473998,-0.0230045304473998,0.0,0.0,,,0.2555555555555555,,,0.060738885410144,0.0069759345084061,-0.00550363738447715,-0.04167574256244353,0.21030709077080392,0.0072701809027914625,0.0072701809027914625,0.0072701809027914625,0.0,0.0,0.0,0.1732323232323233,,,
2013-08-30,3.028950656570117e-05,3.028950656570117e-05,3.028950656570117e-05,0.0,0.0,,,0.3531986531986532,,,0.0184335451367473,0.0184335451367473,0.0184335451367473,0.0,0.0,,,0.2832491582491582,,,0.0100354191263281,0.0069910892522369,0.0082139915448564,-0.09423818915155154,0.21030709077080392,0.010324511345980145,0.010324511345980145,0.010324511345980145,0.0,0.0,0.0,0.3182239057239057,,,
