run_id,band_keep,band_add,sector_tol,exit_cap_frac,ls_turnover_budget,micro_add_frac,overlay_band,train_mean,train_drawdown,train_turnover,train_alpha,train_alpha_t,train_sharpe,constraints_pass,oos_mean,oos_drawdown,oos_turnover,oos_alpha,oos_alpha_t,oos_sharpe
run_21,0.7875420331134121,0.9262914571717706,0.09948878939427994,0.06653848922085596,0.25816269384746726,0.023490463147811367,0.09966058590623485,0.009405580938005484,-0.053564464060524175,0.31467580626436686,0.008663730777134946,4.15548482591324,1.581467282174686,True,,,,,,
run_22,0.8330196732594056,0.9464604553940092,0.08446787634207097,0.05445337359781136,0.24648934201417905,0.027364558001149775,0.12989722429867026,0.008668271509307218,-0.05805782628465883,0.3264238994327564,0.007968379180400428,4.036368139234094,1.4161223099543123,True,,,,,,
run_23,0.7973738655174379,0.921998655539848,0.08931300626462216,0.07209116161414418,0.28337120542626665,0.026267273694759678,0.12513399116239943,0.010065552248712799,-0.04184682807608975,0.32120499926260454,0.009567451218936308,4.8323565750021515,1.6237999388857487,True,,,,,,
run_24,0.7936867251262245,0.9148967724947459,0.09151073464430952,0.05174544555163711,0.31940711157332813,0.03406612028709598,0.10195833754075251,0.009531641655304443,-0.05671702397173872,0.32171898187776543,0.008853365980651819,4.178632754271126,1.5588260950234432,True,,,,,,
run_25,0.8248682669567425,0.9249692667628289,0.09287286021350244,0.05428321773357316,0.30214446219071106,0.018217239333527546,0.10805453757911389,0.009846152858832734,-0.05676698746190889,0.3410317005809726,0.009023120849121328,4.254460014051353,1.6528153484419221,True,,,,,,
run_26,0.8201633413957601,0.9472236568522885,0.100252691633966,0.07481213536240713,0.3085761366105551,0.0283511133806603,0.11172990300264306,0.008542619936540062,-0.05760880292902437,0.3352655370280118,0.007856055774301759,3.9331821354842864,1.3872708827738243,True,,,,,,
run_27,0.8111067877639915,0.9154123966992902,0.10668133206139492,0.06600863830198586,0.3095882845436702,0.019256365168189158,0.1060616604165161,0.009840665529720249,-0.0571177695118833,0.33109960129198446,0.009324863632758095,4.480536877538898,1.5819806257849092,True,,,,,,
run_28,0.8274419169388902,0.9430189919685799,0.0993900963275984,0.05330246681605566,0.25296836814650303,0.03324498089819993,0.1290389899846826,0.008871387734673143,-0.05776555492222102,0.3338970872248708,0.008177378698390645,4.128689950372942,1.4384431859507156,True,,,,,,
run_29,0.8258209844735921,0.9391253653969064,0.09370756827187113,0.06491880450977104,0.30383957141711443,0.03379199623232805,0.11538818461370678,0.00895431148773638,-0.05507202503968778,0.33735880279925473,0.008362582860595914,4.139132611198523,1.5150496484809646,True,,,,,,
run_30,0.7976416000938147,0.9495876060889384,0.10799844019338348,0.06343018979139756,0.2780018160177075,0.016161895292733798,0.09542294702397804,0.007339796317743575,-0.05962054939402894,0.3193477182446341,0.006717235354731467,3.5398707023665352,1.2176363779201367,True,,,,,,
run_31,0.8041773123046417,0.9066178043322051,0.10675861544073588,0.07133557085045124,0.24764835203629096,0.03291388995005794,0.11168077238036737,0.010831059391876778,-0.03872935019353507,0.3231836835669858,0.01030387193324444,5.694542699142827,1.7839417615127817,True,0.00877972753077962,-0.050916933842425904,0.28577690208042045,0.009101392460787767,4.8815293750547255,1.2934803194896782
run_32,0.8043411905770039,0.9572218231069919,0.09634254944783746,0.06067973905564882,0.29905921523559226,0.017563321654614054,0.10230005627355128,0.007341707416155074,-0.06195230289992326,0.32613201592034546,0.006660285437644382,3.2543962540930513,1.2221976146945204,True,,,,,,
run_33,0.7971855137706972,0.9184573667155607,0.0902754138221661,0.06199939431645709,0.29335453052318783,0.02006401804509678,0.1298331553953405,0.010299559298470602,-0.04230874072635238,0.3212544946122091,0.009740546680134516,4.812155292924579,1.6539035491488057,True,,,,,,
run_34,0.8017476579664652,0.9020603010013799,0.08021303757943275,0.0569028054217175,0.30408358703868604,0.03359788242403915,0.10035751931953067,0.010485471606691433,-0.05800093720573907,0.3258803379029611,0.010055132766569413,5.517324862262313,1.7053105444098682,True,,,,,,
run_35,0.8319536627911339,0.9263088982833042,0.08287976421001536,0.07381893689338347,0.2765687975868073,0.02327514643643764,0.10991794084116094,0.00994951641914265,-0.05545369316785398,0.3427788455681026,0.009113396026589032,4.228432267958297,1.6530319925065522,True,,,,,,
run_36,0.8021816947049631,0.9007768648241776,0.1016010736773398,0.07076018303757592,0.28587143628242195,0.024509833928442692,0.12946307830361334,0.010839967894574509,-0.034681533780013374,0.32482985843963813,0.010269483849300473,5.56278781163698,1.7825161336039388,True,0.009943059509702132,-0.05433370775166213,0.2891418604147158,0.009892119906177665,4.898305825741074,1.4852265325113256
run_37,0.8063940689484814,0.9146173923771131,0.10847796075613661,0.05595011408645805,0.2634873765222611,0.02873950780857834,0.11449408519665136,0.010256492401997903,-0.04030069361783806,0.3234072241459267,0.009688469781426276,4.74567164366357,1.695130916680199,True,,,,,,
run_38,0.811368448376625,0.9489735507485965,0.10958200274006377,0.05729711997198875,0.26529130432355796,0.0259396688541938,0.11665080712073383,0.008474324692229083,-0.0543538778978796,0.3257234449697064,0.0077947542213374155,3.9360351701064418,1.3863005447870922,True,,,,,,
run_39,0.7856065482598172,0.9254170830355588,0.08553623951281072,0.061353673195009895,0.2594784640186641,0.015164201616213775,0.09255080633766953,0.009411629334210145,-0.04841438149343025,0.3134844222519268,0.008670875971454509,4.312922492003099,1.5964981470385162,True,,,,,,
run_40,0.7860186654063352,0.9408978065562917,0.10820699039663847,0.06043200946053466,0.28271163626155477,0.025252385514736624,0.11657131912520742,0.007607313868095587,-0.05632935893840296,0.31120810584193687,0.007106936238757926,3.8329041005872777,1.264768110132442,True,,,,,,
run_41,0.805766018043774,0.9490732267065709,0.09298290145904825,0.0553930698243142,0.2643444897095641,0.026148894613248593,0.09434808728855747,0.007455735262220677,-0.05879348120454797,0.3240713264465205,0.006816921872318306,3.6076334733299094,1.249577624756829,True,,,,,,
run_42,0.8328300618142133,0.9051873280325936,0.08375479533313673,0.06134588534045104,0.24278578781836396,0.02960091625794487,0.11778229161017602,0.01057528578738569,-0.0402243124079672,0.3428207987046253,0.009968821790109064,5.264472421576376,1.705500532140929,True,,,,,,
