month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2021-09-30,2021-10-01,RCSL4,1,0.75,liquidity_slump,21,0,2007042.0,4564964.0,0
2021-09-30,2021-10-01,VSTE3,1,0.75,liquidity_slump,21,0,1254173.0,2404495.0,0
