month_end,trade_date,ticker,score,multiplier,flags,trading_days,max_halt_run,short_median_volume,long_median_volume,zero_volume_days
2023-04-28,2023-05-02,LUPA3,1,0.75,liquidity_slump,21,0,2391539.0,5944364.0,0
2023-04-28,2023-05-02,OIBR3,1,0.75,liquidity_slump,21,0,7744861.0,22780262.0,0
