date,LS_pre_overlay,LS,D10,CDI,BOVA11
2011-02-02,0.9892280708548419,0.9892280708548419,0.9901265185650647,1.0,1.0
2011-02-03,0.9864985813272902,0.9864985813272902,0.9645094875600349,1.0004192169018533,1.0012126724268606
2011-02-04,0.9898840587984125,0.9898840587984125,0.952770369000752,1.0008386077750864,0.9781718963165075
2011-02-07,0.9861168319556,0.9861168319556,0.9457125880780847,1.0012581764857307,0.9804456571168714
2011-02-08,0.9939797376023494,0.9939797376023494,0.9630267445178124,1.001677919167755,0.9830225860239501
2011-02-09,0.9941801837713985,0.9941801837713985,0.9424023448808767,1.0020978396871902,0.9601333939669547
2011-02-10,0.9839616783188738,0.9839616783188738,0.9249407632796165,1.0025182937188581,0.9678641806881916
2011-02-11,0.9864985143792492,0.9864985143792492,0.938659638982477,1.0029385660470844,0.9839320903440957
2011-02-14,1.0015061019571516,1.0015061019571516,0.9661685429680597,1.0033593718875433,0.9978778232529938
2011-02-15,1.007819854756216,1.007819854756216,0.9747840131940962,1.003780355565413,0.9939366378656964
2011-02-16,1.0059447359845226,1.0059447359845226,0.9903231757070723,1.0042015170806937,1.00879187509474
2011-02-17,1.0033574640821763,1.0033574640821763,0.9896463806172495,1.0046228525673546,1.0137941488555402
2011-02-18,1.0120817213505344,1.0120817213505344,1.0031457817231086,1.0050447254322787,1.0231923601637107
2011-02-21,1.0153836662049982,1.0153836662049982,0.99418955007949,1.0054667761346139,1.00879187509474
2011-02-22,1.01244927311878,1.01244927311878,0.9786661623743098,1.0058890046743598,0.9954524783992724
2011-02-23,1.0036515382368065,1.0036515382368065,0.9684878054990455,1.006311407185486,1.0034864332272244
2011-02-24,1.0021586333451897,1.0021586333451897,0.9608782564776638,1.0067339875340227,1.0056086099742307
2011-02-25,1.0079563691625297,1.0079563691625297,0.9645137975288235,1.0071567457199708,1.0034864332272244
2011-02-28,1.008131059210404,1.008131059210404,0.9730082445930636,1.007579322202477,1.0118235561618918
2011-03-01,1.0088775818063358,1.0088775818063358,0.9695744190436164,1.0080024360632467,0.996665150826133
2011-03-02,1.0117056708661054,1.0117056708661054,0.9827898647625924,1.008425727761427,1.0084887069880248
2011-03-03,1.0109342875630052,1.0109342875630052,0.9880051429454948,1.0088664475258728,1.022434439896923
2011-03-04,1.0068276545886685,1.0068276545886685,0.9826460412775049,1.0093073605918523,1.022737608003638
2011-03-09,1.0151492927887,1.0151492927887,0.9929988663504887,1.0097484669593653,1.0081855388813097
2011-03-10,1.015396464540277,1.015396464540277,0.9813397821581747,1.010189762762381,0.9890859481582538
2011-03-11,1.0180821298178275,1.0180821298178275,0.9885546954683233,1.0106312518669305,0.9993936637865697
2011-03-14,1.01949418668992,1.01949418668992,0.9920735536270214,1.0110729342730134,1.0065181142943762
2011-03-15,1.0221545535316925,1.0221545535316925,0.9881606300785264,1.0115151695214823,1.005911778080946
2011-03-16,1.0211617234590449,1.0211617234590449,0.9797116434711933,1.0119575980714848,0.9868121873578898
2011-03-17,1.0267354331003093,1.0267354331003093,0.9837383791745277,1.0123998603821684,0.9896922843716842
2011-03-18,1.0273014443242738,1.0273014443242738,0.9788844675548837,1.012842675535238,1.0030316810671518
2011-03-21,1.0355879349724386,1.0355879349724386,0.9834503583442887,1.0132853244489888,0.9986357435197816
2011-03-22,1.0404012490398515,1.0404012490398515,0.9974228611944849,1.013728166664273,1.0106108837350312
2011-03-23,1.0395617777149782,1.0395617777149782,0.9963053882530906,1.014171565587974,1.0148552372290436
2011-03-24,1.0404592748175088,1.0404592748175088,1.0002476871948298,1.0146151578132083,1.0118235561618918
2011-03-25,1.0430207813849657,1.0430207813849657,1.003812586624517,1.0150589433399766,1.014248901015613
2011-03-28,1.047002753855545,1.047002753855545,1.0027657063346687,1.0155032817091305,1.0063665302410187
2011-03-29,1.0464205676066838,1.0464205676066838,1.0005876667246698,1.0159478172458487,1.0095497953615278
2011-03-30,1.0485447182353327,1.0485447182353327,1.0092294887793731,1.0163925460841006,1.0187964226163406
2011-03-31,1.0488752532835908,1.0488752532835908,1.0172001127283323,1.0168374682238859,1.0239502804304987
2011-04-01,1.0516847569275571,1.0516847569275571,1.0354484338751953,1.0172829470720879,1.0381991814461118
2011-04-04,1.0508041379721909,1.0508041379721909,1.0358357574684058,1.017728259680971,1.0445657116871305
2011-04-05,1.0530774194157524,1.0530774194157524,1.0365104846599338,1.0181734060505352,1.0447172957404882
2011-04-06,1.0597342020402127,1.0597342020402127,1.032711452294815,1.0186183861807807,1.0339548279520994
2011-04-07,1.0581038484313592,1.0581038484313592,1.0289380529849945,1.0190639230194427,1.034409580112172
2011-04-08,1.063650695037488,1.063650695037488,1.0284063812820026,1.0195092897527553,1.0297104744580872
2011-04-11,1.0720818613869203,1.0720818613869203,1.0400771109862867,1.0199548536536318,1.0200090950432015
2011-04-12,1.07321295536868,1.07321295536868,1.02301254298711,1.0204002474491594,1.0019705926936484
2011-04-13,1.0747507721750356,1.0747507721750356,1.0182801201642142,1.0208465613599862,0.996665150826133
2011-04-14,1.0820106574478787,1.0820106574478787,1.0204712989351414,1.0212934358452603,0.9928755494921935
2011-04-15,1.0799890380881447,1.0799890380881447,1.020753574759005,1.0217405036320684,0.9984841594664242
2011-04-18,1.0858910379000153,1.0858910379000153,1.013535206742792,1.0221888588070895,0.9815067454903744
2011-04-19,1.0917631358549102,1.0917631358549102,1.0258606911830623,1.0226363209290257,0.988934364104896
2011-04-20,1.0904977553971849,1.0904977553971849,1.0334480354063365,1.0230832495387294,1.0042443534940124
2011-04-25,1.1010880746352423,1.1010880746352423,1.0389362445826125,1.0235390970811915,1.0021221767470063
2011-04-26,1.1124927627505914,1.1124927627505914,1.0441757033464008,1.0239955090641313,1.002880097013794
2011-04-27,1.1176983113855685,1.1176983113855685,1.0407231796107186,1.0244521259466968,0.9913597089586176
2011-04-28,1.1214131372375555,1.1214131372375555,1.029635081615375,1.0249089477288877,0.9833257541306655
2011-04-29,1.1234766098161308,1.1234766098161308,1.0413854960815523,1.0253667012244707,0.9883280278914659
2011-05-02,1.140950375351806,1.140950375351806,1.0462508906073946,1.0258242923467653,0.9821130817038048
2011-05-03,1.1434304068259842,1.1434304068259842,1.0346342119608734,1.0262820883686854,0.9624071547673184
2011-05-04,1.1521430816926659,1.1521430816926659,1.0402653401915367,1.026740089290231,0.9534636956192208
2011-05-05,1.141316942239199,1.141316942239199,1.0445090399256018,1.0271982951114023,0.9501288464453539
2011-05-06,1.1508482023190096,1.1508482023190096,1.0673142781842524,1.0276567058321993,0.9652872517811126
2011-05-09,1.155867863479134,1.155867863479134,1.068095001371461,1.0281149541797079,0.9671062604214036
2011-05-10,1.1545696123722848,1.1545696123722848,1.0627680961046997,1.0285734074268422,0.9702895255419131
2011-05-11,1.1542720887191322,1.1542720887191322,1.0560360667929138,1.029031702166719,0.9542216158860088
2011-05-12,1.1549536904973603,1.1549536904973603,1.0598963276197442,1.0294898345333074,0.9592238896468092
2011-05-13,1.1609555507064928,1.1609555507064928,1.0616240431688073,1.0299481717995216,0.9458844929513415
2011-05-16,1.1596609417394115,1.1596609417394115,1.0593069373534258,1.0304063466924476,0.9396695467636804
2011-05-17,1.151833535257491,1.151833535257491,1.0530018493019784,1.030865457164796,0.9520994391390026
2011-05-18,1.1572190204308825,1.1572190204308825,1.0490203797547988,1.0313247725367698,0.9414885554039715
2011-05-19,1.1661935715613985,1.1661935715613985,1.0461302966909996,1.0317842928083694,0.9317871759890859
2011-05-20,1.1624134959234131,1.1624134959234131,1.042179063730592,1.0322447602574831,0.9358799454297407
2011-05-23,1.1691019959275057,1.1691019959275057,1.0383711565276297,1.0327054210081306,0.9340609367894497
2011-05-24,1.164299854165212,1.164299854165212,1.0458867444389135,1.0331659232515205,0.9489161740184933
2011-05-25,1.1646968701932137,1.1646968701932137,1.0451625860648233,1.033626630394536,0.9489161740184933
2011-05-26,1.1677264774100358,1.1677264774100358,1.0522266121006703,1.0340871751642633,0.9625587388206761
2011-05-27,1.1705733290674263,1.1705733290674263,1.0550224117087832,1.03454829210653,0.9625587388206761
2011-05-30,1.1633758378178451,1.1633758378178451,1.0507651203423027,1.0350092466755085,0.9566469607397302
