month_end,trade_date,sleeve,cohort_id,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,AESB3,L,CLOSE,-0.0499999999999999,13.78352201,-2721,-37504.96338921,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,ALPA4,L,CLOSE,-0.0499999999999999,39.13298746,-958,-37489.40198668,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,AZUL4,L,OPEN,0.0555555555555555,38.8,1074,41671.2,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,AZZA3,L,BUY,0.0055555555555555,69.00503899,60,4140.3023394,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,BHIA3,L,CLOSE,-0.0499999999999999,298.75,-126,-37642.5,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,BIDI3,L,BUY,0.0055555555555555,25.58951076,163,4171.09025388,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,BMOB3,L,OPEN,0.047619047619047596,16.98438059,2103,35718.15238077,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,BRAP4,L,BUY,0.0055555555555555,16.93538085,246,4166.1036891,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,CAML3,L,BUY,0.0055555555555555,8.541997418,488,4168.494739983999,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,CIEL3,L,SELL,-0.0023809523809523933,2.845630298,-628,-1787.055827144,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,CPLE6,L,SELL,-0.0023809523809523933,4.412913685,-405,-1787.2300424250002,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,CSMG3,L,SELL,-0.0023809523809523933,11.63031056,-154,-1791.06782624,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,CSUD3,L,CLOSE,-0.0499999999999999,20.11412297,-1864,-37492.72521608,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,CYRE3,L,OPEN,0.0555555555555555,20.15020573,2068,41670.62544964,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,CYRE3,L,SELL,-0.0023809523809523933,20.15020573,-89,-1793.36830997,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,DEXP3,L,BUY,0.0055555555555555,9.773355922,426,4163.449622772,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,DEXP3,L,SELL,-0.0023809523809523933,9.773355922,-183,-1788.5241337260002,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,DXCO3,L,OPEN,0.0555555555555555,16.74155392,2489,41669.72770688,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,ELET3,L,CLOSE,-0.04999999999999999,32.6203993,-1150,-37513.459195,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,ENAT3,L,SELL,-0.0023809523809523933,13.70969318,-130,-1782.2601134000001,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,ENEV3,L,BUY,0.0055555555555555,14.68,284,4169.12,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,FESA4,L,CLOSE,-0.04999999999999999,8.734890188,-4293,-37498.883577084,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,FRAS3,L,OPEN,0.0555555555555555,10.34879024,4026,41664.22950624,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,GOAU4,L,OPEN,0.047619047619047596,8.975995522,3979,35715.486182038,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,GRND3,L,OPEN,0.047619047619047596,5.546455041,6439,35713.624008998995,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,HGTX3,L,CLOSE,-0.04999999999999999,27.23,-1377,-37495.71,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,ISAE4,L,CLOSE,-0.0499999999999999,19.68810912,-1905,-37505.8478736,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,JHSF3,L,SELL,-0.0023809523809523933,5.069177356,-352,-1784.350429312,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,JSLG3,L,SELL,-0.0023809523809523933,8.194435307,-218,-1786.3868969259997,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,LIGT3,L,OPEN,0.0555555555555555,17.14039193,2431,41668.29278183,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,LOGG3,L,CLOSE,-0.0499999999999999,23.7208292,-1581,-37502.6309652,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,LWSA3,L,OPEN,0.0555555555555555,27.96476092,1490,41667.4937708,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,MBRF3,L,CLOSE,-0.0499999999999999,11.99917492,-3125,-37497.421625,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,MBRF3,L,SELL,-0.0023809523809523933,11.99917492,-149,-1787.87706308,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,MGLU3,L,BUY,0.0055555555555555,193.8638786,21,4071.1414506,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,OIBR3,L,BUY,0.0055555555555555,168.4355938,25,4210.889845,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,PCAR3,L,SELL,-0.0023809523809523933,15.90423886,-112,-1781.27475232,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,PRIO3,L,BUY,0.0055555555555555,18.55220173,225,4174.24538925,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,PSSA3,L,SELL,-0.0023809523809523933,19.86912138,-90,-1788.2209242,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,RANI3,L,SELL,-0.0023809523809523933,4.931993494,-362,-1785.3816448280002,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,ROMI3,L,SELL,-0.0023809523809523933,19.58392245,-91,-1782.13694295,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,SAPR11,L,SELL,-0.0023809523809523933,15.76309962,-113,-1781.23025706,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,SEER3,L,SELL,-0.0023809523809523933,12.45828845,-143,-1781.5352483499998,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,SHUL4,L,CLOSE,-0.0499999999999999,4.403397153,-8516,-37499.330154948,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,SIMH3,L,BUY,0.0055555555555555,9.990110142,417,4165.875929214,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,SMLS3,L,CLOSE,-0.04999999999999999,21.47,-1747,-37508.09,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,TAEE11,L,CLOSE,-0.0499999999999999,26.4637396,-1417,-37499.1190132,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,TASA4,L,BUY,0.0055555555555555,19.53300666,213,4160.5304185800005,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,TASA4,L,OPEN,0.047619047619047596,19.53300666,1828,35706.336174480006,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,TIMS3,L,SELL,-0.0023809523809523933,9.085900954,-197,-1789.922487938,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,D10,TPIS3,L,OPEN,0.047619047619047596,14.8539775,2404,35708.96191,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,D10,VULC3,L,OPEN,0.0555555555555555,5.445416205,7652,41668.32480066,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,ABEV3,S,BUY,0.008380197776967507,11.93963043,526,6280.245606179999,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,AESB3,L,CLOSE,-0.0338245963371827,13.78352201,-1840,-25361.6804984,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,ALOS3,S,BUY,0.0088739482161442,22.15168645,300,6645.505935,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,ALPA4,S,BUY,0.008380197776967507,39.13298746,161,6300.41098106,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,AMAR3,S,BUY,0.0088739482161442,21.68560596,307,6657.48102972,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,AMAR3,S,OPEN,-0.027790563256735224,21.68560596,-961,-20839.86732756,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,AMER3,S,CLOSE,0.03617076103370273,6609.092409,4,26436.369636,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,APER3,S,OPEN,-0.027790563256735224,55.49372973,-376,-20865.64237848,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,AZUL4,L,OPEN,0.0377450449751339,38.8,730,28324.0,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,AZUL4,S,BUY,0.008380197776967507,38.8,162,6285.599999999999,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,AZZA3,L,BUY,0.0039204486379512,69.00503899,43,2967.2166765700003,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,AZZA3,S,BUY,0.008380197776967507,69.00503899,91,6279.4585480900005,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,B3SA3,S,CLOSE,0.03617076103370273,14.80743572,1832,27127.222239040002,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,BEEF3,S,OPEN,-0.0339705404776205,7.532611395,-3382,-25475.29173789,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,BHIA3,L,CLOSE,-0.0338245963371827,298.75,-85,-25393.75,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,BIDI3,L,BUY,0.0039204486379512,25.58951076,115,2942.7937374,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,BMOB3,L,BUY,0.01686320217970442,16.98438059,745,12653.36353955,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,BRAP4,L,BUY,0.0039204486379512,16.93538085,174,2946.7562679,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,BRAP4,S,CLOSE,0.03617076103370273,16.93538085,1602,27130.480121700002,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,BRFS3,S,CLOSE,0.0428444886937648,20.23645881,1588,32135.49659028,exit
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,BRKM5,S,OPEN,-0.0339705404776205,44.95927703,-567,-25491.91007601,add
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,CAML3,L,BUY,0.0039204486379512,8.541997418,344,2938.447111792,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,CIEL3,S,BUY,0.0088739482161442,2.845630298,2339,6655.929267022,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,CIEL3,L,SELL,-0.009470515711456011,2.845630298,-2496,-7102.693223808,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,momentum,0,LS,COGN3,S,BUY,0.0088739482161442,3.79715045,1753,6656.40473885,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,CPLE6,L,SELL,-0.009470515711456011,4.412913685,-1610,-7104.79103285,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,CSAN3,S,OPEN,-0.027790563256735224,20.32846618,-1025,-20836.6778345,add
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,CSMG3,L,SELL,-0.009470515711456011,11.63031056,-611,-7106.11975216,reweight
2021-04-30 00:00:00,2021-05-03 00:00:00,value,0,LS,CSNA3,S,BUY,0.008380197776967507,30.58804714,205,6270.5496637,reweight
