month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2019-03-29,2019-04-01,value:+2772.38,D10,AMAR3,L,BUY,0.0037037037037037043,107,2772.37798862,25.91007466
2019-03-29,2019-04-01,momentum:+8238.06,D10,AMER3,L,BUY,0.0107084500466853,2,8238.06105,4119.030525
2019-03-29,2019-04-01,value:+5737.88,D10,BHIA3,L,BUY,0.007671957671957674,54,5791.5,107.25
2019-03-29,2019-04-01,value:+8533.36,D10,CIEL3,L,BUY,0.01137566137566138,1157,8533.364504717,7.375423081
2019-03-29,2019-04-01,momentum:+8030.75,D10,CMIG4,L,BUY,0.0107084500466853,2156,8032.6102241,3.725700475
2019-03-29,2019-04-01,momentum:+8030.85,D10,CSMG3,L,BUY,0.0107084500466853,715,8030.84959105,11.23195747
2019-03-29,2019-04-01,momentum:+2977.54;value:+8530.06,D10,DXCO3,L,BUY,0.01534391534391533,1586,11503.970401065999,7.253449181
2019-03-29,2019-04-01,value:+8532.13,D10,ECOR3,L,BUY,0.01137566137566138,956,8527.668266996,8.920155091
2019-03-29,2019-04-01,momentum:+2445.77;value:+2776.67,D10,ELET3,L,BUY,0.006971677559912855,182,5236.83135976,28.77379868
2019-03-29,2019-04-01,value:+8531.72,D10,ENAT3,L,BUY,0.01137566137566138,791,8531.720731939999,10.78599334
2019-03-29,2019-04-01,value:+5754.30,D10,ENEV3,L,BUY,0.007671957671957674,1244,5756.610000000001,4.6275
2019-03-29,2019-04-01,value:+8531.17,D10,FESA4,L,BUY,0.01137566137566138,2246,8531.165167932,3.798381642
2019-03-29,2019-04-01,value:+5556.20,D10,GUAR3,L,BUY,0.0074074074074074086,356,5564.01674156,15.62926051
2019-03-29,2019-04-01,momentum:+5049.50,D10,HGTX3,L,BUY,0.00674019607843135,178,5049.50020682,28.36797869
2019-03-29,2019-04-01,momentum:+7834.02,D10,IRBR3,L,BUY,0.0107084500466853,10,8246.340849,824.6340849
2019-03-29,2019-04-01,momentum:+8028.77;value:+8531.59,D10,JBSS3,L,BUY,0.02208411142234668,1515,16560.353632349997,10.93092649
2019-03-29,2019-04-01,momentum:+8031.65,D10,LCAM3,L,BUY,0.0107084500466853,686,8025.80351258,11.69942203
2019-03-29,2019-04-01,momentum:+2449.34,D10,LINX3,L,BUY,0.00326797385620915,67,2449.3393613,36.5573039
2019-03-29,2019-04-01,momentum:+8030.56,D10,LOGN3,L,BUY,0.0107084500466853,947,8030.56,8.48
2019-03-29,2019-04-01,momentum:+8039.90,D10,MGLU3,L,BUY,0.0107084500466853,154,8013.877645619999,52.03816653
2019-03-29,2019-04-01,momentum:+2450.74,D10,MILS3,L,BUY,0.00326797385620915,594,2452.8052252439998,4.129301726
2019-03-29,2019-04-01,momentum:+2449.65,D10,MOVI3,L,BUY,0.00326797385620915,276,2449.648462056,8.875537906
2019-03-29,2019-04-01,value:+2977.05,D10,MPLU3,L,BUY,0.00396825396825397,112,2990.4,26.7
2019-03-29,2019-04-01,momentum:+5054.20,D10,PRIO3,L,BUY,0.00674019607843135,1319,5054.204014012,3.831845348
2019-03-29,2019-04-01,value:+8529.57,D10,QUAL3,L,BUY,0.01137566137566138,726,8535.451269180001,11.75681993
2019-03-29,2019-04-01,momentum:+2452.37,D10,RAPT4,L,BUY,0.00326797385620915,329,2452.373144235,7.454021715
2019-03-29,2019-04-01,momentum:+2599.86,D10,RENT3,L,BUY,0.0034722222222222,94,2586.10658774,27.51177221
2019-03-29,2019-04-01,value:+8535.68,D10,SAPR11,L,BUY,0.01137566137566138,500,8544.220019999999,17.08844004
2019-03-29,2019-04-01,value:+5554.00,D10,SEER3,L,BUY,0.0074074074074074086,320,5545.3305056,17.32915783
2019-03-29,2019-04-01,value:+2778.31,D10,SIMH3,L,BUY,0.0037037037037037043,1236,2778.30651498,2.247820805
2019-03-29,2019-04-01,value:+8534.10,D10,SMTO3,L,BUY,0.01137566137566138,605,8534.0993628,14.10594936
2019-03-29,2019-04-01,momentum:+8022.24,D10,SUZB3,L,BUY,0.0107084500466853,196,8001.82350352,40.82563012
2019-03-29,2019-04-01,momentum:+8031.78,D10,TASA4,L,BUY,0.0107084500466853,2720,8030.30233792,2.952317036
2019-03-29,2019-04-01,momentum:+5581.61,D10,TEND3,L,BUY,0.00744047619047615,358,5589.41972866,15.61290427
2019-03-29,2019-04-01,momentum:+5578.04;value:+5755.74,D10,TUPY3,L,BUY,0.015112433862433824,734,11341.50703364,15.45164446
