month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2011-10-31,2011-11-01,momentum,D10,ABEV3,L,BUY,0.008714596949891,5.451227463,1199,6536.0217281370005
2011-10-31,2011-11-01,momentum,D10,APER3,L,BUY,0.0092592592592592,235.9285864,29,6841.9290056
2011-10-31,2011-11-01,momentum,D10,ARTR3,L,BUY,0.008714596949891,10.02735162,652,6537.833256239999
2011-10-31,2011-11-01,momentum,D10,CIEL3,L,BUY,0.0103359173126614,5.019336266,1544,7749.855194704
2011-10-31,2011-11-01,momentum,D10,CNFB4,L,BUY,0.0092592592592592,5.146499438,1349,6942.627741862
2011-10-31,2011-11-01,momentum,D10,CSAN3,L,BUY,0.008714596949891,4.018535357,1626,6534.138490482001
2011-10-31,2011-11-01,momentum,D10,CTIP3,L,BUY,0.0283097735218118,18.73259558,1133,21224.03079214
2011-10-31,2011-11-01,momentum,D10,ENEV3,L,BUY,0.0283097735218118,134.5736551,158,21262.6375058
2011-10-31,2011-11-01,momentum,D10,EZTC3,L,BUY,0.0283097735218118,6.057577952,3505,21231.81072176
2011-10-31,2011-11-01,momentum,D10,LAME3,L,BUY,0.008714596949891,2.531992385,2581,6535.072345685
2011-10-31,2011-11-01,momentum,D10,LIGT3,L,BUY,0.0283097735218118,17.32061072,1226,21235.068742720003
2011-10-31,2011-11-01,momentum,D10,MNDL3,L,BUY,0.0065359477124183,15.3,320,4896.0
2011-10-31,2011-11-01,momentum,D10,ODPV3,L,BUY,0.0283097735218118,4.41685486,4807,21231.82131202
2011-10-31,2011-11-01,momentum,D10,PMAM3,L,BUY,0.0103359173126614,53.57557893,145,7768.45894485
2011-10-31,2011-11-01,momentum,D10,POMO4,L,BUY,0.0283097735218118,1.79700051,11815,21231.56102565
2011-10-31,2011-11-01,momentum,D10,RPMG3,L,BUY,0.0170111972437553,18.40880394,693,12757.30113042
2011-10-31,2011-11-01,momentum,D10,SBSP3,L,BUY,0.0092592592592592,10.51325375,661,6949.26072875
2011-10-31,2011-11-01,momentum,D10,TCSA3,L,BUY,0.0190505142625525,77.14080568,185,14271.0490508
2011-10-31,2011-11-01,momentum,D10,TIMS3,L,BUY,0.0092592592592592,5.045334475,1376,6942.380237599999
2011-10-31,2011-11-01,momentum,D10,VALE3,L,BUY,0.0283097735218118,17.39436071,1221,21238.51442691
2011-10-31,2011-11-01,momentum,LS,ABEV3,L,BUY,0.0046296296296296,5.451227463,637,3472.431893931
2011-10-31,2011-11-01,momentum,LS,AMER3,S,SELL,-0.0161616161616161,1131.068656,-11,-12441.755216
2011-10-31,2011-11-01,momentum,LS,APER3,L,BUY,0.0046296296296296,235.9285864,15,3538.928796
2011-10-31,2011-11-01,momentum,LS,ARTR3,L,BUY,0.0046296296296296,10.02735162,346,3469.46366052
2011-10-31,2011-11-01,momentum,LS,BICB4,S,SELL,-0.0055555555555555,6.565361211,-635,-4169.004368985
2011-10-31,2011-11-01,momentum,LS,CNFB4,L,BUY,0.0046296296296296,5.146499438,675,3473.8871206500003
2011-10-31,2011-11-01,momentum,LS,CSAN3,L,BUY,0.0046296296296296,4.018535357,864,3472.0145484480004
2011-10-31,2011-11-01,momentum,LS,CTIP3,L,BUY,0.0148148148148148,18.73259558,593,11108.42917894
2011-10-31,2011-11-01,momentum,LS,ELET3,S,SELL,-0.0161616161616161,10.32574841,-1174,-12122.42863334
2011-10-31,2011-11-01,momentum,LS,ENEV3,L,BUY,0.0148148148148148,134.5736551,83,11169.6133733
2011-10-31,2011-11-01,momentum,LS,EZTC3,L,BUY,0.0148148148148148,6.057577952,1834,11109.597963968
2011-10-31,2011-11-01,momentum,LS,GFSA3,S,SELL,-0.0161616161616161,5372.242033,-2,-10744.484066
2011-10-31,2011-11-01,momentum,LS,GOLL54,S,SELL,-0.0161616161616161,0.166440602,-72826,-12121.203281252
2011-10-31,2011-11-01,momentum,LS,HYPE3,S,SELL,-0.0161616161616161,5.953685239,-2036,-12121.703146604
2011-10-31,2011-11-01,momentum,LS,LAME3,L,BUY,0.0046296296296296,2.531992385,1371,3471.361559835
2011-10-31,2011-11-01,momentum,LS,LAND3,S,SELL,-0.0161616161616161,38.68463917,-313,-12108.292060209998
2011-10-31,2011-11-01,momentum,LS,LIGT3,L,BUY,0.0148148148148148,17.32061072,641,11102.511471520002
2011-10-31,2011-11-01,momentum,LS,MILK33,S,SELL,-0.0161616161616161,7.2,-1684,-12124.8
2011-10-31,2011-11-01,momentum,LS,ODPV3,L,BUY,0.0148148148148148,4.41685486,2516,11112.80682776
2011-10-31,2011-11-01,momentum,LS,OGXP3,S,SELL,-0.0106060606060606,1350.0,-6,-8100.0
