month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2010-07-30,2010-08-02,D10,EQTL3,-11633,0,-69799,1.0
2010-07-30,2010-08-02,D10,LIGT3,1370,0,8221,1.0
2010-07-30,2010-08-02,LS,ACGU3,706,1,2116,0.5
2010-07-30,2010-08-02,LS,ACGU3,706,2,2116,0.5
2010-07-30,2010-08-02,LS,AMER3,1,1,3,0.5
2010-07-30,2010-08-02,LS,AMER3,1,2,3,0.5
2010-07-30,2010-08-02,LS,ARTR3,371,1,1114,0.5
2010-07-30,2010-08-02,LS,ARTR3,371,2,1114,0.5
2010-07-30,2010-08-02,LS,BRFS3,46,0,92,0.3333333333333333
2010-07-30,2010-08-02,LS,BRFS3,46,1,92,0.3333333333333333
2010-07-30,2010-08-02,LS,BRFS3,46,2,92,0.3333333333333333
2010-07-30,2010-08-02,LS,BRML3,408,1,1222,0.5
2010-07-30,2010-08-02,LS,BRML3,408,2,1222,0.5
2010-07-30,2010-08-02,LS,CNFB4,620,1,1859,0.5
2010-07-30,2010-08-02,LS,CNFB4,620,2,1859,0.5
2010-07-30,2010-08-02,LS,CPFE3,116,0,232,0.3333333333333333
2010-07-30,2010-08-02,LS,CPFE3,116,1,232,0.3333333333333333
2010-07-30,2010-08-02,LS,CPFE3,116,2,232,0.3333333333333333
2010-07-30,2010-08-02,LS,CSAN3,260,0,521,0.3333333333333333
2010-07-30,2010-08-02,LS,CSAN3,260,1,521,0.3333333333333333
2010-07-30,2010-08-02,LS,CSAN3,260,2,521,0.3333333333333333
2010-07-30,2010-08-02,LS,EMBR3,291,1,872,0.5
2010-07-30,2010-08-02,LS,EMBR3,291,2,872,0.5
2010-07-30,2010-08-02,LS,EQTL3,-17450,0,-34900,0.3333333333333333
2010-07-30,2010-08-02,LS,EQTL3,-17450,1,-34900,0.3333333333333333
2010-07-30,2010-08-02,LS,EQTL3,-17450,2,-34900,0.3333333333333333
2010-07-30,2010-08-02,LS,LAND3,18,0,35,0.3333333333333333
2010-07-30,2010-08-02,LS,LAND3,18,1,35,0.3333333333333333
2010-07-30,2010-08-02,LS,LAND3,18,2,35,0.3333333333333333
2010-07-30,2010-08-02,LS,LIGT3,685,0,4110,1.0
2010-07-30,2010-08-02,LS,LUPA3,0,0,1,0.0
2010-07-30,2010-08-02,LS,LUPA3,0,1,1,0.0
2010-07-30,2010-08-02,LS,LUPA3,0,2,1,0.0
2010-07-30,2010-08-02,LS,TOTS3,148,0,295,0.3333333333333333
2010-07-30,2010-08-02,LS,TOTS3,148,1,295,0.3333333333333333
2010-07-30,2010-08-02,LS,TOTS3,148,2,295,0.3333333333333333
2010-07-30,2010-08-02,LS,VIVR3,0,0,-1,0.0
2010-07-30,2010-08-02,LS,VIVR3,0,1,-1,0.0
2010-07-30,2010-08-02,LS,VIVR3,0,2,-1,0.0
