month_end,trade_date,sleeve,cohort_id,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,ALPA4,L,SELL,-0.0112044817927171,29.6294009,-284,-8414.749855600001,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,AMAR3,L,BUY,0.00416666666666668,55.84345283,56,3127.23335848,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,BEEF3,L,CLOSE,-0.0625,8.097805032,-5789,-46878.193330248,exit
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,BHIA3,L,OPEN,0.0476190476190475,350.0,102,35700.0,add
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,BPAC11,L,SELL,-0.0112044817927171,14.60479457,-575,-8397.75687775,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,BPAN4,L,SELL,-0.0112044817927171,7.761155511,-1083,-8405.331418413,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,BRAP4,L,BUY,0.00416666666666668,7.186462597,435,3126.111229695,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,BRML3,L,BUY,0.00416666666666668,15.9792181,196,3131.9267476,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,CIEL3,L,BUY,0.00416666666666668,5.485959154,570,3126.99671778,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,CPLE6,L,OPEN,0.0476190476190475,4.430450756,8061,35713.863544116,add
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,CSMG3,L,OPEN,0.06666666666666668,11.02273516,4536,49999.12668576,add
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,CSNA3,L,CLOSE,-0.0588235294117647,7.014248391,-6290,-44119.62237939,exit
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,ELET3,L,BUY,0.00416666666666668,27.50253908,114,3135.2894551199997,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,ENAT3,L,BUY,0.00416666666666668,10.69197485,292,3122.0566562,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,ENEV3,L,SELL,-0.0112044817927171,11.5025,-731,-8408.3275,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,FESA4,L,BUY,0.00416666666666668,3.319578194,941,3123.723080554,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,GNDI3,L,OPEN,0.0476190476190475,61.28006828,583,35726.279807240004,add
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,GOLL54,L,BUY,0.00416666666666668,0.332881204,9388,3125.088743152,reweight
2020-02-28 00:00:00,2020-03-02 00:00:00,value,1,D10,GUAR3,L,CLOSE,-0.0625,24.30882576,-1928,-46867.416065280006,exit
2020-02-28 00:00:00,2020-03-02 00:00:00,momentum,1,D10,JBSS3,L,CLOSE,-0.0588235294117647,15.21410387,-2900,-44120.901223,exit
