month_end,trade_date,cohort_id,sleeve,book,ticker,side,prev_weight,target_weight,delta_weight,rationale,sector,duration_months,strikes,px_ref_open,delist_risk_score,delist_risk_flags,delist_risk_multiplier,vt_prev,vt_curr
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,ALPA4,L,0.0588235294117647,0.0588235294117647,0.0,keep,Textile,12,0,37.14861524,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,AMER3,L,0.0588235294117647,0.0588235294117647,0.0,keep,Trade,3,0,8818.300541,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,B3SA3,L,0.0588235294117647,0.0588235294117647,0.0,keep,Financial Services,3,0,15.29441119,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,CEAB3,L,0.058823529411764705,0.058823529411764705,0.0,keep,Trade,6,0,11.05269891,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,CIEL3,L,0.058823529411764705,0.058823529411764705,0.0,keep,Software & Data,36,0,3.132562184,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,CPLE6,L,0.0588235294117647,0.0588235294117647,0.0,keep,Electric Power,9,0,3.799019478,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,CPLE6,L,0.058823529411764705,0.058823529411764705,0.0,keep,Electric Power,6,0,3.799019478,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,CSMG3,L,0.058823529411764705,0.058823529411764705,0.0,keep,Other,1,2,9.014382607,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,CSUD3,L,0.0588235294117647,0.0588235294117647,0.0,keep,Other,3,0,10.37072914,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,ENAT3,L,0.058823529411764705,0.058823529411764705,0.0,keep,Oil & Gas,24,0,8.713770195,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,ENBR3,L,0.058823529411764705,0.058823529411764705,0.0,keep,Electric Power,6,1,14.06718845,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,ENEV3,L,0.0588235294117647,0.0588235294117647,0.0,keep,Electric Power,9,0,12.0,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,FESA4,L,0.058823529411764705,0.058823529411764705,0.0,keep,Basic & Fabricated Metal,36,1,3.237924987,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,momentum,D10,GNDI3,L,0.0588235294117647,0.0588235294117647,0.0,keep,Other,3,1,63.15443866,0,,1.0,,
2020-09-30 00:00:00,2020-10-01 00:00:00,0,value,D10,GOLL54,L,0.058823529411764705,0.058823529411764705,0.0,keep,Transportation Services,10,0,0.230156145,0,,1.0,,
