month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2021-09-30,2021-10-01,D10,ALLD3,472,2,2830,1.0
2021-09-30,2021-10-01,D10,AZEV4,-480,2,-681,1.0
2021-09-30,2021-10-01,D10,BMOB3,-25,2,-149,1.0
2021-09-30,2021-10-01,D10,BRAP4,-120,2,2034,0.0
2021-09-30,2021-10-01,D10,CEAB3,704,2,4221,1.0
2021-09-30,2021-10-01,D10,CIEL3,-186,2,-1115,1.0
2021-09-30,2021-10-01,D10,CMIN3,1294,2,7765,1.0
2021-09-30,2021-10-01,D10,CPLE6,-1025,2,-6150,1.0
2021-09-30,2021-10-01,D10,CSMG3,-36,2,-219,1.0
2021-09-30,2021-10-01,D10,CYRE3,-23,2,-138,1.0
2021-09-30,2021-10-01,D10,DEXP3,-157,2,-223,1.0
2021-09-30,2021-10-01,D10,DMMO3,-460,2,-2758,1.0
2021-09-30,2021-10-01,D10,DMVF3,-810,2,-4860,1.0
2021-09-30,2021-10-01,D10,ENAT3,388,2,2329,1.0
2021-09-30,2021-10-01,D10,EUCA4,-754,2,-4523,1.0
2021-09-30,2021-10-01,D10,FHER3,-174,2,-1043,1.0
2021-09-30,2021-10-01,D10,JALL3,-42,2,-251,1.0
2021-09-30,2021-10-01,D10,JSLG3,-686,2,-4113,1.0
2021-09-30,2021-10-01,D10,LPSB3,2001,2,12005,1.0
2021-09-30,2021-10-01,D10,MBRF3,-410,2,-126,1.0
2021-09-30,2021-10-01,D10,PCAR3,-34,2,-203,1.0
2021-09-30,2021-10-01,D10,POSI3,582,2,3491,1.0
2021-09-30,2021-10-01,D10,PSSA3,-18,2,-105,1.0
2021-09-30,2021-10-01,D10,RANI3,2319,2,6564,1.0
2021-09-30,2021-10-01,D10,RAPT4,-36,2,-218,1.0
2021-09-30,2021-10-01,D10,ROMI3,-30,2,-180,1.0
2021-09-30,2021-10-01,D10,SAPR11,-24,2,-146,1.0
2021-09-30,2021-10-01,D10,SEER3,-32,2,-190,1.0
2021-09-30,2021-10-01,D10,SUZB3,-246,2,-653,1.0
2021-09-30,2021-10-01,D10,TIMS3,-39,2,-235,1.0
2021-09-30,2021-10-01,D10,TPIS3,-164,2,-233,1.0
2021-09-30,2021-10-01,D10,VSTE3,-92,2,-549,1.0
2021-09-30,2021-10-01,LS,ABEV3,262,0,-72,0.0
2021-09-30,2021-10-01,LS,ABEV3,262,1,-73,0.0
2021-09-30,2021-10-01,LS,ABEV3,262,2,1717,1.0
2021-09-30,2021-10-01,LS,ALLD3,338,0,243,0.11988159842131228
2021-09-30,2021-10-01,LS,ALLD3,338,2,1784,0.8801184015786877
2021-09-30,2021-10-01,LS,AMAR3,370,0,-42,0.0
2021-09-30,2021-10-01,LS,AMAR3,370,1,-43,0.0
2021-09-30,2021-10-01,LS,AMAR3,370,2,1001,1.0
2021-09-30,2021-10-01,LS,APER3,-6,0,-22,0.5
2021-09-30,2021-10-01,LS,APER3,-6,1,-22,0.5
2021-09-30,2021-10-01,LS,APER3,-6,2,10,0.0
2021-09-30,2021-10-01,LS,AZEV4,-151,0,803,0.0
2021-09-30,2021-10-01,LS,AZEV4,-151,1,732,0.0
2021-09-30,2021-10-01,LS,AZEV4,-151,2,-1312,1.0
2021-09-30,2021-10-01,LS,AZUL4,-324,2,-568,1.0
2021-09-30,2021-10-01,LS,AZZA3,130,0,252,0.32225063938618925
2021-09-30,2021-10-01,LS,AZZA3,130,1,255,0.32608695652173914
2021-09-30,2021-10-01,LS,AZZA3,130,2,275,0.3516624040920716
