month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2022-04-29,2022-05-02,momentum:-68.00,D10,AALR3,S,SELL,-9.562057754825e-05,-4,-77.72,19.43
2022-04-29,2022-05-02,momentum:-6024.48,D10,ABCB4,S,SELL,-0.0080321285140562,-502,-6018.4873623,11.98901865
2022-04-29,2022-05-02,value:+5428.45,D10,AGRO3,L,BUY,0.0072463768115942065,210,5428.4516307,25.84976967
2022-04-29,2022-05-02,value:-4809.23,D10,ALLD3,S,SELL,-0.006410256410256413,-608,-4805.276383232,7.903415104
2022-04-29,2022-05-02,value:-4807.48,D10,ALUP11,S,SELL,-0.006410256410256413,-235,-4807.479884349999,20.45736121
2022-04-29,2022-05-02,momentum:-70.95,D10,AMBP3,S,SELL,-9.562057754825e-05,-20,-69.22087692,3.461043846
2022-04-29,2022-05-02,momentum:+5953.47,D10,BBAS3,L,BUY,0.0079365079365079,493,5953.47224966,12.07600862
2022-04-29,2022-05-02,value:+5435.06,D10,BMOB3,L,BUY,0.0072463768115942065,442,5435.063762700001,12.29652435
2022-04-29,2022-05-02,momentum:-6024.27,D10,BPAN4,S,SELL,-0.0080321285140562,-721,-6024.265774793001,8.355431033
2022-04-29,2022-05-02,value:+625.93,D10,BRAP4,L,BUY,0.0008361204013377933,32,625.9266976,19.5602093
2022-04-29,2022-05-02,value:+626.42,D10,CEAB3,L,BUY,0.0008361204013377933,150,628.5148733999999,4.190099156
2022-04-29,2022-05-02,value:+627.69,D10,CMIN3,L,BUY,0.0008361204013377933,200,627.6925894,3.138462947
2022-04-29,2022-05-02,value:+625.82,D10,CPLE6,L,BUY,0.0008361204013377933,111,625.8154402289999,5.637976939
2022-04-29,2022-05-02,value:+5435.22,D10,CSED3,L,BUY,0.0072463768115942065,1742,5435.217060364,3.120101642
2022-04-29,2022-05-02,value:-4806.35,D10,CSMG3,S,SELL,-0.006410256410256413,-500,-4811.1636755,9.622327351
2022-04-29,2022-05-02,value:+627.34,D10,DEXP3,L,BUY,0.0008361204013377933,98,630.5573155559999,6.434258322
2022-04-29,2022-05-02,momentum:+5951.76,D10,DIRR3,L,BUY,0.0079365079365079,2062,5953.202649656,2.887101188
2022-04-29,2022-05-02,momentum:-6026.91,D10,ELET3,S,SELL,-0.0080321285140562,-166,-6026.91188958,36.30669813
2022-04-29,2022-05-02,momentum:-6025.94,D10,EMBR3,S,SELL,-0.0080321285140562,-424,-6018.83813504,14.19537296
2022-04-29,2022-05-02,value:+629.69,D10,ENAT3,L,BUY,0.0008361204013377933,31,629.69454537,20.31272727
2022-04-29,2022-05-02,value:-4808.10,D10,EVEN3,S,SELL,-0.006410256410256413,-1112,-4808.10455892,4.323835035
2022-04-29,2022-05-02,momentum:-6025.50,D10,FESA4,S,SELL,-0.0080321285140562,-640,-6020.79357632,9.407489963
2022-04-29,2022-05-02,momentum:-4514.40,D10,FHER3,S,SELL,-0.00602409638554215,-270,-4514.4,16.72
2022-04-29,2022-05-02,value:+628.94,D10,JALL3,L,BUY,0.0008361204013377933,70,633.4631291100001,9.049473273
2022-04-29,2022-05-02,momentum:+5954.32,D10,JBSS3,L,BUY,0.0079365079365079,205,5954.3163972,29.04544584
2022-04-29,2022-05-02,momentum:+5953.60,D10,KEPL3,L,BUY,0.0079365079365079,836,5953.598167924,7.121528909
2022-04-29,2022-05-02,value:+626.76,D10,LAVV3,L,BUY,0.0008361204013377933,175,626.75618075,3.58146389
2022-04-29,2022-05-02,momentum:+5952.79,D10,LOGG3,L,BUY,0.0079365079365079,300,5942.881227,19.80960409
2022-04-29,2022-05-02,momentum:-66.12,D10,LOGN3,S,SELL,-9.562057754825e-05,-2,-52.9,26.45
2022-04-29,2022-05-02,value:-4808.51,D10,LPSB3,S,SELL,-0.006410256410256413,-1345,-4808.511596855,3.575101559
2022-04-29,2022-05-02,momentum:-6024.02,D10,LUPA3,S,SELL,-0.0080321285140562,-1308,-6024.016528992,4.605517224
2022-04-29,2022-05-02,value:+626.73,D10,LVTC3,L,BUY,0.0008361204013377933,68,622.154549004,9.149331603
2022-04-29,2022-05-02,momentum:-74.06;value:+626.18,D10,MBRF3,L,BUY,0.0007404998237895432,41,552.1175706099999,13.46628221
2022-04-29,2022-05-02,momentum:+5954.48,D10,ORVR3,L,BUY,0.0079365079365079,172,5971.84,34.72
2022-04-29,2022-05-02,value:+627.91,D10,PCAR3,L,BUY,0.0008361204013377933,74,623.699331086,8.428369339
2022-04-29,2022-05-02,momentum:+5949.98;value:+5434.86,D10,PETR4,L,BUY,0.015182884748102105,984,11390.62738656,11.57584084
2022-04-29,2022-05-02,momentum:+5951.47,D10,PGMN3,L,BUY,0.0079365079365079,935,5951.465327665001,6.365203559
2022-04-29,2022-05-02,value:+626.91,D10,PLPL3,L,BUY,0.0008361204013377933,264,626.9095052880001,2.374657217
2022-04-29,2022-05-02,momentum:+5953.33,D10,PORT3,L,BUY,0.0079365079365079,758,5949.403622551999,7.848817444
2022-04-29,2022-05-02,value:-4806.79,D10,POSI3,S,SELL,-0.006410256410256413,-754,-4803.6094263820005,6.370834783
2022-04-29,2022-05-02,momentum:-65.89,D10,PRIO3,S,SELL,-9.562057754825e-05,-2,-52.71532944,26.35766472
2022-04-29,2022-05-02,value:+629.00,D10,PSSA3,L,BUY,0.0008361204013377933,36,620.38675908,17.23296553
2022-04-29,2022-05-02,momentum:-70.52;value:+627.40,D10,RANI3,L,BUY,0.0007404998237895432,114,554.449837296,4.863595064
2022-04-29,2022-05-02,value:-4809.14,D10,RAPT4,S,SELL,-0.006410256410256413,-520,-4813.764105280001,9.257238664
2022-04-29,2022-05-02,momentum:-6022.51;value:+627.70,D10,ROMI3,S,SELL,-0.007196008112718407,-636,-5394.811251408,8.482407628
2022-04-29,2022-05-02,value:+625.77,D10,SAPR11,L,BUY,0.0008361204013377933,40,625.7704,15.64426
2022-04-29,2022-05-02,value:-4808.16,D10,SEER3,S,SELL,-0.006410256410256413,-529,-4808.160679567,9.089150623
2022-04-29,2022-05-02,momentum:-6024.81,D10,SIMH3,S,SELL,-0.0080321285140562,-556,-6024.81139076,10.83599171
2022-04-29,2022-05-02,momentum:+5956.61,D10,SMTO3,L,BUY,0.0079365079365079,148,5976.80212176,40.38379812
2022-04-29,2022-05-02,momentum:-70.83,D10,SOMA3,S,SELL,-9.562057754825e-05,-6,-70.83411156,11.80568526
