month_end,trade_date,sleeve,cohort_id,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,AMBP3,L,BUY,0.0091533180778032,12.2,563,6868.599999999999,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,AMER3,L,OPEN,0.04999999999999999,5.69,6591,37502.79,add
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,AURA33,L,BUY,0.0091533180778032,38.13751111,180,6864.7519998,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,AURA33,L,OPEN,0.04999999999999999,38.13751111,983,37489.17342113,add
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,BBSE3,L,OPEN,0.0526315789473684,40.20090804,982,39477.29169528,add
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,BLAU3,L,BUY,0.0091533180778032,13.24,519,6871.56,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,BLAU3,L,BUY,0.004545454545454512,13.24,257,3402.68,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,BMOB3,L,CLOSE,-0.0434782608695652,18.87,-1728,-32607.36,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,BMOB3,L,CLOSE,-0.04545454545454548,18.87,-1807,-34098.090000000004,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,BRFS3,L,CLOSE,-0.0434782608695652,22.55,-1446,-32607.3,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,BRFS3,L,BUY,0.004545454545454512,22.55,151,3405.05,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,CEAB3,L,CLOSE,-0.0434782608695652,13.28,-2455,-32602.4,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,CEAB3,L,BUY,0.004545454545454512,13.28,257,3412.96,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,CMIG4,L,BUY,0.0091533180778032,10.12916968,678,6867.577043040001,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,CMIG4,L,BUY,0.004545454545454512,10.12916968,337,3413.53018216,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,CVCB3,L,CLOSE,-0.04545454545454548,2.17,-15710,-34090.7,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,CXSE3,L,CLOSE,-0.0434782608695652,15.66701242,-2081,-32603.05284602,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,DIRR3,L,BUY,0.0091533180778032,11.62507069,591,6870.416777789999,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,ELMD3,L,OPEN,0.0526315789473684,30.59,1290,39461.1,add
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,EMBR3,L,BUY,0.0091533180778032,64.66337028,106,6854.31724968,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,FESA4,L,OPEN,0.0526315789473684,7.221927709,5466,39475.056857394,add
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,GGBR4,L,BUY,0.0091533180778032,14.82906949,463,6865.85917387,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,GGBR4,L,BUY,0.004545454545454512,14.82906949,230,3410.6859827,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,GOAU4,L,CLOSE,-0.0434782608695652,8.26617733,-3945,-32610.06956685,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,GUAR3,L,CLOSE,-0.0434782608695652,8.058589407,-4046,-32605.052740722,exit
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,GUAR3,L,BUY,0.004545454545454512,8.058589407,423,3408.783319161,reweight
2025-04-30 00:00:00,2025-05-02 00:00:00,value,0,D10,JALL3,L,OPEN,0.04999999999999999,4.0,9375,37500.0,add
2025-04-30 00:00:00,2025-05-02 00:00:00,momentum,0,D10,JBSS3,L,OPEN,0.0526315789473684,42.57495927,927,39466.98724329,add
