month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2010-09-30,2010-10-01,D10,AMER3,-1,2,-5,1.0
2010-09-30,2010-10-01,D10,ARTR3,-241,2,-1445,1.0
2010-09-30,2010-10-01,D10,BRML3,-283,2,-1697,1.0
2010-09-30,2010-10-01,D10,CNFB4,-3098,2,-18590,1.0
2010-09-30,2010-10-01,D10,CSMG3,4784,2,28708,1.0
2010-09-30,2010-10-01,D10,ECOR3,2340,2,14041,1.0
2010-09-30,2010-10-01,D10,EMBR3,-212,2,-1270,1.0
2010-09-30,2010-10-01,D10,EQTL3,-1648,2,-9885,1.0
2010-09-30,2010-10-01,D10,NETC4,702,2,4212,1.0
2010-09-30,2010-10-01,LS,AMER3,-1,1,3,0.0
2010-09-30,2010-10-01,LS,AMER3,-1,2,-11,1.0
2010-09-30,2010-10-01,LS,ARTR3,-345,1,963,0.0
2010-09-30,2010-10-01,LS,ARTR3,-345,2,-3034,1.0
2010-09-30,2010-10-01,LS,BRFS3,-43,0,-556,0.583420776495278
2010-09-30,2010-10-01,LS,BRFS3,-43,1,-397,0.41657922350472193
2010-09-30,2010-10-01,LS,BRFS3,-43,2,695,0.0
2010-09-30,2010-10-01,LS,BRML3,-406,1,1131,0.0
2010-09-30,2010-10-01,LS,BRML3,-406,2,-3563,1.0
2010-09-30,2010-10-01,LS,CNFB4,-3718,1,-9295,0.4166666666666667
2010-09-30,2010-10-01,LS,CNFB4,-3718,2,-13013,0.5833333333333334
2010-09-30,2010-10-01,LS,CPFE3,-116,0,-1500,0.583203732503888
2010-09-30,2010-10-01,LS,CPFE3,-116,1,-1072,0.416796267496112
2010-09-30,2010-10-01,LS,CPFE3,-116,2,1876,0.0
2010-09-30,2010-10-01,LS,CSAN3,-254,0,-3278,0.5833778252358071
2010-09-30,2010-10-01,LS,CSAN3,-254,1,-2341,0.41662217476419294
2010-09-30,2010-10-01,LS,CSAN3,-254,2,4097,0.0
2010-09-30,2010-10-01,LS,CSMG3,2848,1,2734,0.15999531835205993
2010-09-30,2010-10-01,LS,CSMG3,2848,2,14354,0.8400046816479401
2010-09-30,2010-10-01,LS,ECOR3,1170,2,7021,1.0
2010-09-30,2010-10-01,LS,EMBR3,-304,1,847,0.0
2010-09-30,2010-10-01,LS,EMBR3,-304,2,-2667,1.0
2010-09-30,2010-10-01,LS,EQTL3,6864,1,6590,0.15999805768670486
2010-09-30,2010-10-01,LS,EQTL3,6864,2,34598,0.8400019423132952
2010-09-30,2010-10-01,LS,LAND3,486,0,1022,0.35
2010-09-30,2010-10-01,LS,LAND3,486,1,876,0.3
2010-09-30,2010-10-01,LS,LAND3,486,2,1022,0.35
2010-09-30,2010-10-01,LS,LUPA3,0,0,-3,0.0
2010-09-30,2010-10-01,LS,LUPA3,0,1,-2,0.0
2010-09-30,2010-10-01,LS,LUPA3,0,2,4,0.0
2010-09-30,2010-10-01,LS,NETC4,351,2,2106,1.0
2010-09-30,2010-10-01,LS,ODPV3,-2454,2,-14723,1.0
2010-09-30,2010-10-01,LS,POMO4,-6008,2,-36045,1.0
2010-09-30,2010-10-01,LS,TOTS3,-144,0,-1861,0.5833855799373041
2010-09-30,2010-10-01,LS,TOTS3,-144,1,-1329,0.41661442006269594
2010-09-30,2010-10-01,LS,TOTS3,-144,2,2326,0.0
2010-09-30,2010-10-01,LS,VIVR3,0,2,-2,0.0
