month_end,trade_date,cohort_id,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,ALLD3,L,OPEN,0.039999999999999994,8.2,3659,30003.799999999996,add
2025-11-28,2025-12-01,1,momentum,D10,ALPA4,L,OPEN,0.0634920634920634,11.52,4134,47623.68,add
2025-11-28,2025-12-01,1,momentum,D10,AMBP3,L,CLOSE,-0.0555555555555555,0.26,-160256,-41666.560000000005,exit
2025-11-28,2025-12-01,1,momentum,D10,AURA33,L,BUY,0.0079365079365079,69.23,86,5953.780000000001,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,BEEF3,L,OPEN,0.039999999999999994,6.24,4808,30001.920000000002,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,BLAU3,L,SELL,-0.005454545454545483,12.9,-317,-4089.3,reweight
2025-11-28,2025-12-01,1,momentum,D10,BPAC11,L,OPEN,0.0634920634920634,53.01,898,47602.98,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,CASH3,L,OPEN,0.039999999999999994,4.02,7463,30001.26,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,CBAV3,L,CLOSE,-0.04545454545454548,5.39,-6325,-34091.75,exit
2025-11-28,2025-12-01,1,momentum,D10,CEAB3,L,BUY,0.0079365079365079,18.66,319,5952.54,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,CEAB3,L,SELL,-0.005454545454545483,18.66,-219,-4086.54,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,CMIG4,L,SELL,-0.005454545454545483,11.47,-357,-4094.7900000000004,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,CMIN3,L,SELL,-0.005454545454545483,5.4,-758,-4093.2000000000003,reweight
2025-11-28,2025-12-01,1,momentum,D10,COGN3,L,BUY,0.0079365079365079,3.9,1526,5951.4,reweight
2025-11-28,2025-12-01,1,momentum,D10,CPFE3,L,CLOSE,-0.0555555555555555,49.05,-849,-41643.45,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,CVCB3,L,OPEN,0.039999999999999994,1.85,16216,29999.600000000002,add
2025-11-28,2025-12-01,1,momentum,D10,FESA4,L,BUY,0.0079365079365079,7.0,850,5950.0,reweight
2025-11-28,2025-12-01,1,momentum,D10,FRAS3,L,CLOSE,-0.0555555555555555,25.15,-1657,-41673.55,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,GGBR4,L,SELL,-0.005454545454545483,19.08,-214,-4083.1199999999994,reweight
2025-11-28,2025-12-01,1,momentum,D10,GOLL54,L,CLOSE,-0.0555555555555555,0.0052,-8012821,-41666.6692,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,GUAR3,L,SELL,-0.005454545454545483,10.94,-374,-4091.56,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,JALL3,L,OPEN,0.039999999999999994,2.97,10101,29999.97,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,JHSF3,L,SELL,-0.005454545454545483,7.45,-549,-4090.05,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,LIGT3,L,SELL,-0.005454545454545483,5.35,-765,-4092.7499999999995,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,LJQQ3,L,SELL,-0.005454545454545483,2.18,-1877,-4091.86,reweight
2025-11-28,2025-12-01,1,momentum,D10,MBRF3,L,CLOSE,-0.0555555555555555,19.5,-2137,-41671.5,exit
2025-11-28,2025-12-01,1,momentum,D10,MDNE3,L,OPEN,0.0634920634920634,28.51,1670,47611.7,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,MGLU3,L,CLOSE,-0.04545454545454548,10.2,-3342,-34088.399999999994,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,MYPK3,L,SELL,-0.005454545454545483,10.2,-401,-4090.2,reweight
2025-11-28,2025-12-01,1,momentum,D10,NEOE3,L,BUY,0.0079365079365079,32.31,184,5945.040000000001,reweight
2025-11-28,2025-12-01,1,momentum,D10,PCAR3,L,OPEN,0.0634920634920634,4.1,11614,47617.4,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,PGMN3,L,CLOSE,-0.04545454545454548,5.5,-6198,-34089.0,exit
2025-11-28,2025-12-01,1,momentum,D10,PINE4,L,OPEN,0.0634920634920634,10.58,4501,47620.58,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,POSI3,L,SELL,-0.005454545454545483,4.26,-960,-4089.6,reweight
2025-11-28,2025-12-01,1,momentum,D10,PSSA3,L,CLOSE,-0.0555555555555555,47.6,-875,-41650.0,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,QUAL3,L,SELL,-0.005454545454545483,2.13,-1921,-4091.73,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,RAIZ4,L,SELL,-0.005454545454545483,0.84,-4870,-4090.7999999999997,reweight
2025-11-28,2025-12-01,1,momentum,D10,RANI3,L,OPEN,0.0634920634920634,8.69,5480,47621.2,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,RANI3,L,OPEN,0.039999999999999994,8.69,3452,29997.879999999997,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,RECV3,L,SELL,-0.005454545454545483,10.62,-385,-4088.7,reweight
2025-11-28,2025-12-01,1,momentum,D10,SEER3,L,OPEN,0.0634920634920634,9.42,5055,47618.1,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,SEER3,L,OPEN,0.039999999999999994,9.42,3185,30002.7,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,SLCE3,L,OPEN,0.039999999999999994,16.51,1817,29998.670000000002,add
2025-11-28,2025-12-01,1,momentum,D10,SYNE3,L,CLOSE,-0.0555555555555555,5.17,-8059,-41665.03,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,SYNE3,L,CLOSE,-0.04545454545454548,5.17,-6594,-34090.979999999996,exit
2025-11-28,2025-12-01,1,momentum,D10,TFCO4,L,OPEN,0.0634920634920634,17.86,2666,47614.76,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,TIMS3,L,SELL,-0.005454545454545483,25.0,-164,-4100.0,reweight
2025-11-28,2025-12-01,1,momentum,D10,TTEN3,L,CLOSE,-0.0555555555555555,15.23,-2736,-41669.28,exit
2025-11-28,2025-12-01,1,momentum,D10,UGPA3,L,OPEN,0.0634920634920634,22.2,2145,47619.0,add
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,USIM5,L,OPEN,0.039999999999999994,5.4,5556,30002.4,add
2025-11-28,2025-12-01,1,momentum,D10,VBBR3,L,OPEN,0.0634920634920634,24.59,1937,47630.83,add
2025-11-28,2025-12-01,1,momentum,D10,VULC3,L,CLOSE,-0.0555555555555555,20.3,-2053,-41675.9,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,1,value,D10,WIZC3,L,SELL,-0.005454545454545483,8.35,-490,-4091.5,reweight
2025-11-28,2025-12-01,1,momentum,D10,YDUQ3,L,CLOSE,-0.0555555555555555,13.2,-3157,-41672.4,exit
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,ALPA4,S,SELL,-0.0006132805867841637,11.52,-40,-460.79999999999995,keep
2025-11-28,2025-12-01,0,momentum,LS,AMER3,L,BUY,0.0070171016573036,6.05,870,5263.5,reweight
2025-11-28,2025-12-01,0,momentum,LS,ARML3,S,SELL,-0.0012855734134701,4.34,-222,-963.48,reweight
2025-11-28,2025-12-01,0,momentum,LS,AURA33,L,BUY,0.0070171016573036,69.23,76,5261.4800000000005,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,AURA33,L,CLOSE,-0.024689046077093046,69.23,-267,-18484.41,exit
2025-11-28,2025-12-01,0,momentum,LS,AURE3,S,SELL,-0.0012855734134701,12.35,-78,-963.3,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,AURE3,S,SELL,-0.0006132805867841637,12.35,-37,-456.95,keep
2025-11-28,2025-12-01,0,momentum,LS,AZUL4,S,SELL,-0.0012855734134701,1.01,-955,-964.55,reweight
2025-11-28,2025-12-01,0,momentum,LS,AZZA3,S,SELL,-0.0012855734134701,28.62,-34,-973.08,reweight
2025-11-28,2025-12-01,0,momentum,LS,BBAS3,S,SELL,-0.0012855734134701,22.19,-43,-954.17,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,BLAU3,L,BUY,0.0016797571733079934,12.9,98,1264.2,reweight
2025-11-28,2025-12-01,0,momentum,LS,BPAC11,L,BUY,0.0070171016573036,53.01,99,5247.99,reweight
2025-11-28,2025-12-01,0,momentum,LS,BPAN4,S,SELL,-0.0012855734134701,11.11,-87,-966.57,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,BRBI11,S,SELL,-0.0006132805867841637,20.42,-23,-469.66,keep
2025-11-28,2025-12-01,0,momentum,LS,BRKM5,S,SELL,-0.0012855734134701,7.64,-126,-962.64,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,BRKM5,S,SELL,-0.0006132805867841637,7.64,-60,-458.4,keep
2025-11-28,2025-12-01,0,momentum,LS,CAML3,S,SELL,-0.0012855734134701,5.78,-167,-965.26,reweight
2025-11-28,2025-12-01,0,momentum,LS,CEAB3,L,BUY,0.0070171016573036,18.66,282,5262.12,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,CEAB3,L,BUY,0.0016797571733079934,18.66,68,1268.88,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,CMIG4,L,BUY,0.0016797571733079934,11.47,110,1261.7,reweight
2025-11-28,2025-12-01,0,momentum,LS,COGN3,L,BUY,0.0070171016573036,3.9,1349,5261.099999999999,reweight
2025-11-28,2025-12-01,0,momentum,LS,CSAN3,S,SELL,-0.0012855734134701,6.13,-157,-962.41,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,CSAN3,S,SELL,-0.0006132805867841637,6.13,-75,-459.75,keep
2025-11-28,2025-12-01,0,momentum,LS,CSNA3,S,SELL,-0.0012855734134701,8.44,-114,-962.16,reweight
2025-11-28 00:00:00,2025-12-01 00:00:00,0,value,LS,CVCB3,L,BUY,0.0016797571733079934,1.85,681,1259.8500000000001,reweight
2025-11-28,2025-12-01,0,momentum,LS,EGIE3,S,SELL,-0.0012855734134701,31.76,-30,-952.8,reweight
