month_end,trade_date,book,ticker,side,prev_weight,target_weight,delta_weight,px_ref_open,sector
2014-06-30,2014-07-01,LS,GUAR3,L,0.009128951950454977,0.025709963551181828,0.016581011600726853,10.22507511,Textile
2014-06-30,2014-07-01,LS,LPSB3,S,-0.024017837869649405,-0.03477175977790512,-0.010753921908255719,8.984762412,Other
2014-06-30,2014-07-01,LS,MBRF3,S,-0.034363983413498375,-0.03477175977790512,-0.0004077763644067441,3.653362038,Food & Beverage
2014-06-30,2014-07-01,LS,MMXM3,S,-0.02143130148368716,-0.021622091943508743,-0.00019079045982158677,51.25,Mining
2014-06-30,2014-07-01,LS,MRVE3,L,0.032407779424115164,0.030703224715516186,-0.001704554708598981,4.384806304,Construction
2014-06-30,2014-07-01,LS,NEXP3,S,0.0,-0.009692661905710817,-0.009692661905710817,1176.997839,Other
2014-06-30,2014-07-01,LS,OGXP3,S,-0.034363983413498375,-0.03477175977790512,-0.0004077763644067441,19.0,Oil & Gas
2014-06-30,2014-07-01,LS,PDGR3,S,-0.010346145543848974,-0.009692661905710817,0.0006534836381381567,8236954.571,Construction
2014-06-30,2014-07-01,LS,POMO4,S,-0.024017837869649405,-0.03477175977790512,-0.010753921908255719,2.3106841,Vehicle & Parts
2014-06-30,2014-07-01,LS,PRIO3,S,0.0,-0.009692661905710817,-0.009692661905710817,1.198075669,Oil & Gas
2014-06-30,2014-07-01,LS,PRML3,L,-0.034363983413498375,0.010338839366091538,0.04470282277958992,10.66003907,Other
2014-06-30,2014-07-01,LS,PSSA3,L,0.032407779424115164,0.030703224715516186,-0.001704554708598981,8.871582013,Financial Services
2014-06-30,2014-07-01,LS,QUAL3,L,0.009128951950454977,0.009692661905710817,0.0005637099552558399,14.30184102,Other
2014-06-30,2014-07-01,LS,RAPT4,S,-0.024017837869649405,-0.0250790978721943,-0.0010612600025449008,4.362726181,Vehicle & Parts
2014-06-30,2014-07-01,LS,RSID3,S,-0.034363983413498375,-0.03477175977790512,-0.0004077763644067441,43.25,Construction
2014-06-30,2014-07-01,LS,SMLS3,L,0.019475097494303952,0.030703224715516186,0.011228127221212233,21.71885254,Other
2014-06-30,2014-07-01,LS,SMTO3,L,0.009128951950454977,0.009692661905710817,0.0005637099552558399,9.333082941,Other
2014-06-30,2014-07-01,LS,TGMA3,S,-0.034363983413498375,-0.03477175977790512,-0.0004077763644067441,12.70134925,Transportation Services
2014-06-30,2014-07-01,LS,TIMS3,L,0.009128951950454977,0.009692661905710817,0.0005637099552558399,8.349968572,Telecommunication
2014-06-30,2014-07-01,LS,TOTS3,S,-0.034363983413498375,-0.03477175977790512,-0.0004077763644067441,10.75653366,Software & Data
2014-06-30,2014-07-01,LS,VALE3,L,0.032407779424115164,0.030703224715516186,-0.001704554708598981,14.0382829,Mining
2014-06-30,2014-07-01,LS,YDUQ3,L,0.032407779424115164,0.030703224715516186,-0.001704554708598981,20.54398327,Other
