month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2014-03-31,2014-04-01,D10,BEEF3,-516,2,-3099,1.0
2014-03-31,2014-04-01,D10,BRML3,-1112,2,-6676,1.0
2014-03-31,2014-04-01,D10,CMIG4,3552,2,21316,1.0
2014-03-31,2014-04-01,D10,CSMG3,-670,2,-4017,1.0
2014-03-31,2014-04-01,D10,CSNA3,1048,2,-4069,0.0
2014-03-31,2014-04-01,D10,CVCB3,748,2,4491,1.0
2014-03-31,2014-04-01,D10,DXCO3,-612,2,-3670,1.0
2014-03-31,2014-04-01,D10,ENAT3,-795,2,-4771,1.0
2014-03-31,2014-04-01,D10,GETI3,678,2,4067,1.0
2014-03-31,2014-04-01,D10,GFSA3,2,2,15,1.0
2014-03-31,2014-04-01,D10,GUAR3,1006,2,6036,1.0
2014-03-31,2014-04-01,D10,MBRF3,-1324,2,-7940,1.0
2014-03-31,2014-04-01,D10,MGLU3,-1973,2,-11839,1.0
2014-03-31,2014-04-01,D10,PSSA3,-385,2,-2420,1.0
2014-03-31,2014-04-01,D10,SMTO3,-1693,2,-10159,1.0
2014-03-31,2014-04-01,D10,TOTS3,894,2,5361,1.0
2014-03-31,2014-04-01,LS,AMAR3,16,0,1,0.5
2014-03-31,2014-04-01,LS,AMAR3,16,1,1,0.5
2014-03-31,2014-04-01,LS,AMER3,0,0,-3,0.0
2014-03-31,2014-04-01,LS,AMER3,0,1,-4,0.0
2014-03-31,2014-04-01,LS,ANIM3,-300,0,-1336,0.4562841530054645
2014-03-31,2014-04-01,LS,ANIM3,-300,1,-1592,0.5437158469945356
2014-03-31,2014-04-01,LS,ANIM3,-300,2,1124,0.0
2014-03-31,2014-04-01,LS,AZZA3,-276,0,-376,0.4563106796116505
2014-03-31,2014-04-01,LS,AZZA3,-276,1,-448,0.5436893203883495
2014-03-31,2014-04-01,LS,AZZA3,-276,2,316,0.0
2014-03-31,2014-04-01,LS,BEEF3,-373,0,6,0.0
2014-03-31,2014-04-01,LS,BEEF3,-373,1,6,0.0
2014-03-31,2014-04-01,LS,BEEF3,-373,2,-2252,1.0
