month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2020-09-30,2020-10-01,momentum,D10,ALPA4,L,BUY,0.0018518518518518,37.14861524,37,1374.4987638799998
2020-09-30,2020-10-01,momentum,D10,B3SA3,L,BUY,0.0018518518518518,15.29441119,91,1391.79141829
2020-09-30,2020-10-01,momentum,D10,BHIA3,L,BUY,0.0185185185185185,435.0,32,13920.0
2020-09-30,2020-10-01,momentum,D10,BPAC11,L,BUY,0.0185185185185185,16.08143322,864,13894.358302080002
2020-09-30,2020-10-01,momentum,D10,CAML3,L,BUY,0.0185185185185185,10.19629494,1362,13887.35370828
2020-09-30,2020-10-01,momentum,D10,CPLE6,L,BUY,0.0185185185185185,3.799019478,3656,13889.215211568
2020-09-30,2020-10-01,momentum,D10,CSAN3,L,BUY,0.0018518518518518,15.26254361,91,1388.89146851
2020-09-30,2020-10-01,momentum,D10,CSUD3,L,BUY,0.0018518518518518,10.37072914,134,1389.67770476
2020-09-30,2020-10-01,momentum,D10,DEXP3,L,BUY,0.0185185185185185,5.417299784,2564,13889.956646176
2020-09-30,2020-10-01,momentum,D10,ENEV3,L,BUY,0.0018518518518518,12.0,116,1392.0
2020-09-30,2020-10-01,momentum,D10,GNDI3,L,SELL,-0.0166666666666666,63.15443866,-198,-12504.57885468
2020-09-30,2020-10-01,momentum,D10,HAPV3,L,SELL,-0.0166666666666666,185.9225775,-67,-12456.8126925
2020-09-30,2020-10-01,momentum,D10,JHSF3,L,BUY,0.0018518518518518,5.004398873,278,1391.2228866940002
2020-09-30,2020-10-01,momentum,D10,KEPL3,L,BUY,0.0018518518518518,3.638383589,382,1389.862530998
2020-09-30,2020-10-01,momentum,D10,LOGN3,L,SELL,-0.0166666666666666,14.8,-845,-12506.0
2020-09-30,2020-10-01,momentum,D10,MBRF3,L,SELL,-0.0166666666666666,9.393485307,-1331,-12502.728943617
2020-09-30,2020-10-01,momentum,D10,OIBR3,L,BUY,0.0185185185185185,172.3987843,81,13964.3015283
2020-09-30,2020-10-01,momentum,D10,PRIO3,L,BUY,0.0018518518518518,6.860979997,202,1385.917959394
2020-09-30,2020-10-01,momentum,D10,QUAL3,L,SELL,-0.0166666666666666,30.01863987,-416,-12487.75418592
2020-09-30,2020-10-01,momentum,D10,SHUL4,L,BUY,0.0018518518518518,2.427382257,572,1388.462651004
2020-09-30,2020-10-01,momentum,D10,SIMH3,L,BUY,0.0018518518518518,5.71335257,243,1388.34467451
2020-09-30,2020-10-01,momentum,D10,SQIA3,L,BUY,0.0018518518518518,21.3449443,65,1387.4213795
2020-09-30,2020-10-01,momentum,D10,SRNA3,L,SELL,-0.0166666666666666,16.40209012,-762,-12498.39267144
2020-09-30,2020-10-01,momentum,D10,SYNE3,L,SELL,-0.0166666666666666,2.127281475,-5876,-12499.905947100002
2020-09-30,2020-10-01,momentum,D10,TRIS3,L,SELL,-0.0166666666666666,8.718854544,-1434,-12502.837416096
2020-09-30,2020-10-01,momentum,LS,AALR3,S,SELL,-0.0142318696282637,10.2,-1046,-10669.2
2020-09-30,2020-10-01,momentum,LS,AESB3,L,BUY,0.0001624640197268,13.85194581,9,124.66751229
2020-09-30,2020-10-01,momentum,LS,ALPA4,L,BUY,0.0007036473072089,37.14861524,14,520.0806133599999
2020-09-30,2020-10-01,momentum,LS,AZUL4,S,SELL,-0.0152374751121543,25.32,-451,-11419.32
2020-09-30,2020-10-01,momentum,LS,B3SA3,L,BUY,0.0007036473072089,15.29441119,35,535.30439165
2020-09-30,2020-10-01,momentum,LS,BHIA3,L,BUY,0.0127408043473641,435.0,22,9570.0
2020-09-30,2020-10-01,momentum,LS,BPAC11,L,BUY,0.0129032683670909,16.08143322,602,9681.02279844
2020-09-30,2020-10-01,momentum,LS,BRAP4,L,BUY,0.0001624640197268,9.715152126,13,126.296977638
2020-09-30,2020-10-01,momentum,LS,BRFS3,S,SELL,-0.0142318696282637,17.90148279,-596,-10669.28374284
2020-09-30,2020-10-01,momentum,LS,CAML3,L,BUY,0.0129032683670909,10.19629494,949,9676.28389806
2020-09-30,2020-10-01,momentum,LS,CIEL3,S,SELL,-0.0152374751121543,3.132562184,-3648,-11427.586847232
2020-09-30,2020-10-01,momentum,LS,CMIG4,S,BUY,0.0008729696995494,3.054586458,214,653.681502012
2020-09-30,2020-10-01,momentum,LS,COGN3,S,BUY,0.0133576276422796,5.062867267,1979,10019.414321393
2020-09-30,2020-10-01,momentum,LS,CPLE6,L,BUY,0.0138689826943761,3.799019478,2738,10401.715330764
2020-09-30,2020-10-01,momentum,LS,CSAN3,L,SELL,-0.0005869950595299,15.26254361,-29,-442.61376469
2020-09-30,2020-10-01,momentum,LS,CSNA3,S,SELL,-0.0001326357843411,10.16949304,-10,-101.6949304
2020-09-30,2020-10-01,momentum,LS,CSUD3,L,BUY,0.0007036473072089,10.37072914,51,528.90718614
2020-09-30,2020-10-01,momentum,LS,CVCB3,S,SELL,-0.0001326357843411,15.28547733,-7,-106.99834131
2020-09-30,2020-10-01,momentum,LS,DEXP3,L,BUY,0.0127408043473641,5.417299784,1764,9556.116818976
2020-09-30,2020-10-01,momentum,LS,DMMO3,S,SELL,-0.0001326357843411,1.12465099,-88,-98.96928712
2020-09-30,2020-10-01,momentum,LS,ELET3,S,BUY,0.0133576276422796,25.01012562,401,10029.06037362
2020-09-30,2020-10-01,momentum,LS,EMBR3,S,SELL,-0.0001326357843411,6.283525399,-16,-100.536406384
2020-09-30,2020-10-01,momentum,LS,ENEV3,L,BUY,0.0007036473072089,12.0,44,528.0
2020-09-30,2020-10-01,momentum,LS,GNDI3,L,SELL,-0.0121996210598819,63.15443866,-145,-9157.3936057
2020-09-30,2020-10-01,momentum,LS,GOLL54,S,SELL,-0.0010056054838906,0.230156145,-3277,-754.221687165
2020-09-30,2020-10-01,momentum,LS,HAPV3,L,SELL,-0.0120371570401551,185.9225775,-49,-9110.2062975
2020-09-30,2020-10-01,momentum,LS,HGTX3,S,SELL,-0.0001326357843411,16.53695894,-6,-99.22175364
2020-09-30,2020-10-01,momentum,LS,JHSF3,L,BUY,0.0007036473072089,5.004398873,105,525.4618816650001
2020-09-30,2020-10-01,momentum,LS,KEPL3,L,BUY,0.0007036473072089,3.638383589,145,527.565620405
2020-09-30,2020-10-01,momentum,LS,LIGT3,S,BUY,0.0133576276422796,13.75113126,729,10024.57468854
2020-09-30,2020-10-01,momentum,LS,LPSB3,S,SELL,-0.0142318696282637,4.581862382,-2330,-10675.73935006
2020-09-30,2020-10-01,momentum,LS,MBRF3,L,SELL,-0.0121996210598819,9.393485307,-974,-9149.254689018
2020-09-30,2020-10-01,momentum,LS,MEAL3,S,SELL,-0.0001326357843411,3.22,-31,-99.82
2020-09-30,2020-10-01,momentum,LS,OIBR3,L,BUY,0.0525020725779312,172.3987843,228,39306.9228204
2020-09-30,2020-10-01,momentum,LS,PNVL3,L,BUY,0.0001624640197268,20.07615439,6,120.45692634
2020-09-30,2020-10-01,momentum,LS,PRIO3,L,BUY,0.0007036473072089,6.860979997,77,528.295459769
2020-09-30,2020-10-01,momentum,LS,QUAL3,,SELL,-0.0274885862767189,30.01863987,-687,-20622.80559069
