month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2020-09-30,2020-10-01,momentum:+687.25,D10,ALPA4,L,BUY,0.0009259259259259,18,668.67507432,37.14861524
2020-09-30,2020-10-01,value:-7815.27,D10,AMAR3,S,SELL,-0.010416666666666666,-278,-7829.348647139999,28.16312463
2020-09-30,2020-10-01,momentum:+695.90,D10,B3SA3,L,BUY,0.0009259259259259,46,703.54291474,15.29441119
2020-09-30,2020-10-01,momentum:+6960.00,D10,BHIA3,L,BUY,0.00925925925925925,16,6960.0,435.0
2020-09-30,2020-10-01,momentum:+6947.18,D10,BPAC11,L,BUY,0.00925925925925925,432,6947.179151040001,16.08143322
2020-09-30,2020-10-01,momentum:+6943.68,D10,CAML3,L,BUY,0.00925925925925925,681,6943.67685414,10.19629494
2020-09-30,2020-10-01,value:-458.69,D10,CEAB3,S,SELL,-0.0006127450980392158,-42,-464.21335422,11.05269891
2020-09-30,2020-10-01,value:-458.92,D10,CIEL3,S,SELL,-0.0006127450980392158,-146,-457.35407886400003,3.132562184
2020-09-30,2020-10-01,momentum:+6944.61;value:-459.68,D10,CPLE6,L,BUY,0.008646514161220035,1707,6484.926248946,3.799019478
2020-09-30,2020-10-01,momentum:+694.45,D10,CSAN3,L,BUY,0.0009259259259259,46,702.07700606,15.26254361
2020-09-30,2020-10-01,value:-459.73,D10,CSMG3,S,SELL,-0.0006127450980392158,-51,-459.733512957,9.014382607
2020-09-30,2020-10-01,momentum:+694.84,D10,CSUD3,L,BUY,0.0009259259259259,67,694.83885238,10.37072914
2020-09-30,2020-10-01,momentum:+6944.98,D10,DEXP3,L,BUY,0.00925925925925925,1282,6944.978323088,5.417299784
2020-09-30,2020-10-01,value:+7352.98,D10,ELET3,L,BUY,0.00980392156862745,294,7352.97693228,25.01012562
2020-09-30,2020-10-01,value:-457.47,D10,ENAT3,S,SELL,-0.0006127450980392158,-52,-453.11605014,8.713770195
2020-09-30,2020-10-01,value:-7814.32,D10,ENBR3,S,SELL,-0.010416666666666666,-556,-7821.3567782,14.06718845
2020-09-30,2020-10-01,momentum:+696.00,D10,ENEV3,L,BUY,0.0009259259259259,58,696.0,12.0
2020-09-30,2020-10-01,value:-459.79,D10,FESA4,S,SELL,-0.0006127450980392158,-142,-459.785348154,3.237924987
2020-09-30,2020-10-01,momentum:-6252.29,D10,GNDI3,S,SELL,-0.0083333333333333,-99,-6252.28942734,63.15443866
2020-09-30,2020-10-01,value:-459.51,D10,GOLL54,S,SELL,-0.0006127450980392158,-1996,-459.39166542000004,0.230156145
2020-09-30,2020-10-01,momentum:-6228.41,D10,HAPV3,S,SELL,-0.0083333333333333,-34,-6321.367635,185.9225775
2020-09-30,2020-10-01,value:+7350.68,D10,HGTX3,L,BUY,0.00980392156862745,444,7342.409769360001,16.53695894
2020-09-30,2020-10-01,momentum:+695.61;value:-460.40,D10,JHSF3,L,BUY,0.00031318082788668426,47,235.20674703100002,5.004398873
2020-09-30,2020-10-01,momentum:+694.93,D10,KEPL3,L,BUY,0.0009259259259259,191,694.931265499,3.638383589
2020-09-30,2020-10-01,momentum:-6253.00,D10,LOGN3,S,SELL,-0.0083333333333333,-422,-6245.6,14.8
2020-09-30,2020-10-01,momentum:-6251.36;value:+7355.10,D10,MBRF3,L,BUY,0.0014705882352941506,118,1108.4312662260002,9.393485307
2020-09-30,2020-10-01,value:-7811.72,D10,MEAL3,S,SELL,-0.010416666666666666,-2426,-7811.72,3.22
2020-09-30,2020-10-01,momentum:+6982.15,D10,OIBR3,L,BUY,0.00925925925925925,40,6895.9513719999995,172.3987843
2020-09-30,2020-10-01,momentum:+692.96,D10,PRIO3,L,BUY,0.0009259259259259,101,692.958979697,6.860979997
2020-09-30,2020-10-01,value:-459.30,D10,PSSA3,S,SELL,-0.0006127450980392158,-24,-449.92291968,18.74678832
2020-09-30,2020-10-01,momentum:-6243.88,D10,QUAL3,S,SELL,-0.0083333333333333,-208,-6243.8770929600005,30.01863987
2020-09-30,2020-10-01,value:+7352.38,D10,RANI3,L,BUY,0.00980392156862745,2369,7352.380870753001,3.103579937
2020-09-30,2020-10-01,value:+7356.32,D10,SAPR11,L,BUY,0.00980392156862745,398,7347.09145842,18.46002879
2020-09-30,2020-10-01,value:+7349.78,D10,SEER3,L,BUY,0.00980392156862745,553,7349.7816366100005,13.29074437
2020-09-30,2020-10-01,momentum:+694.23,D10,SHUL4,L,BUY,0.0009259259259259,286,694.231325502,2.427382257
2020-09-30,2020-10-01,momentum:+694.17,D10,SIMH3,L,BUY,0.0009259259259259,122,697.0290135399999,5.71335257
2020-09-30,2020-10-01,value:-459.80,D10,SMLS3,S,SELL,-0.0006127450980392158,-40,-465.61597,11.64039925
2020-09-30,2020-10-01,momentum:+693.71,D10,SQIA3,L,BUY,0.0009259259259259,32,683.0382176,21.3449443
2020-09-30,2020-10-01,momentum:-6249.20,D10,SRNA3,S,SELL,-0.0083333333333333,-381,-6249.19633572,16.40209012
2020-09-30,2020-10-01,momentum:-6249.95,D10,SYNE3,S,SELL,-0.0083333333333333,-2938,-6249.952973550001,2.127281475
2020-09-30,2020-10-01,value:-7814.38,D10,TEND3,S,SELL,-0.010416666666666666,-286,-7800.74674522,27.27533827
2020-09-30,2020-10-01,value:-459.16,D10,TIMS3,S,SELL,-0.0006127450980392158,-48,-454.42298668800004,9.467145556
2020-09-30,2020-10-01,momentum:-6251.42,D10,TRIS3,S,SELL,-0.0083333333333333,-717,-6251.418708048,8.718854544
2020-09-30,2020-10-01,value:-7812.96,D10,VULC3,S,SELL,-0.010416666666666666,-1745,-7812.962161685,4.477342213
2020-09-30,2020-10-01,momentum:-5334.60,LS,AALR3,S,SELL,-0.00711593481413185,-523,-5334.599999999999,10.2
2020-09-30,2020-10-01,momentum:+62.33,LS,AESB3,L,BUY,8.12320098634e-05,4,55.40778324,13.85194581
2020-09-30,2020-10-01,momentum:+260.04;value:+538.65,LS,ALPA4,L,BUY,0.001071322132245054,22,817.2695352799999,37.14861524
