month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2022-06-30,2022-07-01,momentum,D10,AALR3,L,BUY,0.001159420289855,19.43,45,874.35
2022-06-30,2022-07-01,momentum,D10,AMBP3,L,SELL,-0.0133333333333333,2.241712571,-4461,-10000.279779231
2022-06-30,2022-07-01,momentum,D10,ASAI3,L,BUY,0.0144927536231884,13.82440443,786,10865.98188198
2022-06-30,2022-07-01,momentum,D10,BEEF3,L,BUY,0.0144927536231884,10.8548607,1001,10865.7155607
2022-06-30,2022-07-01,momentum,D10,CIEL3,L,BUY,0.0144927536231884,3.276190865,3318,10870.40129007
2022-06-30,2022-07-01,momentum,D10,CMIG4,L,SELL,-0.0133333333333333,5.33372241,-1875,-10000.72951875
2022-06-30,2022-07-01,momentum,D10,CPFE3,L,BUY,0.0144927536231884,24.18700819,449,10859.96667731
2022-06-30,2022-07-01,momentum,D10,CPLE6,L,BUY,0.001159420289855,5.687944238,153,870.255468414
2022-06-30,2022-07-01,momentum,D10,CRFB3,L,BUY,0.0144927536231884,15.85057585,686,10873.4950331
2022-06-30,2022-07-01,momentum,D10,DEXP3,L,SELL,-0.0133333333333333,6.399525484,-1563,-10002.458331492
2022-06-30,2022-07-01,momentum,D10,DIRR3,L,BUY,0.001159420289855,2.545670091,342,870.6191711219999
2022-06-30,2022-07-01,momentum,D10,DMMO3,L,BUY,0.0144927536231884,1.44,7548,10869.12
2022-06-30,2022-07-01,momentum,D10,EMBR3,L,SELL,-0.0133333333333333,11.37827572,-879,-10001.50435788
2022-06-30,2022-07-01,momentum,D10,FESA4,L,SELL,-0.0133333333333333,9.517632781,-1051,-10003.032052831
2022-06-30,2022-07-01,momentum,D10,FHER3,L,SELL,-0.0133333333333333,16.82,-595,-10007.9
2022-06-30,2022-07-01,momentum,D10,JBSS3,L,BUY,0.001159420289855,24.5808668,35,860.330338
2022-06-30,2022-07-01,momentum,D10,JHSF3,L,BUY,0.0144927536231884,4.469450859,2432,10869.704489088
2022-06-30,2022-07-01,momentum,D10,KEPL3,L,BUY,0.0144927536231884,5.459921312,1991,10870.703332192
2022-06-30,2022-07-01,momentum,D10,LEVE3,L,SELL,-0.0133333333333333,14.52481943,-688,-9993.07576784
2022-06-30,2022-07-01,momentum,D10,LOGN3,L,BUY,0.001159420289855,30.45,29,883.05
2022-06-30,2022-07-01,momentum,D10,MBRF3,L,SELL,-0.0133333333333333,8.621573972,-1160,-10001.02580752
2022-06-30,2022-07-01,momentum,D10,MYPK3,L,BUY,0.0144927536231884,13.74799546,791,10874.66440886
2022-06-30,2022-07-01,momentum,D10,ORVR3,L,BUY,0.0144927536231884,27.92,389,10860.88
2022-06-30,2022-07-01,momentum,D10,PETR4,L,SELL,-0.0133333333333333,12.00622812,-833,-10001.18802396
2022-06-30,2022-07-01,momentum,D10,PGMN3,L,SELL,-0.0133333333333333,3.406286491,-2936,-10000.857137576
2022-06-30,2022-07-01,momentum,D10,PORT3,L,SELL,-0.0133333333333333,6.564111201,-1523,-9997.141359123
2022-06-30,2022-07-01,momentum,D10,RADL3,L,BUY,0.0144927536231884,17.40714472,624,10862.05830528
2022-06-30,2022-07-01,momentum,D10,RANI3,L,SELL,-0.0133333333333333,5.12358234,-1952,-10001.23272768
2022-06-30,2022-07-01,momentum,D10,SBSP3,L,BUY,0.0144927536231884,39.0081625,279,10883.2773375
2022-06-30,2022-07-01,momentum,D10,SIMH3,L,SELL,-0.0133333333333333,8.791008995,-1138,-10004.16823631
2022-06-30,2022-07-01,momentum,D10,SMTO3,L,BUY,0.0144927536231884,31.69141982,343,10870.15699826
2022-06-30,2022-07-01,momentum,D10,SOMA3,L,BUY,0.001159420289855,9.009861891,97,873.956603427
2022-06-30,2022-07-01,momentum,D10,TECN3,L,SELL,-0.0133333333333333,2.060047992,-4854,-9999.472953168
2022-06-30,2022-07-01,momentum,D10,TOTS3,L,SELL,-0.0133333333333333,21.93086821,-456,-10000.47590376
2022-06-30,2022-07-01,momentum,D10,UNIP6,L,BUY,0.0144927536231884,59.25141323,183,10843.00862109
2022-06-30,2022-07-01,momentum,D10,VALE3,L,BUY,0.0144927536231884,56.11182446,194,10885.69394524
2022-06-30,2022-07-01,momentum,D10,VIVA3,L,BUY,0.001159420289855,20.54335117,42,862.8207491400001
2022-06-30,2022-07-01,momentum,D10,VIVR3,L,SELL,-0.0133333333333333,5.943252637,-1683,-10002.494188071
2022-06-30,2022-07-01,momentum,D10,WEGE3,L,BUY,0.001159420289855,24.98864761,35,874.60266635
2022-06-30,2022-07-01,momentum,D10,WIZC3,L,SELL,-0.0133333333333333,6.748653336,-1482,-10001.504243952
2022-06-30,2022-07-01,momentum,LS,AALR3,L,SELL,-0.0034343730454182,19.43,-133,-2584.19
2022-06-30,2022-07-01,momentum,LS,AESB3,S,BUY,0.0009322132733198,10.44690741,67,699.94279647
2022-06-30,2022-07-01,momentum,LS,ALPA4,S,BUY,0.0006809635180706,18.7173738,27,505.3690926
2022-06-30,2022-07-01,momentum,LS,AMBP3,,SELL,-0.0232289850499459,2.241712571,-7772,-17422.590101812
2022-06-30,2022-07-01,momentum,LS,ANIM3,S,SELL,-0.0092137801967715,3.38346412,-2042,-6909.033733040001
2022-06-30,2022-07-01,momentum,LS,ASAI3,L,BUY,0.0086612942667621,13.82440443,470,6497.4700821
2022-06-30,2022-07-01,momentum,LS,BBAS3,L,SELL,-0.0004811747872074,12.30046144,-29,-356.71338176
2022-06-30,2022-07-01,momentum,LS,BEEF3,L,BUY,0.0087130312730339,10.8548607,602,6534.6261414
2022-06-30,2022-07-01,momentum,LS,BHIA3,S,BUY,0.0008381354779852,48.25,13,627.25
2022-06-30,2022-07-01,momentum,LS,BLAU3,S,SELL,-0.0094650299520207,22.52576145,-315,-7095.61485675
2022-06-30,2022-07-01,momentum,LS,BPAN4,S,BUY,0.0001571719599146,5.50086048,21,115.51807008
2022-06-30,2022-07-01,momentum,LS,BRAP4,L,SELL,-5.17370062717952e-05,17.4574868,-2,-34.9149736
