month_end,trade_date,cohort_id,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2017-11-30,2017-12-01,1,momentum,D10,ABEV3,L,OPEN,0.07692307692307694,14.75076638,3129,46155.14800302,add
2017-11-30,2017-12-01,1,momentum,D10,BRAP4,L,CLOSE,-0.10000000000000003,4.775144132,-12565,-59999.68601858,exit
2017-11-30,2017-12-01,1,momentum,D10,BRSR6,L,OPEN,0.07692307692307694,7.191071689,6418,46152.298100002,add
2017-11-30,2017-12-01,1,momentum,D10,CVCB3,L,CLOSE,-0.10000000000000003,39.6709197,-1512,-59982.4305864,exit
2017-11-30,2017-12-01,1,momentum,D10,ENAT3,L,CLOSE,-0.10000000000000003,5.080182772,-11811,-60002.038720091994,exit
2017-11-30,2017-12-01,1,momentum,D10,ENGI11,L,OPEN,0.07692307692307694,18.07610143,2553,46148.28695079,add
2017-11-30,2017-12-01,1,momentum,D10,FESA4,L,OPEN,0.07692307692307694,2.608313303,17695,46154.103896585,add
2017-11-30,2017-12-01,1,momentum,D10,FLRY3,L,CLOSE,-0.10000000000000003,17.53760441,-3421,-59996.14468661,exit
2017-11-30,2017-12-01,1,momentum,D10,GOLL54,L,OPEN,0.07692307692307694,0.18061406,255539,46153.93627834,add
2017-11-30,2017-12-01,1,momentum,D10,GRND3,L,CLOSE,-0.10000000000000003,5.016117352,-11961,-59997.779647272,exit
2017-11-30,2017-12-01,1,momentum,D10,GUAR3,L,OPEN,0.07692307692307694,15.01092056,3075,46158.580722,add
2017-11-30,2017-12-01,1,momentum,D10,LIGT3,L,SELL,-0.023076923076923092,14.94966813,-926,-13843.39268838,reweight
2017-11-30,2017-12-01,1,momentum,D10,MDIA3,L,OPEN,0.07692307692307694,39.46080067,1170,46169.136783899994,add
2017-11-30,2017-12-01,1,momentum,D10,MGLU3,L,SELL,-0.023076923076923092,16.84524579,-822,-13846.79203938,reweight
2017-11-30,2017-12-01,1,momentum,D10,PRIO3,L,OPEN,0.07692307692307694,1.27794738,36116,46154.34757608,add
2017-11-30,2017-12-01,1,momentum,D10,QUAL3,L,OPEN,0.07692307692307694,21.37387024,2159,46146.18584816,add
2017-11-30,2017-12-01,1,momentum,D10,SEER3,L,CLOSE,-0.10000000000000003,24.36731045,-2462,-59992.3183279,exit
2017-11-30,2017-12-01,1,momentum,D10,TGMA3,L,OPEN,0.07692307692307694,12.25068607,3767,46148.33442569,add
2017-11-30,2017-12-01,1,momentum,D10,TUPY3,L,CLOSE,-0.10000000000000003,13.68712412,-4384,-60004.35214208,exit
2017-11-30,2017-12-01,1,momentum,D10,WIZC3,L,CLOSE,-0.10000000000000003,6.296515131,-9529,-59999.492683298995,exit
2017-11-30,2017-12-01,1,momentum,D10,YDUQ3,L,OPEN,0.07692307692307694,24.8029421,1861,46158.2752481,add
2017-11-30,2017-12-01,0,momentum,LS,BBSE3,S,SELL,-0.0027613304535040496,13.33092732,-124,-1653.03498768,reweight
2017-11-30,2017-12-01,0,momentum,LS,BRAP4,L,SELL,-9.850816331885212e-05,4.775144132,-12,-57.301729584,keep
2017-11-30,2017-12-01,0,momentum,LS,BRFS3,S,SELL,-0.0027613304535040496,37.16503492,-45,-1672.4265713999998,reweight
2017-11-30,2017-12-01,0,momentum,LS,BRSR6,L,SELL,-9.850816331885212e-05,7.191071689,-8,-57.528573512,keep
2017-11-30,2017-12-01,0,momentum,LS,CIEL3,S,SELL,-0.0027613304535040496,15.30322808,-108,-1652.74863264,reweight
2017-11-30,2017-12-01,0,momentum,LS,CPLE6,S,SELL,-0.0027613304535040496,1.246126515,-1330,-1657.3482649500002,reweight
2017-11-30,2017-12-01,0,momentum,LS,CSNA3,S,SELL,-0.0027613304535040496,4.181146848,-396,-1655.734151808,reweight
2017-11-30,2017-12-01,0,momentum,LS,DMMO3,S,BUY,0.004674249950235531,11.14785631,252,2809.25979012,reweight
2017-11-30,2017-12-01,0,momentum,LS,ELET3,S,SELL,-0.0027613304535040496,14.38689934,-115,-1654.4934240999999,reweight
2017-11-30,2017-12-01,0,momentum,LS,ENAT3,L,SELL,-9.850816331885212e-05,5.080182772,-12,-60.96219326399999,keep
