month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2022-09-30,2022-10-03,D10,AALR3,-17,2,-51,1.0
2022-09-30,2022-10-03,D10,ASAI3,-21,2,-62,1.0
2022-09-30,2022-10-03,D10,BBSE3,418,2,1253,1.0
2022-09-30,2022-10-03,D10,BEEF3,-34,2,-102,1.0
2022-09-30,2022-10-03,D10,CIEL3,-74,2,-221,1.0
2022-09-30,2022-10-03,D10,CPFE3,-14,2,-41,1.0
2022-09-30,2022-10-03,D10,CPLE6,-1547,2,-4641,1.0
2022-09-30,2022-10-03,D10,CRFB3,-19,2,-57,1.0
2022-09-30,2022-10-03,D10,CURY3,850,2,2551,1.0
2022-09-30,2022-10-03,D10,DIRR3,-81,2,-244,1.0
2022-09-30,2022-10-03,D10,DMMO3,-207,2,-621,1.0
2022-09-30,2022-10-03,D10,HYPE3,204,2,611,1.0
2022-09-30,2022-10-03,D10,INTB3,305,2,915,1.0
2022-09-30,2022-10-03,D10,JBSS3,-436,2,-1307,1.0
2022-09-30,2022-10-03,D10,JHSF3,-1454,2,-4362,1.0
2022-09-30,2022-10-03,D10,KEPL3,-44,2,-133,1.0
2022-09-30,2022-10-03,D10,LOGN3,-11,2,-33,1.0
2022-09-30,2022-10-03,D10,MULT3,376,2,1127,1.0
2022-09-30,2022-10-03,D10,MYPK3,-746,2,-2237,1.0
2022-09-30,2022-10-03,D10,ORVR3,-216,2,-648,1.0
2022-09-30,2022-10-03,D10,PETR4,497,2,1492,1.0
2022-09-30,2022-10-03,D10,RADL3,-17,2,-51,1.0
2022-09-30,2022-10-03,D10,RANI3,1328,2,3983,1.0
2022-09-30,2022-10-03,D10,SBSP3,-7,2,-21,1.0
2022-09-30,2022-10-03,D10,SMTO3,-379,2,-1136,1.0
2022-09-30,2022-10-03,D10,SOMA3,-629,2,-1886,1.0
2022-09-30,2022-10-03,D10,TUPY3,375,2,1126,1.0
2022-09-30,2022-10-03,D10,UNIP6,-5,2,-16,1.0
2022-09-30,2022-10-03,D10,VALE3,-6,2,-19,1.0
2022-09-30,2022-10-03,D10,VIVA3,-14,2,-43,1.0
2022-09-30,2022-10-03,D10,VLID3,1097,2,3291,1.0
2022-09-30,2022-10-03,D10,WEGE3,-283,2,-848,1.0
2022-09-30,2022-10-03,LS,AALR3,21,0,43,0.4942528735632184
2022-09-30,2022-10-03,LS,AALR3,21,1,44,0.5057471264367817
2022-09-30,2022-10-03,LS,AALR3,21,2,-24,0.0
2022-09-30,2022-10-03,LS,AERI3,-160,0,-22,0.04573804573804574
2022-09-30,2022-10-03,LS,AERI3,-160,1,-42,0.08731808731808732
2022-09-30,2022-10-03,LS,AERI3,-160,2,-417,0.8669438669438669
2022-09-30,2022-10-03,LS,AESB3,713,2,2140,1.0
2022-09-30,2022-10-03,LS,ALPA4,1,0,-42,0.0
2022-09-30,2022-10-03,LS,ALPA4,1,1,-82,0.0
2022-09-30,2022-10-03,LS,ALPA4,1,2,125,1.0
2022-09-30,2022-10-03,LS,ANIM3,1276,2,3828,1.0
2022-09-30,2022-10-03,LS,ASAI3,25,0,51,0.4857142857142857
2022-09-30,2022-10-03,LS,ASAI3,25,1,54,0.5142857142857142
2022-09-30,2022-10-03,LS,ASAI3,25,2,-29,0.0
2022-09-30,2022-10-03,LS,AZUL4,-376,2,-1129,1.0
2022-09-30,2022-10-03,LS,BBAS3,39,0,57,0.48717948717948717
2022-09-30,2022-10-03,LS,BBAS3,39,1,60,0.5128205128205128
2022-09-30,2022-10-03,LS,BBSE3,297,0,45,0.05061867266591676
2022-09-30,2022-10-03,LS,BBSE3,297,1,47,0.052868391451068614
2022-09-30,2022-10-03,LS,BBSE3,297,2,797,0.8965129358830146
2022-09-30,2022-10-03,LS,BEEF3,41,0,84,0.4883720930232558
2022-09-30,2022-10-03,LS,BEEF3,41,1,88,0.5116279069767442
2022-09-30,2022-10-03,LS,BEEF3,41,2,-47,0.0
2022-09-30,2022-10-03,LS,BHIA3,0,0,-11,0.0
2022-09-30,2022-10-03,LS,BHIA3,0,1,-21,0.0
2022-09-30,2022-10-03,LS,BHIA3,0,2,32,0.0
2022-09-30,2022-10-03,LS,BLAU3,215,0,-30,0.0
2022-09-30,2022-10-03,LS,BLAU3,215,2,675,1.0
2022-09-30,2022-10-03,LS,BPAN4,-980,1,-271,0.092208234093229
2022-09-30,2022-10-03,LS,BPAN4,-980,2,-2668,0.907791765906771
2022-09-30,2022-10-03,LS,BRAP4,19,1,56,1.0
2022-09-30,2022-10-03,LS,BRFS3,1,0,-70,0.0
2022-09-30,2022-10-03,LS,BRFS3,1,1,-137,0.0
2022-09-30,2022-10-03,LS,BRFS3,1,2,211,1.0
2022-09-30,2022-10-03,LS,CASH3,3,0,-183,0.0
2022-09-30,2022-10-03,LS,CASH3,3,1,-360,0.0
2022-09-30,2022-10-03,LS,CASH3,3,2,552,1.0
2022-09-30,2022-10-03,LS,CBAV3,57,0,84,0.49122807017543857
2022-09-30,2022-10-03,LS,CBAV3,57,1,87,0.5087719298245614
2022-09-30,2022-10-03,LS,CIEL3,90,0,183,0.4893048128342246
2022-09-30,2022-10-03,LS,CIEL3,90,1,191,0.5106951871657754
2022-09-30,2022-10-03,LS,CIEL3,90,2,-103,0.0
2022-09-30,2022-10-03,LS,CLSA3,-1136,0,-153,0.044868035190615836
2022-09-30,2022-10-03,LS,CLSA3,-1136,1,-301,0.08826979472140763
2022-09-30,2022-10-03,LS,CLSA3,-1136,2,-2956,0.8668621700879765
2022-09-30,2022-10-03,LS,CPFE3,5,0,33,1.0
2022-09-30,2022-10-03,LS,CPFE3,5,2,-19,0.0
2022-09-30,2022-10-03,LS,CPLE6,-973,2,-2919,1.0
2022-09-30,2022-10-03,LS,CRFB3,23,0,47,0.4895833333333333
2022-09-30,2022-10-03,LS,CRFB3,23,1,49,0.5104166666666666
2022-09-30,2022-10-03,LS,CRFB3,23,2,-27,0.0
