month_end,trade_date,cohort_id,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2020-11-30,2020-12-01,1,momentum,D10,AESB3,L,SELL,-0.01120448179271711,15.47557371,-434,-6716.39899014,reweight
2020-11-30,2020-12-01,1,momentum,D10,ALPA4,L,SELL,-0.01120448179271711,39.3567157,-171,-6729.9983847,reweight
2020-11-30,2020-12-01,1,momentum,D10,AMER3,L,SELL,-0.01120448179271711,7016.796161,-1,-7016.796161,reweight
2020-11-30,2020-12-01,1,momentum,D10,B3SA3,L,SELL,-0.01120448179271711,15.70075105,-428,-6719.9214494,reweight
2020-11-30,2020-12-01,1,momentum,D10,BHIA3,L,OPEN,0.047619047619047596,450.0,63,28350.0,add
2020-11-30,2020-12-01,1,momentum,D10,BIDI3,L,OPEN,0.047619047619047596,8.153254914,3504,28569.005218656,add
2020-11-30,2020-12-01,1,momentum,D10,BPAC11,L,CLOSE,-0.058823529411764705,17.69600823,-1994,-35285.84041062,exit
2020-11-30,2020-12-01,1,momentum,D10,BRAP4,L,SELL,-0.01120448179271711,13.29287465,-506,-6726.1945729,reweight
2020-11-30,2020-12-01,1,momentum,D10,CAML3,L,SELL,-0.01120448179271711,9.131980487,-736,-6721.137638432,reweight
2020-11-30,2020-12-01,1,momentum,D10,CSUD3,L,SELL,-0.01120448179271711,11.032051,-609,-6718.519058999999,reweight
2020-11-30,2020-12-01,1,momentum,D10,DEXP3,L,OPEN,0.047619047619047596,4.832660501,5912,28570.688881912003,add
2020-11-30,2020-12-01,1,momentum,D10,ENEV3,L,SELL,-0.01120448179271711,14.625,-460,-6727.5,reweight
2020-11-30,2020-12-01,1,momentum,D10,HAPV3,L,CLOSE,-0.058823529411764705,216.2376644,-163,-35246.7392972,exit
2020-11-30,2020-12-01,1,momentum,D10,JHSF3,L,SELL,-0.01120448179271711,5.379925224,-1250,-6724.90653,reweight
2020-11-30,2020-12-01,1,momentum,D10,KEPL3,L,SELL,-0.01120448179271711,3.561625119,-1888,-6724.348224672,reweight
2020-11-30,2020-12-01,1,momentum,D10,LCAM3,L,OPEN,0.047619047619047596,25.58446921,1117,28577.85210757,add
2020-11-30,2020-12-01,1,momentum,D10,MGLU3,L,OPEN,0.047619047619047596,227.7528839,125,28469.1104875,add
2020-11-30,2020-12-01,1,momentum,D10,OIBR3,L,OPEN,0.047619047619047596,213.0214863,134,28544.8791642,add
2020-11-30,2020-12-01,1,momentum,D10,PNVL3,L,CLOSE,-0.058823529411764705,19.8391669,-1779,-35293.8779151,exit
2020-11-30,2020-12-01,1,momentum,D10,PRIO3,L,SELL,-0.01120448179271711,10.18563998,-660,-6722.522386799999,reweight
2020-11-30,2020-12-01,1,momentum,D10,RCSL4,L,SELL,-0.01120448179271711,22.70288763,-296,-6720.05473848,reweight
2020-11-30,2020-12-01,1,momentum,D10,SIMH3,L,SELL,-0.01120448179271711,6.990003796,-962,-6724.383651752,reweight
2020-11-30,2020-12-01,1,momentum,D10,TASA4,L,SELL,-0.01120448179271711,10.79534108,-623,-6725.49749284,reweight
2020-11-30,2020-12-01,1,momentum,D10,TEND3,L,OPEN,0.047619047619047596,27.6981414,1032,28584.481924800002,add
2020-11-30,2020-12-01,0,momentum,LS,AESB3,L,SELL,-0.0010268328991667672,15.47557371,-40,-619.0229484,reweight
2020-11-30,2020-12-01,0,momentum,LS,ALPA4,L,SELL,-0.0010268328991667672,39.3567157,-16,-629.7074512,reweight
2020-11-30,2020-12-01,0,momentum,LS,AZUL4,S,BUY,0.0004587042587424345,39.55,7,276.84999999999997,reweight
2020-11-30,2020-12-01,0,momentum,LS,B3SA3,L,SELL,-0.0010268328991667672,15.70075105,-39,-612.32929095,reweight
2020-11-30,2020-12-01,0,momentum,LS,BHIA3,L,SELL,-0.0010268328991667672,450.0,-1,-450.0,reweight
2020-11-30,2020-12-01,0,momentum,LS,BRFS3,S,BUY,0.0004587042587424345,21.56934095,13,280.40143235,reweight
2020-11-30,2020-12-01,0,momentum,LS,CAML3,L,SELL,-0.0010268328991667672,9.131980487,-67,-611.842692629,reweight
2020-11-30,2020-12-01,0,momentum,LS,CIEL3,S,BUY,0.0004587042587424345,2.870190224,96,275.538261504,reweight
2020-11-30,2020-12-01,0,momentum,LS,CMIG4,S,BUY,0.0004587042587424345,3.849988675,71,273.349195925,reweight
2020-11-30,2020-12-01,0,momentum,LS,COGN3,S,BUY,0.0004587042587424345,4.702624788,59,277.45486249199996,reweight
2020-11-30,2020-12-01,0,momentum,LS,CSUD3,L,SELL,-0.0010268328991667672,11.032051,-56,-617.794856,reweight
2020-11-30,2020-12-01,0,momentum,LS,CVCB3,S,BUY,0.0004587042587424345,17.91957845,15,268.79367675,reweight
2020-11-30,2020-12-01,0,momentum,LS,DEXP3,L,SELL,-0.0010268328991667672,4.832660501,-127,-613.7478836270001,reweight
2020-11-30,2020-12-01,0,momentum,LS,DMMO3,S,BUY,0.0004587042587424345,1.35,204,275.40000000000003,reweight
2020-11-30,2020-12-01,0,momentum,LS,EMBR3,S,BUY,0.0004587042587424345,8.221528463,33,271.31043927900004,reweight
2020-11-30,2020-12-01,0,momentum,LS,ENEV3,L,SELL,-0.0010268328991667672,14.625,-42,-614.25,reweight
