month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2018-07-31,2018-08-01,D10,AMER3,5,0,15,1.0
2018-07-31,2018-08-01,D10,ANIM3,-3111,0,-9334,1.0
2018-07-31,2018-08-01,D10,AZZA3,369,0,1108,1.0
2018-07-31,2018-08-01,D10,BRAP4,35,0,104,1.0
2018-07-31,2018-08-01,D10,DXCO3,2155,0,6465,1.0
2018-07-31,2018-08-01,D10,ELET3,-1002,0,-3005,1.0
2018-07-31,2018-08-01,D10,ELPL3,351,0,1052,1.0
2018-07-31,2018-08-01,D10,ENGI11,-603,0,-1810,1.0
2018-07-31,2018-08-01,D10,EZTC3,-1115,0,-3346,1.0
2018-07-31,2018-08-01,D10,GOLL54,1264,0,3792,1.0
2018-07-31,2018-08-01,D10,IRBR3,29,0,88,1.0
2018-07-31,2018-08-01,D10,ITSA4,2735,0,8204,1.0
2018-07-31,2018-08-01,D10,LEVE3,1086,0,3257,1.0
2018-07-31,2018-08-01,D10,MGLU3,6,0,17,1.0
2018-07-31,2018-08-01,D10,PRIO3,141,0,423,1.0
2018-07-31,2018-08-01,D10,PSSA3,-767,0,-2301,1.0
2018-07-31,2018-08-01,D10,RAPT4,-2569,0,-7707,1.0
2018-07-31,2018-08-01,D10,RENT3,12,0,35,1.0
2018-07-31,2018-08-01,D10,TEND3,1123,0,3370,1.0
2018-07-31,2018-08-01,D10,USIM5,33,0,98,1.0
2018-07-31,2018-08-01,D10,VULC3,-3309,0,-9928,1.0
2018-07-31,2018-08-01,D10,YDUQ3,11,0,32,1.0
2018-07-31,2018-08-01,LS,AMAR3,0,0,-1,0.0
2018-07-31,2018-08-01,LS,AMER3,2,0,6,1.0
2018-07-31,2018-08-01,LS,ANIM3,-1296,0,-3888,1.0
2018-07-31,2018-08-01,LS,AZZA3,181,0,448,0.8250460405156538
2018-07-31,2018-08-01,LS,AZZA3,181,2,95,0.17495395948434622
2018-07-31,2018-08-01,LS,BEEF3,-1368,0,-3340,0.8138401559454191
2018-07-31,2018-08-01,LS,BEEF3,-1368,2,-764,0.1861598440545809
2018-07-31,2018-08-01,LS,BRAP4,167,0,-36,0.0
2018-07-31,2018-08-01,LS,BRAP4,167,2,537,1.0
2018-07-31,2018-08-01,LS,BRFS3,-111,0,-1,0.003003003003003003
2018-07-31,2018-08-01,LS,BRFS3,-111,1,-149,0.44744744744744747
2018-07-31,2018-08-01,LS,BRFS3,-111,2,-183,0.5495495495495496
2018-07-31,2018-08-01,LS,CIEL3,-138,0,-2,0.004842615012106538
2018-07-31,2018-08-01,LS,CIEL3,-138,2,-411,0.9951573849878934
2018-07-31,2018-08-01,LS,CSNA3,-476,0,-3,0.0021008403361344537
2018-07-31,2018-08-01,LS,CSNA3,-476,1,-641,0.4488795518207283
2018-07-31,2018-08-01,LS,CSNA3,-476,2,-784,0.5490196078431373
2018-07-31,2018-08-01,LS,DMMO3,-533,0,-1302,0.81375
2018-07-31,2018-08-01,LS,DMMO3,-533,2,-298,0.18625
2018-07-31,2018-08-01,LS,DXCO3,870,0,2611,1.0
2018-07-31,2018-08-01,LS,ECOR3,-356,1,-480,0.449438202247191
2018-07-31,2018-08-01,LS,ECOR3,-356,2,-588,0.550561797752809
2018-07-31,2018-08-01,LS,ELET3,-363,0,-1252,1.0
2018-07-31,2018-08-01,LS,ELET3,-363,1,163,0.0
2018-07-31,2018-08-01,LS,ELPL3,172,0,425,0.8252427184466019
2018-07-31,2018-08-01,LS,ELPL3,172,2,90,0.17475728155339806
2018-07-31,2018-08-01,LS,ENAT3,166,1,191,0.38276553106212424
2018-07-31,2018-08-01,LS,ENAT3,166,2,308,0.6172344689378757
2018-07-31,2018-08-01,LS,ENGI11,-219,0,-754,1.0
2018-07-31,2018-08-01,LS,ENGI11,-219,1,98,0.0
2018-07-31,2018-08-01,LS,GOLL54,10543,1,12106,0.3827379070502687
2018-07-31,2018-08-01,LS,GOLL54,10543,2,19524,0.6172620929497312
2018-07-31,2018-08-01,LS,GRND3,-237,1,-712,1.0
2018-07-31,2018-08-01,LS,HGTX3,252,0,1292,1.0
2018-07-31,2018-08-01,LS,HGTX3,252,1,-242,0.0
2018-07-31,2018-08-01,LS,HGTX3,252,2,-296,0.0
2018-07-31,2018-08-01,LS,IRBR3,12,0,35,1.0
2018-07-31,2018-08-01,LS,ITSA4,1105,0,3314,1.0
2018-07-31,2018-08-01,LS,LAME3,1099,0,3297,1.0
2018-07-31,2018-08-01,LS,LEVE3,1316,0,2734,0.6923271714358066
2018-07-31,2018-08-01,LS,LEVE3,1316,2,1215,0.3076728285641935
2018-07-31,2018-08-01,LS,LIGT3,-199,0,-1,0.0016806722689075631
2018-07-31,2018-08-01,LS,LIGT3,-199,1,-267,0.44873949579831934
2018-07-31,2018-08-01,LS,LIGT3,-199,2,-327,0.5495798319327732
2018-07-31,2018-08-01,LS,LINX3,104,1,120,0.38338658146964855
2018-07-31,2018-08-01,LS,LINX3,104,2,193,0.6166134185303515
2018-07-31,2018-08-01,LS,MGLU3,46,0,-6,0.0
2018-07-31,2018-08-01,LS,MGLU3,46,1,55,0.3819444444444444
2018-07-31,2018-08-01,LS,MGLU3,46,2,89,0.6180555555555556
2018-07-31,2018-08-01,LS,MOTV3,-299,0,-2,0.0022271714922048997
2018-07-31,2018-08-01,LS,MOTV3,-299,1,-403,0.4487750556792873
2018-07-31,2018-08-01,LS,MOTV3,-299,2,-493,0.5489977728285078
2018-07-31,2018-08-01,LS,MOVI3,-242,1,-725,1.0
2018-07-31,2018-08-01,LS,MYPK3,42,1,127,1.0
2018-07-31,2018-08-01,LS,NEXP3,129,0,136,0.35051546391752575
2018-07-31,2018-08-01,LS,NEXP3,129,1,136,0.35051546391752575
2018-07-31,2018-08-01,LS,NEXP3,129,2,116,0.29896907216494845
2018-07-31,2018-08-01,LS,POMO4,-2617,0,-7852,1.0
2018-07-31,2018-08-01,LS,PRIO3,-48,0,-145,1.0
2018-07-31,2018-08-01,LS,PSSA3,-320,0,-959,1.0
2018-07-31,2018-08-01,LS,QUAL3,-399,0,-1196,1.0
2018-07-31,2018-08-01,LS,RAPT4,-707,0,-3210,1.0
2018-07-31,2018-08-01,LS,RAPT4,-707,1,417,0.0
2018-07-31,2018-08-01,LS,RAPT4,-707,2,673,0.0
2018-07-31,2018-08-01,LS,RENT3,93,0,-12,0.0
2018-07-31,2018-08-01,LS,RENT3,93,1,111,0.38275862068965516
2018-07-31,2018-08-01,LS,RENT3,93,2,179,0.6172413793103448
2018-07-31,2018-08-01,LS,SEER3,-93,2,-279,1.0
2018-07-31,2018-08-01,LS,TEND3,610,0,1361,0.74412247129579
2018-07-31,2018-08-01,LS,TEND3,610,1,179,0.09786768726079825
2018-07-31,2018-08-01,LS,TEND3,610,2,289,0.1580098414434117
2018-07-31,2018-08-01,LS,TUPY3,-70,1,-211,1.0
2018-07-31,2018-08-01,LS,UGPA3,-147,0,-1,0.002257336343115124
2018-07-31,2018-08-01,LS,UGPA3,-147,1,-199,0.4492099322799097
2018-07-31,2018-08-01,LS,UGPA3,-147,2,-243,0.5485327313769752
2018-07-31,2018-08-01,LS,USIM5,263,0,-34,0.0
2018-07-31,2018-08-01,LS,USIM5,263,1,314,0.38246041412911086
2018-07-31,2018-08-01,LS,USIM5,263,2,507,0.6175395858708892
2018-07-31,2018-08-01,LS,VULC3,-4511,0,-7500,0.5542417972214011
2018-07-31,2018-08-01,LS,VULC3,-4511,1,-3102,0.2292344073307715
2018-07-31,2018-08-01,LS,VULC3,-4511,2,-2930,0.21652379544782738
2018-07-31,2018-08-01,LS,WIZC3,506,0,943,0.6208031599736669
2018-07-31,2018-08-01,LS,WIZC3,506,1,415,0.27320605661619485
2018-07-31,2018-08-01,LS,WIZC3,506,2,161,0.10599078341013825
2018-07-31,2018-08-01,LS,YDUQ3,84,0,-11,0.0
2018-07-31,2018-08-01,LS,YDUQ3,84,1,101,0.38257575757575757
2018-07-31,2018-08-01,LS,YDUQ3,84,2,163,0.6174242424242424
