month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2018-05-30,2018-06-01,momentum,D10,ANIM3,L,SELL,-0.02380952380952382,-2656,-14284.704089152,5.378277142
2018-05-30,2018-06-01,momentum,D10,B3SA3,L,SELL,-0.02380952380952382,-2568,-14287.928123352001,5.563834939
2018-05-30,2018-06-01,momentum,D10,ELET3,L,BUY,0.02380952380952382,1210,14280.267019699999,11.80187357
2018-05-30,2018-06-01,momentum,D10,ENAT3,L,BUY,0.02380952380952382,1671,14287.551488823,8.550300113
2018-05-30,2018-06-01,momentum,D10,EZTC3,L,SELL,-0.02380952380952382,-1165,-14282.29882505,12.25948397
2018-05-30,2018-06-01,momentum,D10,FESA4,L,SELL,-0.02380952380952382,-4584,-14284.270224864002,3.116114796
2018-05-30,2018-06-01,momentum,D10,GOLL54,L,BUY,0.02380952380952382,80368,14285.682197216,0.177753362
2018-05-30,2018-06-01,momentum,D10,LCAM3,L,BUY,0.02380952380952382,2052,14282.245558008,6.960158654
2018-05-30,2018-06-01,momentum,D10,LINX3,L,BUY,0.02380952380952382,768,14281.32251904,18.59547203
2018-05-30,2018-06-01,momentum,D10,MYPK3,L,BUY,0.02380952380952382,804,14283.7445658,17.76585145
2018-05-30,2018-06-01,momentum,D10,PARD3,L,SELL,-0.02380952380952382,-879,-14285.187332009998,16.25163519
2018-05-30,2018-06-01,momentum,D10,PRIO3,L,SELL,-0.02380952380952382,-9910,-14285.11346619,1.441484709
2018-05-30,2018-06-01,momentum,D10,PSSA3,L,SELL,-0.02380952380952382,-992,-14286.176657920001,14.40138776
2018-05-30,2018-06-01,momentum,D10,QUAL3,L,SELL,-0.02380952380952382,-1036,-14281.53472648,13.78526518
2018-05-30,2018-06-01,momentum,D10,RAPT4,L,BUY,0.02380952380952382,2729,14287.520000866001,5.235441554
2018-05-30,2018-06-01,momentum,D10,TEND3,L,BUY,0.02380952380952382,1263,14284.2146289,11.3097503
2018-05-30,2018-06-01,momentum,D10,TGMA3,L,SELL,-0.02380952380952382,-1121,-14284.669372389999,12.74279159
2018-05-30,2018-06-01,momentum,D10,USIM5,L,BUY,0.02380952380952382,2161,14284.850274045999,6.610296286
2018-05-30,2018-06-01,momentum,LS,AMAR3,S,SELL,-2.4525777896963058e-05,-1,-19.27162385,19.27162385
2018-05-30,2018-06-01,momentum,LS,ANIM3,L,SELL,-0.007494948847714601,-836,-4496.239690712,5.378277142
