month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2014-12-30,2015-01-02,momentum,D10,CIEL3,L,BUY,0.027777777777777776,15.14985343,1100,16664.838773
2014-12-30,2015-01-02,momentum,D10,GFSA3,L,SELL,-0.027777777777777776,2198.407976,-8,-17587.263808
2014-12-30,2015-01-02,momentum,D10,GUAR3,L,SELL,-0.027777777777777776,8.034954563,-2074,-16664.495763662
2014-12-30,2015-01-02,momentum,D10,ISAE4,L,BUY,0.027777777777777776,4.566921525,3649,16664.696644724998
2014-12-30,2015-01-02,momentum,D10,KEPL3,L,SELL,-0.027777777777777776,4.245689093,-3926,-16668.575379118
2014-12-30,2015-01-02,momentum,D10,MBRF3,L,BUY,0.027777777777777776,3.763513657,4428,16664.838473196
2014-12-30,2015-01-02,momentum,D10,MRVE3,L,BUY,0.027777777777777776,4.355652006,3826,16664.724574956
2014-12-30,2015-01-02,momentum,D10,VALE3,L,SELL,-0.027777777777777776,10.71421093,-1556,-16671.312207080002
2014-12-30,2015-01-02,momentum,LS,ALPA4,S,SELL,-0.01311588588958072,4.545472254,-1731,-7868.212471674
2014-12-30,2015-01-02,momentum,LS,ARTR3,S,SELL,-0.0010541696769391328,12.25370124,-52,-637.19246448
2014-12-30,2015-01-02,momentum,LS,B3SA3,S,BUY,0.006333918349192415,2.195528827,1731,3800.460399537
2014-12-30,2015-01-02,momentum,LS,BBSE3,L,BUY,0.001294255223302054,13.36732629,58,775.30492482
2014-12-30,2015-01-02,momentum,LS,BISA3,,SELL,-0.02624011526048935,1.58,-9965,-15744.7
2014-12-30,2015-01-02,momentum,LS,BRAP4,S,SELL,-0.013186702175119282,2.322638635,-3406,-7910.90719081
2014-12-30,2015-01-02,momentum,LS,BRSR6,S,SELL,-7.081628553856172e-05,6.245039939,-7,-43.715279573
2014-12-30,2015-01-02,momentum,LS,CIEL3,L,BUY,0.013066859230361718,15.14985343,518,7847.62407674
2014-12-30,2015-01-02,momentum,LS,COGN3,L,BUY,0.001294255223302054,13.34063179,58,773.75664382
2014-12-30,2015-01-02,momentum,LS,CSNA3,,SELL,-0.023077299356888913,3.013662274,-4595,-13847.77814903
2014-12-30,2015-01-02,momentum,LS,CZLT33,S,BUY,0.006333918349192415,19.51707123,195,3805.82888985
2014-12-30,2015-01-02,momentum,LS,DXCO3,S,BUY,0.006333918349192415,4.530910478,839,3801.433891042
2014-12-30,2015-01-02,momentum,LS,ECOR3,S,SELL,-0.012061716212641587,8.002761577,-904,-7234.496465607999
2014-12-30,2015-01-02,momentum,LS,EGIE3,S,SELL,-0.0010541696769391328,14.40730141,-44,-633.92126204
2014-12-30,2015-01-02,momentum,LS,EMBR3,L,BUY,0.001294255223302054,23.56077102,33,777.50544366
2014-12-30,2015-01-02,momentum,LS,ENAT3,S,BUY,0.007458904311670109,4.056126849,1103,4473.907914447
2014-12-30,2015-01-02,momentum,LS,ENBR3,S,SELL,-0.01311588588958072,5.56618178,-1414,-7870.58103692
2014-12-30,2015-01-02,momentum,LS,FLRY3,,BUY,0.012012689553422586,4.871971519,1479,7205.645876600999
2014-12-30,2015-01-02,momentum,LS,GFSA3,L,SELL,-0.011772604007059664,2198.407976,-3,-6595.223927999999
2014-12-30,2015-01-02,momentum,LS,GOLL54,L,BUY,0.001294255223302054,0.193747263,4008,776.5390301040001
2014-12-30,2015-01-02,momentum,LS,ISAE4,L,BUY,0.015546263261096753,4.566921525,2042,9325.65375405
2014-12-30,2015-01-02,momentum,LS,MBRF3,L,BUY,0.01731117462786549,3.763513657,2760,10387.297693319999
2014-12-30,2015-01-02,momentum,LS,MILS3,S,BUY,0.006333918349192415,8.310005547,457,3797.672534979
2014-12-30,2015-01-02,momentum,LS,MRVE3,L,BUY,0.013066859230361718,4.355652006,1800,7840.1736108
2014-12-30,2015-01-02,momentum,LS,POMO4,,BUY,0.019520620524311697,1.790398134,6542,11712.784592627999
2014-12-30,2015-01-02,momentum,LS,PRIO3,L,BUY,0.001294255223302054,0.45926234,1691,776.61261694
2014-12-30,2015-01-02,momentum,LS,RAPT4,S,SELL,-7.081628553856172e-05,3.405051664,-12,-40.860619968
2014-12-30,2015-01-02,momentum,LS,RSID3,S,BUY,0.006333918349192415,16.75,227,3802.25
2014-12-30,2015-01-02,momentum,LS,SBSP3,S,SELL,-0.012061716212641587,13.19235106,-549,-7242.60073194
2014-12-30,2015-01-02,momentum,LS,SMLS3,L,BUY,0.001294255223302054,26.41916711,29,766.15584619
2014-12-30,2015-01-02,momentum,LS,SMTO3,L,BUY,0.0017649113667687368,8.663343125,122,1056.9278612500002
2014-12-30,2015-01-02,momentum,LS,TIMS3,L,BUY,0.002479404030735035,7.561504048,197,1489.616297456
2014-12-30,2015-01-02,momentum,LS,TOTS3,S,BUY,0.006333918349192415,9.948613782,382,3800.370464724
2014-12-30,2015-01-02,momentum,LS,USIM5,S,SELL,-0.01311588588958072,3.868897095,-2034,-7869.33669123
2014-12-30,2015-01-02,momentum,LS,VSTE3,,SELL,-0.010587455199626684,386.2604449,-16,-6180.1671184
2014-12-30,2015-01-02,momentum,LS,YDUQ3,L,BUY,0.001294255223302054,16.82783613,46,774.0804619800001
