month_end,trade_date,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional
2020-09-30,2020-10-01,momentum,D10,ALPA4,L,BUY,0.00185185185185185,37.14861524,30,1114.4584571999999
2020-09-30,2020-10-01,momentum,D10,B3SA3,L,BUY,0.00185185185185185,15.29441119,73,1116.49201687
2020-09-30,2020-10-01,momentum,D10,BHIA3,L,BUY,0.018518518518518514,435.0,26,11310.0
2020-09-30,2020-10-01,momentum,D10,BPAC11,L,BUY,0.018518518518518514,16.08143322,691,11112.27035502
2020-09-30,2020-10-01,momentum,D10,CAML3,L,BUY,0.018518518518518514,10.19629494,1090,11113.9614846
2020-09-30,2020-10-01,momentum,D10,CPLE6,L,BUY,0.018518518518518514,3.799019478,2925,11112.13197315
2020-09-30,2020-10-01,momentum,D10,CSAN3,L,BUY,0.00185185185185185,15.26254361,73,1114.16568353
2020-09-30,2020-10-01,momentum,D10,CSUD3,L,BUY,0.00185185185185185,10.37072914,107,1109.66801798
2020-09-30,2020-10-01,momentum,D10,DEXP3,L,BUY,0.018518518518518514,5.417299784,2051,11110.881856984
2020-09-30,2020-10-01,momentum,D10,ENEV3,L,BUY,0.00185185185185185,12.0,93,1116.0
2020-09-30,2020-10-01,momentum,D10,GNDI3,L,SELL,-0.016666666666666663,63.15443866,-158,-9978.40130828
2020-09-30,2020-10-01,momentum,D10,HAPV3,L,SELL,-0.016666666666666663,185.9225775,-54,-10039.819185
2020-09-30,2020-10-01,momentum,D10,JHSF3,L,BUY,0.00185185185185185,5.004398873,222,1110.976549806
2020-09-30,2020-10-01,momentum,D10,KEPL3,L,BUY,0.00185185185185185,3.638383589,305,1109.7069946450001
2020-09-30,2020-10-01,momentum,D10,LOGN3,L,SELL,-0.016666666666666663,14.8,-676,-10004.800000000001
2020-09-30,2020-10-01,momentum,D10,MBRF3,L,SELL,-0.016666666666666663,9.393485307,-1065,-10004.061851955
2020-09-30,2020-10-01,momentum,D10,OIBR3,L,BUY,0.018518518518518514,172.3987843,64,11033.5221952
2020-09-30,2020-10-01,momentum,D10,PRIO3,L,BUY,0.00185185185185185,6.860979997,162,1111.478759514
2020-09-30,2020-10-01,momentum,D10,QUAL3,L,SELL,-0.016666666666666663,30.01863987,-333,-9996.207076710001
2020-09-30,2020-10-01,momentum,D10,SHUL4,L,BUY,0.00185185185185185,2.427382257,458,1111.741073706
2020-09-30,2020-10-01,momentum,D10,SIMH3,L,BUY,0.00185185185185185,5.71335257,194,1108.39039858
2020-09-30,2020-10-01,momentum,D10,SQIA3,L,BUY,0.00185185185185185,21.3449443,52,1109.9371036
2020-09-30,2020-10-01,momentum,D10,SRNA3,L,SELL,-0.016666666666666663,16.40209012,-610,-10005.274973200001
2020-09-30,2020-10-01,momentum,D10,SYNE3,L,SELL,-0.016666666666666663,2.127281475,-4701,-10000.350213975002
2020-09-30,2020-10-01,momentum,D10,TRIS3,L,SELL,-0.016666666666666663,8.718854544,-1147,-10000.526161967999
2020-09-30,2020-10-01,momentum,LS,AALR3,S,SELL,-0.014231869628263743,10.2,-837,-8537.4
2020-09-30,2020-10-01,momentum,LS,AESB3,L,BUY,0.00016246401972680458,13.85194581,7,96.96362067
2020-09-30,2020-10-01,momentum,LS,ALPA4,L,BUY,0.0007036473072089313,37.14861524,11,408.63476763999995
2020-09-30,2020-10-01,momentum,LS,AZUL4,S,SELL,-0.015237475112154349,25.32,-361,-9140.52
2020-09-30,2020-10-01,momentum,LS,B3SA3,L,BUY,0.0007036473072089313,15.29441119,28,428.24351332
2020-09-30,2020-10-01,momentum,LS,BHIA3,L,BUY,0.012740804347364106,435.0,18,7830.0
2020-09-30,2020-10-01,momentum,LS,BPAC11,L,BUY,0.01290326836709091,16.08143322,481,7735.16937882
2020-09-30,2020-10-01,momentum,LS,BRAP4,L,BUY,0.00016246401972680458,9.715152126,10,97.15152126
2020-09-30,2020-10-01,momentum,LS,BRFS3,S,SELL,-0.014231869628263743,17.90148279,-477,-8539.007290829999
2020-09-30,2020-10-01,momentum,LS,CAML3,L,BUY,0.01290326836709091,10.19629494,759,7738.9878594599995
2020-09-30,2020-10-01,momentum,LS,CIEL3,S,SELL,-0.015237475112154349,3.132562184,-2919,-9143.949015096001
2020-09-30,2020-10-01,momentum,LS,CMIG4,S,BUY,0.0008729696995494774,3.054586458,171,522.3342843180001
2020-09-30,2020-10-01,momentum,LS,COGN3,S,BUY,0.01335762764227969,5.062867267,1583,8014.518883661
2020-09-30,2020-10-01,momentum,LS,CPLE6,L,BUY,0.013868982694376144,3.799019478,2190,8319.85265682
2020-09-30,2020-10-01,momentum,LS,CSAN3,L,SELL,-0.0005869950595299109,15.26254361,-23,-351.03850303
2020-09-30,2020-10-01,momentum,LS,CSNA3,S,SELL,-0.00013263578434112808,10.16949304,-8,-81.35594432
2020-09-30,2020-10-01,momentum,LS,CSUD3,L,BUY,0.0007036473072089313,10.37072914,41,425.19989474
2020-09-30,2020-10-01,momentum,LS,CVCB3,S,SELL,-0.00013263578434112808,15.28547733,-5,-76.42738665
2020-09-30,2020-10-01,momentum,LS,DEXP3,L,BUY,0.012740804347364106,5.417299784,1411,7643.809995224
2020-09-30,2020-10-01,momentum,LS,DMMO3,S,SELL,-0.00013263578434112808,1.12465099,-71,-79.85022029
2020-09-30,2020-10-01,momentum,LS,ELET3,S,BUY,0.01335762764227969,25.01012562,320,8003.2401984
2020-09-30,2020-10-01,momentum,LS,EMBR3,S,SELL,-0.00013263578434112808,6.283525399,-13,-81.68583018700001
2020-09-30,2020-10-01,momentum,LS,ENEV3,L,BUY,0.0007036473072089313,12.0,35,420.0
2020-09-30,2020-10-01,momentum,LS,GNDI3,L,SELL,-0.01219962105988198,63.15443866,-116,-7325.914884559999
2020-09-30,2020-10-01,momentum,LS,GOLL54,S,SELL,-0.0010056054838906054,0.230156145,-2622,-603.4694121900001
2020-09-30,2020-10-01,momentum,LS,HAPV3,L,SELL,-0.012037157040155176,185.9225775,-39,-7250.9805225
2020-09-30,2020-10-01,momentum,LS,HGTX3,S,SELL,-0.00013263578434112808,16.53695894,-5,-82.68479470000001
2020-09-30,2020-10-01,momentum,LS,JHSF3,L,BUY,0.0007036473072089313,5.004398873,84,420.369505332
2020-09-30,2020-10-01,momentum,LS,KEPL3,L,BUY,0.0007036473072089313,3.638383589,116,422.052496324
2020-09-30,2020-10-01,momentum,LS,LIGT3,S,BUY,0.01335762764227969,13.75113126,583,8016.90952458
2020-09-30,2020-10-01,momentum,LS,LPSB3,S,SELL,-0.014231869628263743,4.581862382,-1864,-8540.591480047999
2020-09-30,2020-10-01,momentum,LS,MBRF3,L,SELL,-0.01219962105988198,9.393485307,-779,-7317.525054153
2020-09-30,2020-10-01,momentum,LS,MEAL3,S,SELL,-0.00013263578434112808,3.22,-25,-80.5
2020-09-30,2020-10-01,momentum,LS,OIBR3,L,BUY,0.05250207257793126,172.3987843,183,31548.9775269
2020-09-30,2020-10-01,momentum,LS,PNVL3,L,BUY,0.00016246401972680458,20.07615439,5,100.38077195
2020-09-30,2020-10-01,momentum,LS,PRIO3,L,BUY,0.0007036473072089313,6.860979997,62,425.38075981400004
2020-09-30,2020-10-01,momentum,LS,QUAL3,,SELL,-0.02748858627671891,30.01863987,-549,-16480.23328863
2020-09-30,2020-10-01,momentum,LS,RCSL4,L,BUY,0.00016246401972680458,21.37523339,5,106.87616695000001
2020-09-30,2020-10-01,momentum,LS,SHUL4,L,BUY,0.0005411832874821267,2.427382257,134,325.269222438
2020-09-30,2020-10-01,momentum,LS,SIMH3,L,BUY,0.01290326836709091,5.71335257,1355,7741.592732349999
2020-09-30,2020-10-01,momentum,LS,SMLS3,S,SELL,-0.00013263578434112808,11.64039925,-7,-81.48279475
2020-09-30,2020-10-01,momentum,LS,SQIA3,L,BUY,0.0005411832874821267,21.3449443,15,320.1741645
2020-09-30,2020-10-01,momentum,LS,SRNA3,,SELL,-0.013327799406894018,16.40209012,-488,-8004.2199785600005
2020-09-30,2020-10-01,momentum,LS,SUZB3,S,SELL,-0.013490263426620817,40.6841153,-199,-8096.1389447
2020-09-30,2020-10-01,momentum,LS,TASA4,L,BUY,0.0012906423667388423,5.904634073,131,773.5070635630001
2020-09-30,2020-10-01,momentum,LS,TCSA3,S,SELL,-0.00013263578434112808,9.3,-9,-83.7
2020-09-30,2020-10-01,momentum,LS,TRIS3,,SELL,-0.013327799406894018,8.718854544,-917,-7995.189616847999
2020-09-30,2020-10-01,momentum,LS,ZAMP3,S,SELL,-0.00013263578434112808,10.62021971,-7,-74.34153797
