month_end,trade_date,cohort_id,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2014-06-30,2014-07-01,2,momentum,D10,AEDU3,L,CLOSE,-0.07272727272727275,18.55,-2352,-43629.6,exit
2014-06-30,2014-07-01,2,momentum,D10,ALPA4,L,CLOSE,-0.07272727272727275,7.214129808,-6049,-43638.271208592,exit
2014-06-30,2014-07-01,2,momentum,D10,BBSE3,L,OPEN,0.07272727272727275,13.3250741,3275,43639.6176775,add
2014-06-30,2014-07-01,2,momentum,D10,DAGB33,L,CLOSE,-0.07272727272727275,379.3447038,-115,-43624.640937,exit
2014-06-30,2014-07-01,2,momentum,D10,DASA3,L,CLOSE,-0.054545454545454564,13.22434662,-2475,-32730.257884500003,exit
2014-06-30,2014-07-01,2,momentum,D10,ELET3,L,OPEN,0.07272727272727275,4.939245655,8835,43638.235361925,add
2014-06-30,2014-07-01,2,momentum,D10,EZTC3,L,CLOSE,-0.07272727272727275,10.3706972,-4208,-43639.8938176,exit
2014-06-30,2014-07-01,2,momentum,D10,GFSA3,L,OPEN,0.054545454545454564,3357.568545,10,33575.685450000004,add
2014-06-30,2014-07-01,2,momentum,D10,GOLL54,L,OPEN,0.07272727272727275,0.156948287,278030,43636.332234609996,add
2014-06-30,2014-07-01,2,momentum,D10,GUAR3,L,OPEN,0.07272727272727275,10.22507511,4268,43640.62056948,add
2014-06-30,2014-07-01,2,momentum,D10,MRVE3,L,CLOSE,-0.07272727272727275,4.384806304,-9952,-43637.592337407994,exit
2014-06-30,2014-07-01,2,momentum,D10,PRML3,L,OPEN,0.07272727272727275,10.66003907,4093,43631.53991351,add
2014-06-30,2014-07-01,2,momentum,D10,SMLS3,L,OPEN,0.07272727272727275,21.71885254,2009,43633.17475286,add
2014-06-30,2014-07-01,2,momentum,D10,TCSA3,L,CLOSE,-0.07272727272727275,57.33844653,-761,-43634.55780933,exit
2014-06-30,2014-07-01,0,momentum,LS,AMAR3,S,SELL,-0.0006122061219220806,59.89627936,-6,-359.37767616,reweight
2014-06-30,2014-07-01,0,momentum,LS,APER3,S,OPEN,-0.030269618435440772,184.7854172,-98,-18108.9708856,add
2014-06-30,2014-07-01,0,momentum,LS,BBSE3,L,SELL,-0.00150516057932909,13.3250741,-68,-906.1050388,reweight
2014-06-30,2014-07-01,0,momentum,LS,BPHA3,S,SELL,-0.0006122061219220806,183.0,-2,-366.0,reweight
2014-06-30,2014-07-01,0,momentum,LS,COGN3,L,SELL,-0.00150516057932909,13.11387779,-69,-904.85756751,reweight
2014-06-30,2014-07-01,0,momentum,LS,CSNA3,L,SELL,-0.00150516057932909,5.037436258,-179,-901.7010901819999,reweight
2014-06-30,2014-07-01,0,momentum,LS,DAGB33,L,SELL,-0.00150516057932909,379.3447038,-2,-758.6894076,reweight
2014-06-30,2014-07-01,0,momentum,LS,EMBR3,L,SELL,-0.00150516057932909,19.49629116,-46,-896.8293933599999,reweight
2014-06-30,2014-07-01,0,momentum,LS,ENEV3,S,SELL,-0.0006122061219220806,17.53942715,-21,-368.32797015000006,reweight
2014-06-30,2014-07-01,0,momentum,LS,EZTC3,L,SELL,-0.00150516057932909,10.3706972,-87,-902.2506564,reweight
2014-06-30,2014-07-01,0,momentum,LS,GOLL54,L,SELL,-0.00150516057932909,0.156948287,-5754,-903.0804433979999,reweight
2014-06-30,2014-07-01,0,momentum,LS,GUAR3,L,OPEN,0.019043460201128265,10.22507511,1117,11421.40889787,add
2014-06-30,2014-07-01,0,momentum,LS,LPSB3,S,SELL,-0.0006122061219220806,8.984762412,-41,-368.37525889200003,reweight
2014-06-30,2014-07-01,0,momentum,LS,MBRF3,S,SELL,-0.0006122061219220806,3.653362038,-101,-368.989565838,reweight
2014-06-30,2014-07-01,0,momentum,LS,MRVE3,L,SELL,-0.00150516057932909,4.384806304,-206,-903.270098624,reweight
2014-06-30,2014-07-01,0,momentum,LS,OGXP3,S,SELL,-0.0006122061219220806,19.0,-19,-361.0,reweight
2014-06-30,2014-07-01,0,momentum,LS,POMO4,S,SELL,-0.0006122061219220806,2.3106841,-159,-367.3987719,reweight
2014-06-30,2014-07-01,0,momentum,LS,PRML3,S,CLOSE,0.03752751310673329,10.66003907,2112,22514.00251584,exit
2014-06-30,2014-07-01,0,momentum,LS,PSSA3,L,SELL,-0.00150516057932909,8.871582013,-102,-904.9013653259999,reweight
2014-06-30,2014-07-01,0,momentum,LS,RAPT4,S,SELL,-0.0006122061219220806,4.362726181,-84,-366.468999204,reweight
2014-06-30,2014-07-01,0,momentum,LS,RSID3,S,SELL,-0.0006122061219220806,43.25,-8,-346.0,reweight
2014-06-30,2014-07-01,0,momentum,LS,SMLS3,L,SELL,-0.00150516057932909,21.71885254,-42,-912.19180668,reweight
2014-06-30,2014-07-01,0,momentum,LS,TGMA3,S,SELL,-0.0006122061219220806,12.70134925,-29,-368.33912825,reweight
2014-06-30,2014-07-01,0,momentum,LS,TOTS3,S,SELL,-0.0006122061219220806,10.75653366,-34,-365.72214444,reweight
2014-06-30,2014-07-01,0,momentum,LS,VALE3,L,SELL,-0.00150516057932909,14.0382829,-64,-898.4501056,reweight
2014-06-30,2014-07-01,0,momentum,LS,YDUQ3,L,SELL,-0.00150516057932909,20.54398327,-44,-903.9352638799999,reweight
2014-06-30,2014-07-01,1,momentum,LS,APER3,S,SELL,-0.010715480401133914,184.7854172,-35,-6467.489602000001,reweight
2014-06-30,2014-07-01,1,momentum,LS,AZZA3,S,SELL,-0.002527659359664834,23.72751879,-64,-1518.56120256,reweight
2014-06-30,2014-07-01,1,momentum,LS,BBSE3,L,BUY,0.0021070273682312207,13.3250741,95,1265.8820395,reweight
2014-06-30,2014-07-01,1,momentum,LS,BPHA3,S,SELL,-0.002527659359664834,183.0,-8,-1464.0,reweight
2014-06-30,2014-07-01,1,momentum,LS,COGN3,L,BUY,0.0021070273682312207,13.11387779,96,1258.93226784,reweight
