month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2014-08-29,2014-09-01,momentum,D10,AMER3,L,BUY,0.0034188034188034205,1,3555.454297,3555.454297
2014-08-29,2014-09-01,momentum,D10,BBSE3,L,BUY,0.0034188034188034205,138,2057.25040218,14.90761161
2014-08-29,2014-09-01,momentum,D10,COGN3,L,BUY,0.0034188034188034205,141,2050.11378387,14.53981407
2014-08-29,2014-09-01,momentum,D10,CSNA3,L,BUY,0.0034188034188034205,392,2049.741856344,5.228933307
2014-08-29,2014-09-01,momentum,D10,DAGB33,L,SELL,-0.022222222222222227,-37,-13366.0518613,361.2446449
2014-08-29,2014-09-01,momentum,D10,EMBR3,L,BUY,0.0034188034188034205,98,2055.87864398,20.97835351
2014-08-29,2014-09-01,momentum,D10,GFSA3,L,BUY,0.025641025641025647,5,16937.734175,3387.546835
2014-08-29,2014-09-01,momentum,D10,GOLL54,L,BUY,0.0034188034188034205,11349,2051.264688759,0.180744091
2014-08-29,2014-09-01,momentum,D10,GUAR3,L,BUY,0.0034188034188034205,200,2050.221566,10.25110783
2014-08-29,2014-09-01,momentum,D10,MDIA3,L,BUY,0.025641025641025647,568,15384.60155048,27.08556611
2014-08-29,2014-09-01,momentum,D10,MRVE3,L,SELL,-0.022222222222222227,-2486,-13335.875257826,5.364390691
2014-08-29,2014-09-01,momentum,D10,PSSA3,L,SELL,-0.022222222222222227,-1444,-13336.80586216,9.23601514
2014-08-29,2014-09-01,momentum,D10,QUAL3,L,SELL,-0.022222222222222227,-863,-13333.491549260001,15.45016402
2014-08-29,2014-09-01,momentum,D10,SMLS3,L,BUY,0.0034188034188034205,92,2061.77923512,22.41064386
2014-08-29,2014-09-01,momentum,D10,TIMS3,L,BUY,0.0034188034188034205,256,2054.867807744,8.026827374
2014-08-29,2014-09-01,momentum,D10,VALE3,L,BUY,0.0034188034188034205,146,2046.1154232,14.0144892
2014-08-29,2014-09-01,momentum,D10,YDUQ3,L,BUY,0.0034188034188034205,98,2047.66719262,20.89456319
2014-08-29,2014-09-01,momentum,LS,AMAR3,S,SELL,-0.015120414336475265,-131,-9062.725793829999,69.18111293
2014-08-29,2014-09-01,momentum,LS,APER3,S,SELL,-0.010508603378561571,-45,-6327.3964725000005,140.6088105
2014-08-29,2014-09-01,momentum,LS,ARTR3,S,SELL,-0.010508603378561571,-344,-6311.5231268,18.34745095
2014-08-29,2014-09-01,momentum,LS,BBSE3,L,BUY,0.0007165015747754878,29,432.32073669,14.90761161
2014-08-29,2014-09-01,momentum,LS,BPHA3,,BUY,0.038815456351978334,111,23310.0,210.0
2014-08-29,2014-09-01,momentum,LS,BRSR6,S,SELL,-0.019732225294388964,-1787,-11836.985349359,6.623942557
2014-08-29,2014-09-01,momentum,LS,COGN3,L,BUY,0.0007165015747754878,30,436.1944221,14.53981407
2014-08-29,2014-09-01,momentum,LS,CSNA3,L,BUY,0.0007165015747754878,82,428.772531174,5.228933307
2014-08-29,2014-09-01,momentum,LS,CZLT33,S,SELL,-0.01512041433647527,-292,-9072.17274408,31.06908474
2014-08-29,2014-09-01,momentum,LS,ELET3,L,SELL,-0.00020829972179523676,-20,-127.71258236,6.385629118
2014-08-29,2014-09-01,momentum,LS,EMBR3,L,BUY,0.0007165015747754878,20,419.56707020000005,20.97835351
2014-08-29,2014-09-01,momentum,LS,ENEV3,,BUY,0.029111592263983754,996,17469.269441400003,17.53942715
2014-08-29,2014-09-01,momentum,LS,GFSA3,L,BUY,0.005404005068909259,1,3387.546835,3387.546835
2014-08-29,2014-09-01,momentum,LS,GOLL54,L,BUY,0.0007165015747754878,2379,429.990192489,0.180744091
2014-08-29,2014-09-01,momentum,LS,GUAR3,L,BUY,0.0007165015747754878,42,430.54652886,10.25110783
2014-08-29,2014-09-01,momentum,LS,ISAE4,S,SELL,-0.010508603378561571,-1795,-6306.484816925,3.513362015
2014-08-29,2014-09-01,momentum,LS,JBSS3,L,BUY,0.0006298114873615664,58,377.513459674,6.508852753
2014-08-29,2014-09-01,momentum,LS,LPSB3,S,SELL,-0.004386579759885903,-260,-2633.5634935999997,10.12909036
2014-08-29,2014-09-01,momentum,LS,MBRF3,,BUY,0.038815456351978334,4994,23287.447558715998,4.663085214
2014-08-29,2014-09-01,momentum,LS,MDIA3,L,BUY,0.011316957484604775,251,6798.477093609999,27.08556611
2014-08-29,2014-09-01,momentum,LS,MMXM3,S,BUY,0.0002252311980277949,7,143.5,20.5
2014-08-29,2014-09-01,momentum,LS,MRVE3,,SELL,-0.021709113672638825,-2428,-13024.740597748,5.364390691
2014-08-29,2014-09-01,momentum,LS,NEXP3,S,SELL,-0.019732225294388964,-10,-12271.539969999998,1227.153997
2014-08-29,2014-09-01,momentum,LS,POMO4,S,SELL,-0.004386579759885903,-1118,-2631.184542428,2.353474546
2014-08-29,2014-09-01,momentum,LS,PRIO3,S,SELL,-0.009223621915827393,-3982,-5534.055284032,1.389767776
2014-08-29,2014-09-01,momentum,LS,QUAL3,,SELL,-0.011021967675395617,-428,-6612.67020056,15.45016402
2014-08-29,2014-09-01,momentum,LS,RAPT4,S,BUY,0.00022523119802779026,26,132.855231834,5.109816609
2014-08-29,2014-09-01,momentum,LS,RSID3,S,SELL,-0.004386579759885903,-74,-2645.5,35.75
2014-08-29,2014-09-01,momentum,LS,SMLS3,L,BUY,0.0007165015747754878,19,425.80223334,22.41064386
2014-08-29,2014-09-01,momentum,LS,SMTO3,L,BUY,0.0006298114873615664,35,379.31361965,10.83753199
