month_end,trade_date,cohort_id,sleeve,book,ticker,side,action,w_delta,px_ref_open,shares,est_notional,rationale
2017-06-30,2017-07-03,2,momentum,D10,ALPA4,L,CLOSE,-0.06779661016949153,10.2088864,-3985,-40682.412304000005,exit
2017-06-30,2017-07-03,2,momentum,D10,BBAS3,L,OPEN,0.07843137254901962,7.575826263,6212,47061.032745756,add
2017-06-30,2017-07-03,2,momentum,D10,BRAP4,L,BUY,0.010634762379528095,3.902816497,1635,6381.104972595,reweight
2017-06-30,2017-07-03,2,momentum,D10,BRSR6,L,BUY,0.010634762379528095,7.171557157,890,6382.6858697299995,reweight
2017-06-30,2017-07-03,2,momentum,D10,CSMG3,L,CLOSE,-0.06779661016949153,6.834853951,-5952,-40681.050716352,exit
2017-06-30,2017-07-03,2,momentum,D10,CSUD3,L,CLOSE,-0.06779661016949153,5.947090793,-6840,-40678.10102412,exit
2017-06-30,2017-07-03,2,momentum,D10,ELET3,L,CLOSE,-0.06779661016949153,9.586137206,-4243,-40673.980165058,exit
2017-06-30,2017-07-03,2,momentum,D10,FLRY3,L,OPEN,0.07843137254901962,17.82341969,2640,47053.82798160001,add
2017-06-30,2017-07-03,2,momentum,D10,GOLL54,L,BUY,0.010634762379528095,0.098303981,64909,6380.813102729,reweight
2017-06-30,2017-07-03,2,momentum,D10,HBOR3,L,SELL,-0.008973080757726806,8.149346241,-661,-5386.717865301,reweight
2017-06-30,2017-07-03,2,momentum,D10,LIGT3,L,OPEN,0.07843137254901962,20.85306172,2257,47065.36030204,add
2017-06-30,2017-07-03,2,momentum,D10,LINX3,L,BUY,0.010634762379528095,17.01961382,375,6382.3551825,reweight
2017-06-30,2017-07-03,2,momentum,D10,MDIA3,L,BUY,0.010634762379528095,41.74767172,153,6387.39377316,reweight
2017-06-30,2017-07-03,2,momentum,D10,MGLU3,L,BUY,0.010634762379528095,9.438509425,676,6380.432371299999,reweight
2017-06-30,2017-07-03,2,momentum,D10,PETR4,L,BUY,0.010634762379528095,3.253557305,1961,6380.225875105,reweight
2017-06-30,2017-07-03,2,momentum,D10,POMO4,L,CLOSE,-0.06779661016949153,1.666162021,-24414,-40677.679580694,exit
2017-06-30,2017-07-03,2,momentum,D10,RSID3,L,BUY,0.027583914921900973,7.37,2246,16553.02,reweight
2017-06-30,2017-07-03,2,momentum,D10,SANB11,L,CLOSE,-0.06779661016949153,14.96347046,-2718,-40670.71271028,exit
2017-06-30,2017-07-03,2,momentum,D10,SEER3,L,OPEN,0.07843137254901962,19.9792832,2355,47051.211936,add
2017-06-30,2017-07-03,0,momentum,LS,BBSE3,S,SELL,-7.599500066381853e-05,13.7699938,-3,-41.3099814,keep
2017-06-30,2017-07-03,0,momentum,LS,BRAP4,L,BUY,0.0067945511886907325,3.902816497,1045,4078.443239365,reweight
2017-06-30,2017-07-03,0,momentum,LS,BRSR6,L,BUY,0.0067945511886907325,7.171557157,568,4073.444465176,reweight
2017-06-30,2017-07-03,0,momentum,LS,CIEL3,S,SELL,-7.599500066381853e-05,16.32851125,-3,-48.985533749999995,keep
2017-06-30,2017-07-03,0,momentum,LS,CSMG3,L,CLOSE,-0.029105299592487338,6.834853951,-2555,-17463.051844805002,exit
2017-06-30,2017-07-03,0,momentum,LS,CSNA3,S,SELL,-7.599500066381853e-05,4.192633515,-11,-46.118968665,keep
2017-06-30,2017-07-03,0,momentum,LS,CSUD3,L,CLOSE,-0.029105299592487338,5.947090793,-2936,-17460.658568248,exit
2017-06-30,2017-07-03,0,momentum,LS,EGIE3,S,SELL,-7.599500066381853e-05,16.29109399,-3,-48.87328197,keep
2017-06-30,2017-07-03,0,momentum,LS,ELET3,L,BUY,0.0067945511886907325,9.586137206,425,4074.10831255,reweight
2017-06-30,2017-07-03,0,momentum,LS,EMBR3,S,SELL,-7.599500066381853e-05,14.92639916,-3,-44.77919748,keep
2017-06-30,2017-07-03,0,momentum,LS,GOLL54,L,BUY,0.0067945511886907325,0.098303981,41471,4076.764396051,reweight
2017-06-30,2017-07-03,0,momentum,LS,HBOR3,L,SELL,-0.0021804115066037834,8.149346241,-161,-1312.044744801,reweight
2017-06-30,2017-07-03,0,momentum,LS,LIGT3,L,BUY,0.0067945511886907325,20.85306172,195,4066.3470354,reweight
2017-06-30,2017-07-03,0,momentum,LS,MDIA3,L,BUY,0.0067945511886907325,41.74767172,98,4091.27182856,reweight
2017-06-30,2017-07-03,0,momentum,LS,MGLU3,L,BUY,0.0067945511886907325,9.438509425,432,4077.4360715999997,reweight
2017-06-30,2017-07-03,0,momentum,LS,MOTV3,S,SELL,-7.599500066381853e-05,12.67641952,-4,-50.70567808,keep
2017-06-30,2017-07-03,0,momentum,LS,PETR4,L,BUY,0.0067945511886907325,3.253557305,1253,4076.707303165,reweight
2017-06-30,2017-07-03,0,momentum,LS,PSSA3,S,SELL,-7.599500066381853e-05,9.773461249,-5,-48.867306245,keep
2017-06-30,2017-07-03,0,momentum,LS,RAPT4,L,BUY,0.0067945511886907325,3.41146512,1195,4076.7008183999997,reweight
2017-06-30,2017-07-03,0,momentum,LS,UGPA3,S,SELL,-7.599500066381853e-05,31.07072044,-1,-31.07072044,keep
2017-06-30,2017-07-03,0,momentum,LS,VLID3,S,SELL,-7.599500066381853e-05,9.863502358,-5,-49.31751179,keep
2017-06-30,2017-07-03,1,momentum,LS,AESB3,S,SELL,-0.003251118592571517,10.24386217,-190,-1946.3338122999999,reweight
2017-06-30,2017-07-03,1,momentum,LS,ALPA4,S,CLOSE,0.031751235919077095,10.2088864,1866,19049.782022400002,exit
2017-06-30,2017-07-03,1,momentum,LS,BBAS3,L,BUY,0.008135924118583372,7.575826263,644,4878.832113372,reweight
2017-06-30,2017-07-03,1,momentum,LS,BBSE3,S,SELL,-0.003251118592571517,13.7699938,-142,-1955.3391196,reweight
2017-06-30,2017-07-03,1,momentum,LS,BRAP4,L,BUY,0.008135924118583372,3.902816497,1251,4882.423437747,reweight
2017-06-30,2017-07-03,1,momentum,LS,BRFS3,S,SELL,-0.003251118592571517,38.4298136,-51,-1959.9204936,reweight
2017-06-30,2017-07-03,1,momentum,LS,BRSR6,L,BUY,0.008135924118583372,7.171557157,681,4883.830423917,reweight
2017-06-30,2017-07-03,1,momentum,LS,CSNA3,S,SELL,-0.003251118592571517,4.192633515,-465,-1949.574584475,reweight
2017-06-30,2017-07-03,1,momentum,LS,CSUD3,L,CLOSE,-0.02686643039306524,5.947090793,-2711,-16122.563139823,exit
2017-06-30,2017-07-03,1,momentum,LS,EGIE3,S,SELL,-0.003251118592571517,16.29109399,-120,-1954.9312788,reweight
2017-06-30,2017-07-03,1,momentum,LS,ELET3,L,CLOSE,-0.02686643039306524,9.586137206,-1682,-16123.882780492,exit
2017-06-30,2017-07-03,1,momentum,LS,EMBR3,S,SELL,-0.003251118592571517,14.92639916,-131,-1955.35828996,reweight
2017-06-30,2017-07-03,1,momentum,LS,GOLL54,L,BUY,0.008135924118583372,0.098303981,49658,4881.579088498,reweight
2017-06-30,2017-07-03,1,momentum,LS,JHSF3,L,CLOSE,-0.02686643039306524,1.272352337,-12669,-16119.431757453001,exit
2017-06-30,2017-07-03,1,momentum,LS,LIGT3,L,BUY,0.008135924118583372,20.85306172,234,4879.61644248,reweight
2017-06-30,2017-07-03,1,momentum,LS,MDIA3,L,BUY,0.008135924118583372,41.74767172,117,4884.47759124,reweight
2017-06-30,2017-07-03,1,momentum,LS,MGLU3,L,BUY,0.008135924118583372,9.438509425,517,4879.709372724999,reweight
2017-06-30,2017-07-03,1,momentum,LS,MILS3,S,SELL,-0.003251118592571517,3.144094882,-620,-1949.3388268400001,reweight
2017-06-30,2017-07-03,1,momentum,LS,PETR4,L,BUY,0.008135924118583372,3.253557305,1500,4880.3359575,reweight
2017-06-30,2017-07-03,1,momentum,LS,PSSA3,S,SELL,-0.003251118592571517,9.773461249,-200,-1954.6922498000001,reweight
2017-06-30,2017-07-03,1,momentum,LS,RAPT4,L,BUY,0.008135924118583372,3.41146512,1431,4881.80658672,reweight
2017-06-30,2017-07-03,1,momentum,LS,SEER3,L,BUY,0.008135924118583372,19.9792832,244,4874.945100800001,reweight
2017-06-30,2017-07-03,1,momentum,LS,VLID3,S,SELL,-0.003251118592571517,9.863502358,-198,-1952.973466884,reweight
2017-06-30,2017-07-03,2,momentum,LS,B3SA3,S,OPEN,-0.02692488808588355,4.896227595,-3299,-16152.654835905,add
2017-06-30,2017-07-03,2,momentum,LS,BBAS3,L,OPEN,0.027452827067959696,7.575826263,2174,16469.846295762,add
2017-06-30,2017-07-03,2,momentum,LS,BBSE3,S,BUY,0.01188217803743289,13.7699938,518,7132.8567884,reweight
2017-06-30,2017-07-03,2,momentum,LS,BRAP4,L,BUY,0.0005863966748944557,3.902816497,90,351.25348472999997,reweight
2017-06-30,2017-07-03,2,momentum,LS,BRFS3,S,OPEN,-0.02692488808588355,38.4298136,-420,-16140.521712000002,add
2017-06-30,2017-07-03,2,momentum,LS,BRSR6,L,BUY,0.0005863966748944557,7.171557157,49,351.406300693,reweight
2017-06-30,2017-07-03,2,momentum,LS,CSMG3,L,CLOSE,-0.02686643039306524,6.834853951,-2358,-16116.585616458,exit
2017-06-30,2017-07-03,2,momentum,LS,CSNA3,S,OPEN,-0.02692488808588355,4.192633515,-3853,-16154.216933295,add
2017-06-30,2017-07-03,2,momentum,LS,CSUD3,L,CLOSE,-0.02686643039306524,5.947090793,-2711,-16122.563139823,exit
2017-06-30,2017-07-03,2,momentum,LS,EGIE3,S,OPEN,-0.02692488808588355,16.29109399,-992,-16160.765238080001,add
2017-06-30,2017-07-03,2,momentum,LS,ELET3,L,CLOSE,-0.02686643039306524,9.586137206,-1682,-16123.882780492,exit
2017-06-30,2017-07-03,2,momentum,LS,EMBR3,S,BUY,0.01188217803743289,14.92639916,478,7134.818798480001,reweight
2017-06-30,2017-07-03,2,momentum,LS,FLRY3,L,OPEN,0.027452827067959696,17.82341969,924,16468.83979356,add
2017-06-30,2017-07-03,2,momentum,LS,GFSA3,S,BUY,0.01188217803743289,1160.003047,6,6960.018281999999,reweight
2017-06-30,2017-07-03,2,momentum,LS,GOLL54,L,BUY,0.0005863966748944557,0.098303981,3579,351.829947999,reweight
2017-06-30,2017-07-03,2,momentum,LS,HBOR3,L,SELL,-0.006276810092095467,8.149346241,-462,-3764.997963342,reweight
2017-06-30,2017-07-03,2,momentum,LS,LIGT3,L,OPEN,0.027452827067959696,20.85306172,790,16473.9187588,add
2017-06-30,2017-07-03,2,momentum,LS,LINX3,L,BUY,0.0005863966748944557,17.01961382,21,357.41189022,reweight
2017-06-30,2017-07-03,2,momentum,LS,MDIA3,L,BUY,0.0005863966748944557,41.74767172,8,333.98137376,reweight
2017-06-30,2017-07-03,2,momentum,LS,MGLU3,L,BUY,0.0005863966748944557,9.438509425,37,349.22484872499996,reweight
2017-06-30,2017-07-03,2,momentum,LS,MILS3,S,OPEN,-0.02692488808588355,3.144094882,-5138,-16154.359503716001,add
2017-06-30,2017-07-03,2,momentum,LS,MOTV3,S,CLOSE,0.03880706612331644,12.67641952,1837,23286.58265824,exit
2017-06-30,2017-07-03,2,momentum,LS,ODPV3,S,OPEN,-0.02692488808588355,7.175405216,-2251,-16151.837141216,add
2017-06-30,2017-07-03,2,momentum,LS,PETR4,L,BUY,0.0005863966748944557,3.253557305,108,351.38418894,reweight
2017-06-30,2017-07-03,2,momentum,LS,PSSA3,S,BUY,0.01188217803743289,9.773461249,729,7124.8532505210005,reweight
