month_end,trade_date,sleeve,book,ticker,side,action,w_delta,shares,est_notional,px_ref_open
2015-07-31,2015-08-03,momentum,D10,BBSE3,L,SELL,-0.027777777777777776,-1199,-16669.0093735,13.9024265
2015-07-31,2015-08-03,momentum,D10,CVCB3,L,BUY,0.027777777777777776,1073,16670.57816642,15.53641954
2015-07-31,2015-08-03,momentum,D10,CYRE3,L,SELL,-0.027777777777777776,-2800,-16665.0379588,5.951799271
2015-07-31,2015-08-03,momentum,D10,PSSA3,L,BUY,0.027777777777777776,1467,16665.38077392,11.36017776
2015-07-31,2015-08-03,momentum,LS,ABCB4,S,BUY,0.0019280618175172872,245,1158.222109345,4.727437181
2015-07-31,2015-08-03,momentum,LS,ANIM3,S,SELL,-0.001841725191146719,-253,-1105.454777163,4.369386471
2015-07-31,2015-08-03,momentum,LS,ARTR3,S,BUY,0.020464657517550253,1293,12280.694236547999,9.497830036
2015-07-31,2015-08-03,momentum,LS,BBAS3,S,SELL,-0.012059264893306906,-1305,-7233.40788084,5.542841288
2015-07-31,2015-08-03,momentum,LS,BRAP4,S,SELL,-0.001841725191146719,-646,-1104.664175098,1.710006463
2015-07-31,2015-08-03,momentum,LS,CIEL3,L,SELL,-0.003890222986488563,-121,-2328.05971816,19.24016296
2015-07-31,2015-08-03,momentum,LS,CMIG4,S,SELL,-0.012059264893306906,-3670,-7236.51919365,1.971803595
2015-07-31,2015-08-03,momentum,LS,CSMG3,S,SELL,-0.016229139405750537,-5469,-9738.333416856,1.780642424
2015-07-31,2015-08-03,momentum,LS,CVCB3,L,BUY,0.01250171913285892,483,7504.090637820001,15.53641954
2015-07-31,2015-08-03,momentum,LS,CZLT33,,BUY,0.03422782968961711,1333,20540.59646011,15.40929967
2015-07-31,2015-08-03,momentum,LS,ELET3,,BUY,0.016243715784903034,2222,9744.162292986,4.385311563
2015-07-31,2015-08-03,momentum,LS,EMBR3,L,SELL,-0.003890222986488563,-102,-2334.49308318,22.88718709
2015-07-31,2015-08-03,momentum,LS,EQTL3,L,SELL,-0.003372265102350979,-352,-2021.893412,5.744015375
2015-07-31,2015-08-03,momentum,LS,GOAU4,S,SELL,-0.01438741421460382,-4501,-8631.861511777,1.917765277
2015-07-31,2015-08-03,momentum,LS,GRND3,L,SELL,-0.003890222986488563,-765,-2332.809591795,3.049424303
2015-07-31,2015-08-03,momentum,LS,ISAE4,L,SELL,-0.003890222986488563,-497,-2334.471039516,4.697124828
2015-07-31,2015-08-03,momentum,LS,ITUB4,,SELL,-0.014028663632416264,-1088,-8415.199532671999,7.734558394
2015-07-31,2015-08-03,momentum,LS,JBSS3,L,SELL,-0.003890222986488563,-238,-2335.1973813140003,9.811753703
2015-07-31,2015-08-03,momentum,LS,LIGT3,S,BUY,1.4576379152496377e-05,1,13.17060643,13.17060643
2015-07-31,2015-08-03,momentum,LS,MBRF3,S,SELL,-0.012059264893306906,-2214,-7234.978655394,3.267831371
2015-07-31,2015-08-03,momentum,LS,MGLU3,S,SELL,-0.016229139405750537,-9487,-9737.397515737,1.026393751
2015-07-31,2015-08-03,momentum,LS,MILS3,S,BUY,1.4576379152496377e-05,2,10.58883181,5.294415905
2015-07-31,2015-08-03,momentum,LS,MRVE3,L,SELL,-0.003890222986488563,-495,-2332.031398785,4.711174543
2015-07-31,2015-08-03,momentum,LS,MYPK3,S,SELL,-0.0023281493212969143,-166,-1400.0007729360002,8.433739596
2015-07-31,2015-08-03,momentum,LS,PETR4,S,BUY,0.0041844508915961295,915,2511.54487968,2.744857792
2015-07-31,2015-08-03,momentum,LS,PRML3,S,SELL,-0.012059264893306906,-1057,-7236.112756936,6.845896648
2015-07-31,2015-08-03,momentum,LS,PSSA3,L,BUY,0.012059264893306903,637,7236.433233119999,11.36017776
2015-07-31,2015-08-03,momentum,LS,RADL3,L,SELL,-0.003890222986488563,-311,-2334.006800909,7.504845019
2015-07-31,2015-08-03,momentum,LS,RSID3,,BUY,0.03422782968961711,4107,20535.0,5.0
2015-07-31,2015-08-03,momentum,LS,SEER3,S,BUY,0.0023427257004494106,166,1404.157147004,8.458777994
2015-07-31,2015-08-03,momentum,LS,SMLS3,L,SELL,-0.003890222986488563,-72,-2325.54116448,32.29918284
2015-07-31,2015-08-03,momentum,LS,TIMS3,L,SELL,-0.000960412123689601,-94,-575.883682664,6.126422156
2015-07-31,2015-08-03,momentum,LS,UGPA3,L,SELL,-0.003890222986488563,-88,-2327.544538,26.44936975
2015-07-31,2015-08-03,momentum,LS,USIM5,,BUY,0.016243715784903034,3211,9746.113020397,3.035226727
