month_end,trade_date,book,ticker,parent_qty,cohort_id,cohort_desired_qty,alloc_ratio
2024-02-29,2024-03-01,D10,BRFS3,62,1,186,1.0
2024-02-29,2024-03-01,D10,CEAB3,102,1,305,1.0
2024-02-29,2024-03-01,D10,CSED3,2376,1,7128,1.0
2024-02-29,2024-03-01,D10,CSNA3,658,1,1973,1.0
2024-02-29,2024-03-01,D10,CXSE3,-724,1,-2172,1.0
2024-02-29,2024-03-01,D10,IRBR3,23,1,70,1.0
2024-02-29,2024-03-01,D10,KEPL3,-1101,1,-3302,1.0
2024-02-29,2024-03-01,D10,LEVE3,-289,1,-868,1.0
2024-02-29,2024-03-01,D10,LIGT3,1988,1,5964,1.0
2024-02-29,2024-03-01,D10,MDNE3,826,1,2479,1.0
2024-02-29,2024-03-01,D10,NEOE3,-447,1,-1340,1.0
2024-02-29,2024-03-01,D10,OPCT3,157,1,471,1.0
2024-02-29,2024-03-01,D10,PETR4,29,1,87,1.0
2024-02-29,2024-03-01,D10,PLPL3,71,1,214,1.0
2024-02-29,2024-03-01,D10,POMO4,139,1,416,1.0
2024-02-29,2024-03-01,D10,POSI3,124,1,373,1.0
2024-02-29,2024-03-01,D10,RADL3,-349,1,-1048,1.0
2024-02-29,2024-03-01,D10,RANI3,115,1,346,1.0
2024-02-29,2024-03-01,D10,SEER3,1629,1,4888,1.0
2024-02-29,2024-03-01,D10,SOJA3,61,1,183,1.0
2024-02-29,2024-03-01,D10,TASA4,-745,1,-2235,1.0
2024-02-29,2024-03-01,D10,TEND3,87,1,260,1.0
2024-02-29,2024-03-01,D10,TOKY3,-3711,1,-11132,1.0
2024-02-29,2024-03-01,D10,TTEN3,-862,1,-2587,1.0
2024-02-29,2024-03-01,D10,UNIP6,-180,1,-540,1.0
2024-02-29,2024-03-01,D10,USIM5,939,1,2816,1.0
2024-02-29,2024-03-01,D10,VLID3,57,1,172,1.0
2024-02-29,2024-03-01,D10,VULC3,57,1,170,1.0
2024-02-29,2024-03-01,D10,YDUQ3,519,1,1556,1.0
2024-02-29,2024-03-01,LS,AERI3,-99,0,-85,0.2842809364548495
2024-02-29,2024-03-01,LS,AERI3,-99,1,-102,0.3411371237458194
2024-02-29,2024-03-01,LS,AERI3,-99,2,-112,0.3745819397993311
2024-02-29,2024-03-01,LS,ALPA4,362,0,-113,0.0
