month_end,trade_date,cohort_id,book,ticker,side,prev_weight,target_weight,delta_weight,rationale,sector,duration_months,strikes,px_ref_open,vt_prev,vt_curr
2016-11-30,2016-12-01,0,D10,AESB3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Electric Power,8,0,10.68654324,,
2016-11-30,2016-12-01,0,D10,ALPA4,L,0.02040816326530612,0.02040816326530612,0.0,keep,Textile,5,0,7.492855268,,
2016-11-30,2016-12-01,0,D10,ALSC3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Other,29,0,14.28641408,,
2016-11-30,2016-12-01,0,D10,ALUP11,L,0.02040816326530612,0.02040816326530612,0.0,keep,Electric Power,5,0,10.52729399,,
2016-11-30,2016-12-01,0,D10,AMER3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Trade,8,0,1074.424695,,
2016-11-30,2016-12-01,0,D10,BEEF3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Food & Beverage,53,0,8.419736461,,
2016-11-30,2016-12-01,0,D10,BRKM5,L,0.02040816326530612,0.02040816326530612,0.0,keep,Chemical,8,0,21.20722177,,
2016-11-30,2016-12-01,0,D10,CGAS5,L,0.02040816326530612,0.02040816326530612,0.0,keep,Oil & Gas,5,0,17.00906653,,
2016-11-30,2016-12-01,0,D10,CIEL3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Software & Data,5,0,16.18371045,,
2016-11-30,2016-12-01,0,D10,CPLE6,L,0.02040816326530612,0.02040816326530612,0.0,keep,Electric Power,41,1,1.446948594,,
2016-11-30,2016-12-01,0,D10,CSAN3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Oil & Gas,8,0,7.755856127,,
2016-11-30,2016-12-01,0,D10,CSMG3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Other,78,0,5.313027155,,
2016-11-30,2016-12-01,0,D10,CSNA3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Basic & Fabricated Metal,14,0,7.15045031,,
2016-11-30,2016-12-01,0,D10,CVCB3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Transportation Services,20,0,20.82998758,,
2016-11-30,2016-12-01,0,D10,CYRE3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Construction,44,0,6.037538007,,
2016-11-30,2016-12-01,0,D10,DIRR3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Construction,5,0,0.885892897,,
2016-11-30,2016-12-01,0,D10,DXCO3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Other,2,0,4.18703432,,
2016-11-30,2016-12-01,0,D10,ECOR3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Transportation Services,44,0,6.378473645,,
2016-11-30,2016-12-01,0,D10,EGIE3,L,0.02040816326530612,0.02040816326530612,0.0,keep,Electric Power,2,0,16.68795568,,
